rxnid,min,max,median,all individual values,,,
NDPK6_c,1.3584305844485676,1.3584305844485676,1.3584305844485676,[1.3584305844485676],,,
NDPK7_c,1.3584305844485676,1.3584305844485676,1.3584305844485676,[1.3584305844485676],,,
NDPK8_c,1.3584305844485676,15.825513726119537,8.591972155284052,[1.3584305844485676, 15.825513726119537],,
NGLYCANS12_r,1.2856662701851223e-15,1.2856662701851223e-15,1.2856662701851223e-15,[1.2856662701851223e-15],,,
NGLYCANS15_r,1.3453034039052979e-15,1.3453034039052979e-15,1.3453034039052979e-15,[1.3453034039052979e-15],,,
NGLYCANS5_c,7.59659699989426e-16,7.59659699989426e-16,7.59659699989426e-16,[7.59659699989426e-16],,,
NH4t_c_e,1670.6483358959345,1670.6483358959345,1670.6483358959345,[1670.6483358959345],,,
NITRx_c,3.6637617176249285e-16,3.6637617176249285e-16,3.6637617176249285e-16,[3.6637617176249285e-16],,,
OCBT_c,3.9507059945862886,3.9507059945862886,3.9507059945862886,[3.9507059945862886],,,
OCDCAt_c_e,3.9146251324906445e-16,3.9146251324906445e-16,3.9146251324906445e-16,[3.9146251324906445e-16],,,
OMPDC_c,2.8513871780317612,2.8513871780317612,2.8513871780317612,[2.8513871780317612],,,
OPAH_c,4.730182757061892e-16,4.730182757061892e-16,4.730182757061892e-16,[4.730182757061892e-16, 4.730182757061892e-16],,
ORNTACi_m,3.058175234385058,3.058175234385058,3.058175234385058,[3.058175234385058],,,
ORNtpa_m,31.88386138260894,31.88386138260894,31.88386138260894,[31.88386138260894],,,
ORPT_c,1.7019102242179738,1.7019102242179738,1.7019102242179738,[1.7019102242179738],,,
P5CR_c,3.805507052012062,3.805507052012062,3.805507052012062,[3.805507052012062],,,
PAILS_rm,0.26773982862225143,0.26773982862225143,0.26773982862225143,[0.26773982862225143],,,
PAPSR_c,2.858141322282534,2.858141322282534,2.858141322282534,[2.858141322282534, 2.858141322282534],,
PAP_rm,69.94320913659104,69.94320913659104,69.94320913659104,[69.94320913659104],,,
PCOATA160_c,1263.5303726821962,1263.5303726821962,1263.5303726821962,[1263.5303726821962],,,
PCOATA180_c,1263.5303726821962,1263.5303726821962,1263.5303726821962,[1263.5303726821962],,,
PC_c,59.83697387301128,59.83697387301128,59.83697387301128,[59.83697387301128, 59.83697387301128],,
PDH_m,248.30257266050904,248.30257266050904,248.30257266050904,[248.30257266050904],,,
PDMEMT_rm,0.36597128177908883,0.36597128177908883,0.36597128177908883,[0.36597128177908883],,,
PEMT_rm,0.1167320405344387,0.36597128177908883,0.24135166115676376,[0.36597128177908883, 0.1167320405344387],,
PFK_c,5.0573376545289594,5.0573376545289594,5.0573376545289594,[5.0573376545289594],,,
PGAMT_c,1.918628621791998e-15,1.918628621791998e-15,1.918628621791998e-15,[1.918628621791998e-15],,,
PGCD_c,28.272300862088276,1623.3996182028582,825.8359595324732,[1623.3996182028582, 28.272300862088276],,
PGI_c,58.56700304587652,58.56700304587652,58.56700304587652,[58.56700304587652],,,
PGK_c,32.51884213222463,32.51884213222463,32.51884213222463,[32.51884213222463],,,
PGL_c,99.0607774,99.0607774,99.0607774,[99.0607774042767],,,
PGMT_c,15.90146153287804,15.90146153287804,15.90146153287804,[15.90146153287804],,,
PGM_c,7.661305687040616,7.708453917784204,7.684879802,[7.708453917784204, 7.661305687040616],,
PGt_c_m,1.0987552882538142e-15,6.2634352676295755e-15,3.6810952779416945e-15,[1.0987552882538142e-15, 6.2634352676295755e-15],,
PHETA1_c,10.552176429965193,5315.322462792118,96.16460347882573,[10.552176429965193, 5315.322462792118, 96.16460347882573],
PHETRS_c,3.573523103272974,3.573523103272974,3.573523103272974,[3.573523103272974],,,
PHYTOED1_c,4.0343408727733685,4.0343408727733685,4.0343408727733685,[4.0343408727733685],,,
PHYTOED2_c,4.0343408727733685,4.0343408727733685,4.0343408727733685,[4.0343408727733685],,,
PHYTOED3_c,4.0343408727733685,4.0343408727733685,4.0343408727733685,[4.0343408727733685],,,
PHYTOED4_c,4.0343408727733685,4.0343408727733685,4.0343408727733685,[4.0343408727733685],,,
PHYTOED5_c,4.0343408727733685,4.0343408727733685,4.0343408727733685,[4.0343408727733685],,,
PHYTOES_c,0.5985131044049302,8.703324745067336,4.650918924736133,[8.703324745067336, 0.5985131044049302],,
PItps_m,120.85337654512043,120.85337654512043,120.85337654512043,[120.85337654512043, 120.85337654512043],,
PKETX_c,37.83425033019393,37.83425033019393,37.83425033019393,[37.83425033019393],,,
PMANM_c,6.714142883245349,6.714142883245349,6.714142883245349,[6.714142883245349],,,
PMEMT_rm,0.36597128177908883,0.36597128177908883,0.36597128177908883,[0.36597128177908883],,,
PMEVK_c,15.031252293966439,15.031252293966439,15.031252293966439,[15.031252293966439],,,
PNTK_c,3.175818928661917e-05,3.175818928661917e-05,3.175818928661917e-05,[3.175818928661917e-05],,,
PPA_c,14.929977016225017,14.929977016225017,14.929977016225017,[14.929977016225017],,,
PPBNGD_c,0.006595152,0.006595152,0.006595152,[0.006595151543717505],,,
PPBNGS_1_c,0.003145017,0.003145017,0.003145017,[0.0031450171383716],,,
PPM_c,1.39573486268205e-17,15.90146153287804,7.950730766,[15.90146153287804, 1.39573486268205e-17],,
PPNCL2_c,0.000170429,0.000170429,0.000170429,[0.00017042914044865798],,,
PPND2_c,8.080058898345559,8.080058898345559,8.080058898345559,[8.080058898345559],,,
PRAGSi_c,6.7937932788204884,6.7937932788204884,6.7937932788204884,[6.7937932788204884],,,
PRAIS_c,6.7937932788204884,6.7937932788204884,6.7937932788204884,[6.7937932788204884],,,
PRAIi_c,95.26653591318616,95.26653591318616,95.26653591318616,[95.26653591318616],,,
PRAMPC_c,5.002136768714002,5.002136768714002,5.002136768714002,[5.002136768714002],,,
PRASCSi_c,10.672867557873468,10.672867557873468,10.672867557873468,[10.672867557873468],,,
PRATPP_c,5.002136768714002,5.002136768714002,5.002136768714002,[5.002136768714002],,,
PRFGS_c,13.996917536189457,13.996917536189457,13.996917536189457,[13.996917536189457],,,
PRMICI_c,2.549386938685061,2.549386938685061,2.549386938685061,[2.549386938685061],,,
PROTRS_c,0.9332400358707342,0.9332400358707342,0.9332400358707342,[0.9332400358707342],,,
PRPPS_c,5.678883201,5.678883201,5.678883201,[5.6788832005913],,,
PSCIT_c,139.41098729780074,139.41098729780074,139.41098729780074,[139.41098729780074],,,
PSD_mm,0.20429826382906732,0.20429826382906732,0.20429826382906732,[0.20429826382906732, 0.20429826382906732],,
PSERT_c,168.41278170803514,168.41278170803514,168.41278170803514,[168.41278170803514],,,
PSP_L_c,1623.3996182028582,1623.3996182028582,1623.3996182028582,[1623.3996182028582],,,
PSSA_rm,1.0728996118641652,1.0728996118641652,1.0728996118641652,[1.0728996118641652],,,
PSt_c_m,1.0987552882538142e-15,6.2634352676295755e-15,3.6810952779416945e-15,[1.0987552882538142e-15, 6.2634352676295755e-15],,
PYDXNOR_c,7.894783393,7.894783393,7.894783393,[7.89478339329055, 7.89478339329055],,
PYDXNO_c,24.218639594687307,24.218639594687307,24.218639594687307,[24.218639594687307],,,
PYK_c,60.50571070557352,60.50571070557352,60.50571070557352,[60.50571070557352],,,
PYRDC2_c,21.13536404946611,21.13536404946611,21.13536404946611,[21.13536404946611],,,
PYRDC_c,21.13536404946611,21.13536404946611,21.13536404946611,[21.13536404946611],,,
PYRtps_m,237.43488094418842,237.43488094418842,237.43488094418842,[237.43488094418842],,,
QUINDH_c,3.927624061564344e-16,3.927624061564344e-16,3.927624061564344e-16,[3.927624061564344e-16],,,
RBFSa_c,0.035149433,0.035149433,0.035149433,[0.03514943283617034],,,
RBFSb_c,0.019633395248128703,0.019633395248128703,0.019633395248128703,[0.019633395248128703],,,
RBK_D_c,104.00121453860442,104.00121453860442,104.00121453860442,[104.00121453860442],,,
RLFC2O_c,5.057337654528964,5.057337654528964,5.057337654528964,[5.057337654528964],,,
RLFC2O_m,5.057337655,5.057337655,5.057337655,[5.05733765452896],,,
RNDR1_c,2.2252461738601497,2.2252461738601497,2.2252461738601497,[2.2252461738601497],,,
RNDR2_c,2.2252461738601497,2.2252461738601497,2.2252461738601497,[2.2252461738601497],,,
RNDR3_c,2.2252461738601497,2.2252461738601497,2.2252461738601497,[2.2252461738601497],,,
RNDR4_c,2.2252461738601497,2.2252461738601497,2.2252461738601497,[2.2252461738601497],,,
RPE_c,224.5139507154214,224.5139507154214,224.5139507154214,[224.5139507154214, 224.5139507154214],,
RPI_c,110.31007451032373,110.31007451032373,110.31007451032373,[110.31007451032373],,,
SACCD1_c,1.8473925303615104,1.8473925303615104,1.8473925303615104,[1.8473925303615104],,,
SACCD2_c,0.526519217,1.8473925303615104,1.1869558737962271,[0.526519217230944, 1.8473925303615104],,
SADT_c,2.0804864606973634,2.0804864606973634,2.0804864606973634,[2.0804864606973634],,,
SAM24MT_c,0.3291497675817659,0.3291497675817659,0.3291497675817659,[0.3291497675817659],,,
SERAT_c,16.77863311203746,16.77863311203746,16.77863311203746,[16.77863311203746],,,
SERTRS_c,1.4873447534019781,1.4873447534019781,1.4873447534019781,[1.4873447534019781],,,
SERt_c_m,691.8476038,691.8476038,691.8476038,[691.847603773782],,,
SFGTHi_c,8.61446678244274e-16,8.61446678244274e-16,8.61446678244274e-16,[8.61446678244274e-16],,,
SHK3Di_c,139.41098729780074,139.41098729780074,139.41098729780074,[139.41098729780074],,,
SHKK_c,139.41098729780074,139.41098729780074,139.41098729780074,[139.41098729780074],,,
SHSL1_c,4.0453192545657705e-17,5.057337655,2.528668827,[5.05733765452896, 4.0453192545657705e-17],,
SO3R_c,48.18653358832641,48.18653358832641,48.18653358832641,[48.18653358832641],,,
SQLEy_r,13.066611771007985,13.066611771007985,13.066611771007985,[13.066611771007985],,,
SQLS_c,0.7105670763837747,0.7105670763837747,0.7105670763837747,[0.7105670763837747],,,
SSALy_c,0.002165427,0.002165427,0.002165427,[0.0021654269956596834, 0.0021654269956596834],,
SUCDq9_m,138.3285975692372,138.3285975692372,138.3285975692372,[138.3285975692372],,,
SUCFUMt_c_m,1.2864039524426565,1.2864039524426565,1.2864039524426565,[1.2864039524426565],,,
SUCOAS_m,26.183043603665105,26.183043603665105,26.183043603665105,[26.183043603665105],,,
TALA_c,13.903623569895757,13.903623569895757,13.903623569895757,[13.903623569895757],,,
THFGLUS_c,9.172715263648068e-16,9.172715263648068e-16,9.172715263648068e-16,[9.172715263648068e-16],,,
THRD_L_m,7.242625000497942,7.242625000497942,7.242625000497942,[7.242625000497942, 7.242625000497942],,
THRS_c,5.252066540319088,5.252066540319088,5.252066540319088,[5.252066540319088],,,
THRTRS_c,1.8804717650756109,1.8804717650756109,1.8804717650756109,[1.8804717650756109],,,
TKT1_c,100.94168331608246,100.94168331608246,100.94168331608246,[100.94168331608246],,,
TKT2_c,100.94168331608246,100.94168331608246,100.94168331608246,[100.94168331608246],,,
TMDPK_c,0.013299305306079397,0.013299305306079397,0.013299305306079397,[0.013299305306079397],,,
TMDS_c,0.9059266077206166,0.9059266077206166,0.9059266077206166,[0.9059266077206166],,,
TPI_c,1.741777115212396,1.741777115212396,1.741777115212396,[1.741777115212396],,,
TRDR_c,0.4862234187800635,0.4862234187800635,0.4862234187800635,[0.4862234187800635],,,
TRE6PP_c,18.876432093621233,18.876432093621233,18.876432093621233,[18.876432093621233],,,
TRE6PS_c,18.876432093621233,18.876432093621233,18.876432093621233,[18.876432093621233],,,
TRPDC_c,3.52057432555037e-16,3.52057432555037e-16,3.52057432555037e-16,[3.52057432555037e-16],,,
TRPS1_c,1.0388297388354466,1.0388297388354466,1.0388297388354466,[1.0388297388354466],,,
TRPTRS_c,0.21171372614391298,0.21171372614391298,0.21171372614391298,[0.21171372614391298],,,
TYRTA_c,96.16460347882573,5315.322462792118,2705.743533135472,[5315.322462792118, 96.16460347882573],,
TYRTRS_c,1.1634319784366032,1.1634319784366032,1.1634319784366032,[1.1634319784366032],,,
UAGDP_c,3.004729870429207e-16,3.004729870429207e-16,3.004729870429207e-16,[3.004729870429207e-16],,,
UMPK_c,0.6765796708830902,0.6765796708830902,0.6765796708830902,[0.6765796708830902],,,
UPP3MT_2_c,0.001516907,0.001516907,0.001516907,[0.0015169074739790403],,,
UPPDC1_c,0.000663301,0.000663301,0.000663301,[0.0006633005497690921],,,
VALTA_c,1.3394249890369863,15.172012963586878,8.255718976311933,[1.3394249890369863, 15.172012963586878],,
VALTA_m,6.659590938118801,6.659590938118801,6.659590938118801,[6.659590938118801],,,
VALTRS_c,4.2788600103691365,4.2788600103691365,4.2788600103691365,[4.2788600103691365],,,
XYLRy_c,8.160344405,8.160344405,8.160344405,[8.16034440495078],,,
XYLTOR_c,24.006808896600774,24.006808896600774,24.006808896600774,[24.006808896600774],,,
XYLTt_c_e,642.6613262392398,642.6613262392398,642.6613262392398,[642.6613262392398],,,
XYLt_c_e,73.97942329183726,642.6613262392398,73.97942329183726,[73.97942329183726, 73.97942329183726, 642.6613262392398],
