rxn_src	dir	enz	protein_stoich	status	comments
DDCAt_c_e	FWD	rt15442799	"rt1544_e:1,rt2799_e:1"	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
DDCAt_c_e	REV	rt15442799	"rt1544_e:1,rt2799_e:1"	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
DDCAt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DDCAt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
DDCAt_c_x	FWD	rt5693	rt5693:1	protStoichAsgnAuto	 
DDCAt_c_x	REV	rt5693	rt5693:1	protStoichAsgnManual	 
DDCAt_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto	 
DDCAt_c_x	REV	SPONT	zeroCost	protStoichAsgnManual	 
DDCAt_l_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DDCAt_l_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
DDPA_c	FWD	rt2234_c	rt2234_c:1	protStoichAsgnManual	Based on scRBA
DDPA_c	FWD	rt3787_c	rt3787_c:1	protStoichAsgnManual	Based on scRBA
DDPA_m	FWD	rt2234_m	rt2234_m:1	protStoichAsgnManual	Based on scRBA
DDPA_m	FWD	rt3787_m	rt3787_m:1	protStoichAsgnManual	Based on scRBA
DECOAI82e_x	FWD	rt3539	rt3539:1	protStoichAsgnAuto	 
DECOAR102d_x	FWD	rt4860	rt4860:1	protStoichAsgnAuto	 
DECOAR103e_x	FWD	rt4860	rt4860:1	protStoichAsgnAuto	 
DECOAR82e_x	FWD	rt4860	rt4860:1	protStoichAsgnAuto	 
DESAT18_2_rm	FWD	rt0477	rt0477:1	protStoichAsgnManual	
DGAT_l	FWD	rt8092_l	rt8092_l:1	protStoichAsgnAuto	 
DGAT_rm	FWD	rt8092_rm	rt8092_rm:1	protStoichAsgnAuto	 
DGDPt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DGDPt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto	
DGK1_c	FWD	rt3157	rt3157:1	protStoichAsgnAuto	 
DGK1_c	REV	rt3157	rt3157:1	protStoichAsgnManual	 
DGK1_c	FWD	rt3670	rt3670:1	protStoichAsgnAuto	 
DGK1_c	REV	rt3670	rt3670:1	protStoichAsgnManual	 
DGLCND3H_c	FWD	rt2544	rt2544:1	protStoichAsgnAuto	 
DGLCND3H_c	REV	rt2544	rt2544:1	protStoichAsgnAuto	 
DGLCND5H_c	FWD	rt2544	rt2544:1	protStoichAsgnAuto	 
DGLCND5H_c	REV	rt2544	rt2544:1	protStoichAsgnAuto	 
DGPP_vm	FWD	rt4719	rt4719:1	protStoichAsgnAuto	 
DGSNt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DHAD1_c	FWD	rt6258	rt6258:1	protStoichAsgnAuto	 
DHAD1_m	FWD	rt1321	rt1321:1	protStoichAsgnAuto	 
DHAD2_c	FWD	rt6258	rt6258:1	protStoichAsgnAuto	 
DHAD2_m	FWD	rt1321	rt1321:1	protStoichAsgnAuto	 
DHAK_c	FWD	rt3901	rt3901:1	protStoichAsgnAuto	 
DHAPAT_l	FWD	rt5001_l	rt5001_l:1	protStoichAsgnAuto	 
DHAPAT_rm	FWD	rt5001_rm	rt5001_rm:1	protStoichAsgnAuto	 
DHAPt_c_l	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DHAPt_c_l	REV	SPONT	zeroCost	protStoichAsgnAuto	
DHAPt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DHAPt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
DHAPt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DHAPt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
DHAPt_c_x	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	 
DHAPt_c_x	REV	UNKNOWN	zeroCost	protStoichAsgnManual	 
DHFRi_c	FWD	rt3791_c	rt3791_c:1	protStoichAsgnAuto	 
DHFRi_m	FWD	rt3791_m	rt3791_m:1	protStoichAsgnAuto	 
DHFS_1_c	FWD	rt2092	rt2092:1	protStoichAsgnAuto	 
DHFt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DHFt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
DHNPA2i_m	FWD	rt6009	rt6009:1	protStoichAsgnAuto	 
DHNPTt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DHNPTt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
DHORDfum_c	FWD	rt6498	rt6498:1	protStoichAsgnAuto	 
DHORTS_c	FWD	rt3923	rt3923:1	protStoichAsgnAuto	 
DHORTS_c	REV	rt3923	rt3923:1	protStoichAsgnAuto	 
DHPM2_c	FWD	rt3509	rt3509:1	protStoichAsgnAuto	 
DHPM2_c	REV	rt3509	rt3509:1	protStoichAsgnAuto	 
DHPPDA2_c	FWD	rt7138	rt7138:1	protStoichAsgnAuto	 
DHPTS_m	FWD	rt6009	rt6009:1	protStoichAsgnAuto	 
DHPTt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DHPTt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
DHQS_c	FWD	rt3937	rt3937:1	protStoichAsgnAuto	 
DHQS_c	FWD	rt5884	rt5884:2	protStoichAsgnAuto	 
DHQTi_c	FWD	rt2204	rt2204:12	protStoichAsgnAuto	 
DHQTi_c	FWD	rt5884	rt5884:2	protStoichAsgnAuto	 
DINt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DIPS_c	FWD	rt8137	rt8137:1	protStoichAsgnAuto	 
DKMEOX_c	FWD	rt7962_c	rt7962_c:1	protStoichAsgnAuto	 
DKMPPH_c	FWD	rt7962_DKMPPH_c	rt7962_DKMPPH_c:1	protStoichAsgnAuto	 
DM_5mta_c	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DM_gcald_c	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	 
DMATT_c	FWD	rt4576	rt4576:1	protStoichAsgnAuto	 
DNADt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DNADt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto	
DNMPPA_c	FWD	rt6247	rt6247:2	protStoichAsgnAuto	 
DNTP_c	FWD	rt4736	rt4736:1	protStoichAsgnAuto	 
DNTPPA_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	
DOCOSAt_c_e	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	 
DOCOSAt_c_e	REV	UNKNOWN	zeroCost	protStoichAsgnManual	 
DOCOSAt_c_l	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	 
DOCOSAt_c_l	REV	UNKNOWN	zeroCost	protStoichAsgnManual	 
DOCOSAt_c_rm	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	 
DOCOSAt_c_rm	REV	UNKNOWN	zeroCost	protStoichAsgnManual	 
DOCOSCOAt_c_en	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DOCOSCOAt_c_en	REV	SPONT	zeroCost	protStoichAsgnAuto	
DOCOSCOAt_c_l	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DOCOSCOAt_c_l	REV	SPONT	zeroCost	protStoichAsgnAuto	
DOCOSCOAt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DOCOSCOAt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
DOLDPP_c	FWD	rt5681	rt5681:1	protStoichAsgnAuto	 
DOLDPP_c	REV	rt5681	rt5681:1	protStoichAsgnAuto	 
DOLDPt_c_l	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	 
DOLDPt_c_l	REV	UNKNOWN	zeroCost	protStoichAsgnManual	 
DOLDPt_c_r	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	 
DOLDPt_c_r	REV	UNKNOWN	zeroCost	protStoichAsgnManual	 
DOLGLCPt_c_r	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	 
DOLGLCPt_c_r	REV	UNKNOWN	zeroCost	protStoichAsgnManual	 
DOLK_c	FWD	rt0544	rt0544:1	protStoichAsgnAuto	 
DOLPMMT_r	FWD	PMT12	"rt5472:1,rt0400:1"	protStoichAsgnManual	 
DOLPMMT_r	FWD	rt3753	rt3753:1	protStoichAsgnManual	 
DOLPMT_c	FWD	rt5116	rt5116:1	protStoichAsgnAuto	 
DOLPt_c_r	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DOLPt_c_r	REV	SPONT	zeroCost	protStoichAsgnAuto	
DPCOAK_c	FWD	rt2746	rt2746:1	protStoichAsgnAuto	 
DPGM_c	FWD	rt1542	rt1542:1	protStoichAsgnAuto	 
DPGM_c	REV	rt1542	rt1542:1	protStoichAsgnAuto	 
DPGT_c	FWD	rt3441	rt3441:1	protStoichAsgnAuto	 
DPGT_c	REV	rt3441	rt3441:1	protStoichAsgnAuto	 
DPMVD_c	FWD	rt3542	rt3542:1	protStoichAsgnAuto	 
DPR_c	FWD	rt5909	rt5909:1	protStoichAsgnAuto	 
DPR_c	FWD	rt8154	rt8154:1	protStoichAsgnAuto	 
DRAPPRy_c	FWD	rt8469	rt8469:1	protStoichAsgnAuto	 
DRBK_c	FWD	rt2501	rt2501:2	protStoichAsgnAuto	 
DTMPK_c	FWD	rt6884	rt6884:1	protStoichAsgnAuto	 
DTTPt_c	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DTTPt_c	REV	SPONT	zeroCost	protStoichAsgnAuto	
DUDPt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DUDPt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto	
DUMPt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto	
DUMPt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto	
DURIK1_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	
DURIt_c_e	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
DUTPDP_c	FWD	rt0031	rt0031:3	protStoichAsgnAuto	 
DUTPDP_c	FWD	rt5532	rt5532:2	protStoichAsgnAuto	 
DXHPSq9_c	FWD	rt1830	rt1830:1	protStoichAsgnAuto	 
E4HGLUt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
E4HGLUt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
E4HGLUt_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto	
E4HGLUt_c_x	REV	SPONT	zeroCost	protStoichAsgnAuto	
E4Pt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
E4Pt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
EAR100y_c	FWD	rt0302	rt0302:1	protStoichAsgnAuto	 
EAR120y_c	FWD	rt0302	rt0302:1	protStoichAsgnAuto	 
EAR140y_c	FWD	rt0302	rt0302:1	protStoichAsgnAuto	 
EAR160y_c	FWD	rt0302	rt0302:1	protStoichAsgnAuto	 
EAR180y_c	FWD	rt0302	rt0302:1	protStoichAsgnAuto	 
EAR40y_c	FWD	rt0302	rt0302:1	protStoichAsgnAuto	 
EAR40y_m	FWD	rt3469	rt3469:1	protStoichAsgnAuto	 
EAR60y_c	FWD	rt0302	rt0302:1	protStoichAsgnAuto	 
EAR60y_m	FWD	rt3469	rt3469:1	protStoichAsgnAuto	 
EAR80y_c	FWD	rt0302	rt0302:1	protStoichAsgnAuto	 
EAR80y_m	FWD	rt3469	rt3469:1	protStoichAsgnAuto	 
ECOAH100_m	FWD	rt6437	rt6437:1	protStoichAsgnAuto	 
ECOAH100_m	REV	rt6437	rt6437:1	protStoichAsgnAuto	 
ECOAH100_x	FWD	rt2994	rt2994:1	protStoichAsgnAuto	 
ECOAH100_x	FWD	rt8147	rt8147:1	protStoichAsgnAuto	 
ECOAH101e_x	FWD	rt2994	rt2994:1	protStoichAsgnAuto	 
ECOAH101e_x	FWD	rt8147	rt8147:1	protStoichAsgnAuto	 
ECOAH120_m	FWD	rt6437	rt6437:1	protStoichAsgnAuto	 
ECOAH120_m	REV	rt6437	rt6437:1	protStoichAsgnAuto	 
ECOAH120_x	FWD	rt2994	rt2994:1	protStoichAsgnAuto	 
ECOAH120_x	FWD	rt8147	rt8147:1	protStoichAsgnAuto	 
ECOAH121a_m	FWD	rt6437	rt6437:1	protStoichAsgnAuto	 
ECOAH121a_x	FWD	rt2994	rt2994:1	protStoichAsgnAuto	 
ECOAH121a_x	FWD	rt8147	rt8147:1	protStoichAsgnAuto	 
ECOAH121d_x	FWD	rt2994	rt2994:1	protStoichAsgnAuto	 
ECOAH121d_x	FWD	rt8147	rt8147:1	protStoichAsgnAuto	 
ECOAH122e_x	FWD	rt2994	rt2994:1	protStoichAsgnAuto	 
ECOAH122e_x	FWD	rt8147	rt8147:1	protStoichAsgnAuto	 
ECOAH140_m	FWD	rt6437	rt6437:1	protStoichAsgnAuto	 
ECOAH140_m	REV	rt6437	rt6437:1	protStoichAsgnAuto	 
ECOAH140_x	FWD	rt2994	rt2994:1	protStoichAsgnAuto	 
ECOAH140_x	FWD	rt8147	rt8147:1	protStoichAsgnAuto	 
ECOAH141b_m	FWD	rt6437	rt6437:1	protStoichAsgnAuto	 
ECOAH141b_x	FWD	rt2994	rt2994:1	protStoichAsgnAuto	 
ECOAH141b_x	FWD	rt8147	rt8147:1	protStoichAsgnAuto	 
ECOAH141c_m	FWD	rt6437	rt6437:1	protStoichAsgnAuto	 
ECOAH141c_x	FWD	rt2994	rt2994:1	protStoichAsgnAuto	 
ECOAH141c_x	FWD	rt8147	rt8147:1	protStoichAsgnAuto	 
ECOAH142_x	FWD	rt2994	rt2994:1	protStoichAsgnAuto	 
ECOAH142_x	FWD	rt8147	rt8147:1	protStoichAsgnAuto	 
ECOAH143_x	FWD	rt2994	rt2994:1	protStoichAsgnAuto	 
ECOAH143_x	FWD	rt8147	rt8147:1	protStoichAsgnAuto	 
ECOAH160_m	FWD	rt6437	rt6437:1	protStoichAsgnAuto	 
ECOAH160_m	REV	rt6437	rt6437:1	protStoichAsgnAuto	 
ECOAH160_x	FWD	rt2994	rt2994:1	protStoichAsgnAuto	 
ECOAH160_x	FWD	rt8147	rt8147:1	protStoichAsgnAuto	 
ECOAH161b_m	FWD	rt6437	rt6437:1	protStoichAsgnAuto	 
ECOAH161b_x	FWD	rt2994	rt2994:1	protStoichAsgnAuto	 
ECOAH161b_x	FWD	rt8147	rt8147:1	protStoichAsgnAuto	 
ECOAH161c_m	FWD	rt6437	rt6437:1	protStoichAsgnAuto	 
ECOAH161c_x	FWD	rt2994	rt2994:1	protStoichAsgnAuto	 
ECOAH161c_x	FWD	rt8147	rt8147:1	protStoichAsgnAuto	 
ECOAH162_x	FWD	rt2994	rt2994:1	protStoichAsgnAuto	 
ECOAH162_x	FWD	rt8147	rt8147:1	protStoichAsgnAuto	 
ECOAH163_x	FWD	rt2994	rt2994:1	protStoichAsgnAuto	 
ECOAH163_x	FWD	rt8147	rt8147:1	protStoichAsgnAuto	 
ECOAH180_m	FWD	rt6437	rt6437:1	protStoichAsgnAuto	 
ECOAH180_x	FWD	rt2994	rt2994:1	protStoichAsgnAuto	 
ECOAH180_x	FWD	rt8147	rt8147:1	protStoichAsgnAuto	 
ECOAH181a_m	FWD	rt6437	rt6437:1	protStoichAsgnAuto	 
ECOAH181a_x	FWD	rt2994	rt2994:1	protStoichAsgnAuto	 
ECOAH181a_x	FWD	rt8147	rt8147:1	protStoichAsgnAuto	 
ECOAH182_x	FWD	rt2994	rt2994:1	protStoichAsgnAuto	 
ECOAH182_x	FWD	rt8147	rt8147:1	protStoichAsgnAuto	 
ECOAH183_x	FWD	rt2994	rt2994:1	protStoichAsgnAuto	 
ECOAH183_x	FWD	rt8147	rt8147:1	protStoichAsgnAuto	 
ECOAH200_x	FWD	rt2994	rt2994:1	protStoichAsgnAuto	 
ECOAH200_x	FWD	rt8147	rt8147:1	protStoichAsgnAuto	 
ECOAH220_x	FWD	rt2994	rt2994:1	protStoichAsgnAuto	 
ECOAH220_x	FWD	rt8147	rt8147:1	protStoichAsgnAuto	 
ECOAH240_x	FWD	rt2994	rt2994:1	protStoichAsgnAuto	 
ECOAH240_x	FWD	rt8147	rt8147:1	protStoichAsgnAuto	 
ECOAH260_x	FWD	rt2994	rt2994:1	protStoichAsgnAuto	 
ECOAH260_x	FWD	rt8147	rt8147:1	protStoichAsgnAuto	 
ECOAH40_m	FWD	rt6437	rt6437:1	protStoichAsgnAuto	 
ECOAH40_m	REV	rt6437	rt6437:1	protStoichAsgnAuto	 
ECOAH40_x	FWD	rt2994	rt2994:1	protStoichAsgnAuto	 
ECOAH40_x	FWD	rt8147	rt8147:1	protStoichAsgnAuto	 
ECOAH60_m	FWD	rt6437	rt6437:1	protStoichAsgnAuto	 
ECOAH60_m	REV	rt6437	rt6437:1	protStoichAsgnAuto	 
ECOAH60_x	FWD	rt2994	rt2994:1	protStoichAsgnAuto	 
ECOAH60_x	FWD	rt8147	rt8147:1	protStoichAsgnAuto	 
ECOAH80_m	FWD	rt6437	rt6437:1	protStoichAsgnAuto	 
ECOAH80_m	REV	rt6437	rt6437:1	protStoichAsgnAuto	 
ECOAH80_x	FWD	rt2994	rt2994:1	protStoichAsgnAuto	 
ECOAH80_x	FWD	rt8147	rt8147:1	protStoichAsgnAuto	 
ECOAI101a_x	FWD	rt1925	rt1925:1	protStoichAsgnAuto	 
ECOAI101d_x	FWD	rt1925	rt1925:1	protStoichAsgnAuto	 
ECOAI102e_x	FWD	rt1925	rt1925:1	protStoichAsgnAuto	 
ECOAI121a_x	FWD	rt1925	rt1925:1	protStoichAsgnAuto	 
ECOAI121b_x	FWD	rt1925	rt1925:1	protStoichAsgnAuto	 
ECOAI122c_x	FWD	rt1925	rt1925:1	protStoichAsgnAuto	 
ECOAI122d_x	FWD	rt1925	rt1925:1	protStoichAsgnAuto	 
ECOAI123e_x	FWD	rt1925	rt1925:1	protStoichAsgnAuto	 
ECOAI141a_x	FWD	rt1925	rt1925:1	protStoichAsgnAuto	 
ECOAI142c_x	FWD	rt1925	rt1925:1	protStoichAsgnAuto	 
ECOAI81e_x	FWD	rt1925	rt1925:1	protStoichAsgnAuto	 
ECOAI82e_x	FWD	rt1925	rt1925:1	protStoichAsgnAuto	 
ECOAR122_x	FWD	rt4860	rt4860:1	protStoichAsgnAuto	 
ECOAR142_x	FWD	rt4860	rt4860:1	protStoichAsgnAuto	 
ECOAR200_rm	FWD	rt7873	rt7873:1	protStoichAsgnAuto	 
ECOAR220_rm	FWD	rt7873	rt7873:1	protStoichAsgnAuto	 
ECOAR240_rm	FWD	rt7873	rt7873:1	protStoichAsgnAuto	 
ECOAR260_rm	FWD	rt7873	rt7873:1	protStoichAsgnAuto	 
EGHLAT_c	FWD	rt0568_c	rt0568_c:2	protStoichAsgnAuto	 
EGHLAT_c	FWD	rt1784_c	rt1784_c:1	protStoichAsgnAuto	 
EGHLAT_m	FWD	rt5562_m	rt5562_m:1	protStoichAsgnAuto	 
EGHLAT_x	FWD	rt0568_x	rt0568_x:2	protStoichAsgnAuto	 
EGHLAT_x	FWD	rt5562_x	rt5562_x:1	protStoichAsgnAuto	 
ENO_c	FWD	rt0669	rt0669:1	protStoichAsgnAuto	 
ENO_c	REV	rt0669	rt0669:1	protStoichAsgnAuto	 
EPGALURS_e	FWD	rt2116	rt2116:1	protStoichAsgnAuto	 
EPISTt_c_e	FWD	rt6543	rt6543:1	protStoichAsgnAuto	 
EPISTt_c_e	REV	rt6543	rt6543:1	protStoichAsgnAuto	 
EPISTt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EPISTt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
EPISTt_l_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EPISTt_l_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
ERGSTESTt_c_rm	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	no scRBA match
ERGSTESTt_c_rm	REV	UNKNOWN	zeroCost	protStoichAsgnManual	no scRBA match
ERGSTESTt_l_rm	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	no scRBA match
ERGSTESTt_l_rm	REV	UNKNOWN	zeroCost	protStoichAsgnManual	no scRBA match
ERGSTGLCT_c	FWD	rt5466	rt5466:1	protStoichAsgnAuto	 
ERGSTt_c_e	FWD	rt6543	rt6543:1	protStoichAsgnAuto	 
ERGSTt_c_e	REV	rt6543	rt6543:1	protStoichAsgnAuto	 
ERGSTt_c_en	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ERGSTt_c_en	REV	SPONT	zeroCost	protStoichAsgnAuto	
ERGSTt_c_l	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ERGSTt_c_l	REV	SPONT	zeroCost	protStoichAsgnAuto	
ERGSTt_c_r	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ERGSTt_c_r	REV	SPONT	zeroCost	protStoichAsgnAuto	
ERGSTt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ERGSTt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
ERGTETROLt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ERGTETROLt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
ERGTETROLt_c_r	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ERGTETROLt_c_r	REV	SPONT	zeroCost	protStoichAsgnAuto	
ETACt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	 
ETFOXRq9_c	FWD	CIR1AIM45	"rt1518_c:1,rt1701_c:1"	protStoichAsgnManual	Heterodimer of an alpha and a beta subunit. | Heterodimer of an alpha and a beta subunit.
ETFOXRq9_m	FWD	CIR1AIM45	"rt1518_m:1,rt1701_m:1"	protStoichAsgnManual	Heterodimer of an alpha and a beta subunit. | Heterodimer of an alpha and a beta subunit.
ETFOXRq9_m	REV	CIR1AIM45	"rt1518_m:1,rt1701_m:1"	protStoichAsgnManual	Heterodimer of an alpha and a beta subunit. | Heterodimer of an alpha and a beta subunit.
ETHAK_c	FWD	rt7614	rt7614:1	protStoichAsgnAuto	 
ETHAPT_rm	FWD	rt2983	rt2983:1	protStoichAsgnAuto	 
ETHAt_c_e	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	 rt7623 appears to match it in GSM model but there are no good BLASTp results for its scRBA counterpart in RT
ETHAt_c_e	REV	UNKNOWN	zeroCost	protStoichAsgnManual	 rt7623 appears to match it in GSM model but there are no good BLASTp results for its scRBA counterpart in RT
ETNO2OX_c	FWD	rt3897	rt3897:1	protStoichAsgnAuto	 
ETOHt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ETOHt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
ETOHt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ETOHt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
EX_13BDglucan_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 
EX_14dmlanost_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_2mbac_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_2mbald_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 
EX_2mbtoh_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_2phetoh_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_3c3hmp_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 
EX_3mbald_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_3mop_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 
EX_4abut_e	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	no GPR in SC or RT
EX_4abz_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_5aop_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_5fthf_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_8aonn_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_abt__D_e	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	no scRBA match
EX_abt__L_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_ac_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_acald_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_ade_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	 
EX_adn_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	 
EX_akg_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_ala__L_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_alltn_e	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	 
EX_alltt_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_amet_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_arab__D_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_arab__L_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_arach_e	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	no scRBA match or GPR in RT
EX_arg__L_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_asn__L_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_asp__L_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_btd_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 
EX_btn_c	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	no GPR in SC or RT
EX_but_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_ca2_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_ca2_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
EX_caro_c	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	 
EX_cellb_e	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	 
EX_chol_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_cit_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_cl_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_cl_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
EX_co2_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_cobalt2_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_cobalt2_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
EX_crn_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 
EX_csn_e	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	no GPR in SC or RT
EX_cu2_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_cu2_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
EX_cys__L_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_cytd_e	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	no GPR in SC or RT
EX_dad_2_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 
EX_dad_2_e	REV	SPONT	zeroCost	protStoichAsgnManual	 
EX_dann_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_dca_e	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	no GPR in SC or RT
EX_dcyt_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_ddca_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
EX_dgsn_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 
EX_dgsn_e	REV	SPONT	zeroCost	protStoichAsgnManual	 
EX_din_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 
EX_docosa_e	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	no scRBA match or GPR in RT
