rxn_src	dir	enz	protein_stoich	status	comments
FECOSTt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
FECOSTt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
FECOSTt_l_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
FECOSTt_l_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
FECPOR_m	FWD	CCP1CYC7	"rt0434_m:1,rt4793:1"	protStoichAsgnManual	 
FECPOR_m	FWD	CCP1CYC7a	"rt0434_m:1,rt2443:1"	protStoichAsgnManual	 
FECRq9_m	FWD	FECRq9CPLX	"rtmCOB:2,rt1337:2,rt5246:2,rt0830:2,rt3250:2,rt7390:2,rt7313:2,rt4598:2,rt6863:2,rt5240:2"	protStoichAsgnManual	Used scRBA stoich. And found homologs wherever possible
FER_c	FWD	rt7329	rt7329:1	protStoichAsgnAuto	 
FKYNH_c	FWD	rt0172	rt0172:1	protStoichAsgnAuto	 
FKYNH_c	FWD	rt3408	rt3408:1	protStoichAsgnAuto	 
FKYNH_c	FWD	rt6420	rt6420:1	protStoichAsgnAuto	 
FMETTRS_m	FWD	rt3531	rt3531:1	protStoichAsgnAuto	 
FMNAT_m	FWD	rt3174_m	rt3174_m:1	protStoichAsgnAuto	 
FMNRx_c	FWD	rt8485	rt8485:2	protStoichAsgnManual	
FMNRx2_c	FWD	rt8485	rt8485:2	protStoichAsgnManual	
FOLD3_m	FWD	rt6009	rt6009:1	protStoichAsgnAuto	 
FOLR_c	FWD	rt3791_c	rt3791_c:1	protStoichAsgnAuto	 
FOLR_m	FWD	rt3791_m	rt3791_m:1	protStoichAsgnAuto	 
FOLt_c_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 
FOLt_c_e	REV	SPONT	zeroCost	protStoichAsgnManual	 
FORt_c_e	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	no good SC match from BLASTp
FORt_c_e	REV	UNKNOWN	zeroCost	protStoichAsgnManual	no good SC match from BLASTp
FORt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
FRD_c	FWD	rt3052	rt3052:1	protStoichAsgnAuto	 
FRDPt_c_l	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	no scRBA match or GPR in RT
FRDPt_c_l	REV	UNKNOWN	zeroCost	protStoichAsgnManual	no scRBA match or GPR in RT
FRDPt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
FRDPt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
FRMDAH_c	FWD	rt7438	rt7438:1	protStoichAsgnAuto	 
FRMDH_c	FWD	rt6471	rt6471:1	protStoichAsgnAuto	 
FRMDH_c	REV	rt6471	rt6471:1	protStoichAsgnAuto	 
FRTT_c	FWD	rt8135	rt8135:1	protStoichAsgnAuto	 
FRTT_l	FWD	rt4281	rt4281:1	protStoichAsgnAuto	 
FRUK_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	
FRUtps_e	FWD	rt1375	rt1375:1	protStoichAsgnAuto	 
FRUtps_e	FWD	rt1480	rt1480:1	protStoichAsgnAuto	 
FRUtps_e	FWD	rt2496	rt2496:1	protStoichAsgnAuto	 
FRUtps_e	FWD	rt2707	rt2707:1	protStoichAsgnAuto	 
FRUtps_e	FWD	rt2833	rt2833:1	protStoichAsgnAuto	 
FRUtps_e	FWD	rt3556	rt3556:1	protStoichAsgnAuto	 
FRUtps_e	FWD	rt7817	rt7817:1	protStoichAsgnAuto	 
FTHFCL_c	FWD	rt4194	rt4194:1	protStoichAsgnAuto	 
FTHFL_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	 
FTHFL_c	REV	UNKNOWN	zeroCost	protStoichAsgnAuto	 
FTHFL_m	FWD	rt6998	rt6998:2	protStoichAsgnAuto	 
FTHFL_m	REV	rt6998	rt6998:2	protStoichAsgnAuto	 
FUM_c	FWD	rt5633_c	rt5633_c:1	protStoichAsgnAuto	 
FUM_c	REV	rt5633_c	rt5633_c:1	protStoichAsgnAuto	 
FUM_m	FWD	rt5633_m	rt5633_m:1	protStoichAsgnAuto	 
FUM_m	REV	rt5633_m	rt5633_m:1	protStoichAsgnAuto	 
FUMACACH_c	FWD	rt3594	rt3594:1	protStoichAsgnAuto	 
FUMACACH_c	REV	rt3594	rt3594:1	protStoichAsgnAuto	 
FUMACACH_m	FWD	rt3874	rt3874:1	protStoichAsgnAuto	 
FUMACACH_m	FWD	rt7056	rt7056:1	protStoichAsgnAuto	 
FUMACACH_m	FWD	rt7624	rt7624:1	protStoichAsgnAuto	 
FUMt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
FUMt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
G00006t_c_r	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	no scRBA match or GPR in RT
G00006t_c_r	REV	UNKNOWN	zeroCost	protStoichAsgnManual	no scRBA match or GPR in RT
G00011t_g_r	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	no scRBA match or GPR in RT
G00011t_g_r	REV	UNKNOWN	zeroCost	protStoichAsgnManual	no scRBA match or GPR in RT
G13027t_g_r	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	no scRBA match or GPR in RT
G13027t_g_r	REV	UNKNOWN	zeroCost	protStoichAsgnManual	no scRBA match or GPR in RT
G3PAT_l	FWD	rt2297_l	rt2297_l:1	protStoichAsgnAuto	 
G3PAT_rm	FWD	rt2297_rm	rt2297_rm:1	protStoichAsgnManual	Stoich. From scRBA
G3PAT_rm	FWD	rt7067	rt7067:1	protStoichAsgnManual	Stoich. From scRBA
G3PCt_c_e	FWD	rt4413	rt4413:1	protStoichAsgnAuto	 
G3PCt_c_e	REV	rt4413	rt4413:1	protStoichAsgnAuto	 
G3PCt_c_en	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
G3PCt_c_en	REV	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
G3PCt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
G3PCt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
G3PD1i_m	FWD	rt6208_m	rt6208_m:1	protStoichAsgnAuto	 
G3PD1i_x	FWD	rt3786_x	rt3786_x:1	protStoichAsgnAuto	 
G3PD1r_c	FWD	rt3786_c	rt3786_c:1	protStoichAsgnAuto	 
G3PD1r_c	REV	rt3786_c	rt3786_c:1	protStoichAsgnManual	 
G3PD1r_c	FWD	rt6208_c	rt6208_c:1	protStoichAsgnAuto	 
G3PD1r_c	REV	rt6208_c	rt6208_c:1	protStoichAsgnManual	 
G3PDf_m	FWD	rt2671	rt2671:1	protStoichAsgnAuto	 
G3PIt_c_e	FWD	rt4413	rt4413:1	protStoichAsgnAuto	 
G3PIt_c_e	REV	rt4413	rt4413:1	protStoichAsgnAuto	 
G3PIt_c_en	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
G3PIt_c_en	REV	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
G3PT_c	FWD	rt0092	rt0092:1	protStoichAsgnAuto	 
G5SADr_c	FWD	SPONT	zeroCost	protStoichAsgnAuto	 
G5SADr_c	REV	SPONT	zeroCost	protStoichAsgnAuto	 
G5SADr_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	 
G5SADr_m	REV	SPONT	zeroCost	protStoichAsgnAuto	 
G5SDy_c	FWD	rt7905	rt7905:1	protStoichAsgnAuto	 
G6PDA_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	
G6PDH2i_c	FWD	rt1632	rt1632:1	protStoichAsgnAuto	 
G6PE_c	FWD	rt8255	rt8255:1	protStoichAsgnAuto	 
G6PE_c	REV	rt8255	rt8255:1	protStoichAsgnAuto	 
GALKi_c	FWD	rt5622	rt5622:1	protStoichAsgnAuto	 
GALOX_e	FWD	rt0174	rt0174:1	protStoichAsgnAuto	 
GALT_c	FWD	rt2964	rt2964:1	protStoichAsgnAuto	 
GALtps_e	FWD	rt2336	rt2336:1	protStoichAsgnAuto	 
GALtps_e	FWD	rt2833	rt2833:1	protStoichAsgnAuto	 
GALtps_e	FWD	rt3556	rt3556:1	protStoichAsgnAuto	 
GALtps_e	FWD	rt7817	rt7817:1	protStoichAsgnAuto	 
GALUi_c	FWD	rt3384	rt3384:1	protStoichAsgnAuto	 
GALUi_c	REV	rt3384	rt3384:1	protStoichAsgnAuto	 
GAM6Pt_c	FWD	SPONT	zeroCost	protStoichAsgnAuto	
GAM6Pt_c	REV	SPONT	zeroCost	protStoichAsgnAuto	
GAPD_c	FWD	rt2245	rt2245:4	protStoichAsgnAuto	 
GAPD_c	REV	rt2245	rt2245:4	protStoichAsgnManual	 
GAPD_c	FWD	rt3311	rt3311:4	protStoichAsgnAuto	 
GAPD_c	REV	rt3311	rt3311:4	protStoichAsgnManual	 
GARFT_c	FWD	rt5227	rt5227:1	protStoichAsgnAuto	 
GBBOX_c	FWD	rt6692_c	rt6692_c:1	protStoichAsgnAuto	 
GCALDt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
GCALDt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
GCALDt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
GCALDt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
GDPMANNt_c_g	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
GDPMANNt_c_g	REV	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
GDPMANt_c_g	FWD	rt4177	rt4177:1	protStoichAsgnAuto	 
GDPt_c_g	FWD	SPONT	zeroCost	protStoichAsgnAuto	
GDPt_c_g	REV	SPONT	zeroCost	protStoichAsgnAuto	
GDPt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto	
GDPt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto	
GENERIC_ca2metal2_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_ca2metal2_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_cobalt2metal2_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_cobalt2metal2_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_cu2metal2_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_cu2metal2_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_fe2feCATION_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_fe2feCATION_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_fe2feCATION_m	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_fe2metal2_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_fe2metal2_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_fe2metal2_m	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_fe3feCATION_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_fe3feCATION_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_hCATION1_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_hCATION1_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_hCATION1_en	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_hCATION1_g	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_hCATION1_gm	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_hCATION1_l	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_hCATION1_m	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_hCATION1_mm	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_hCATION1_n	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_hCATION1_r	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_hCATION1_rm	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_hCATION1_v	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_hCATION1_vm	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_hCATION1_x	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_hemeAheme_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_hemeAheme_m	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_hemeOheme_m	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_kCATION1_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_kCATION1_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_kCATION1_m	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_mg2metal2_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_mg2metal2_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_mg2mg2ormn2_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_mg2mg2ormn2_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_mn2metal2_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_mn2metal2_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_mn2mg2ormn2_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_mn2mg2ormn2_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_na1CATION1_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_na1CATION1_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_ni2metal2_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_ni2metal2_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_phemeheme_m	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_shemeheme_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_zn2metal2_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GENERIC_zn2metal2_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GF6PTA_c	FWD	rt3731	rt3731:1	protStoichAsgnManual	Removed rt3730 due to lack of evidence
GGTT_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	
GGTT_l	FWD	rt4281	rt4281:1	protStoichAsgnAuto	 
GHMT2r_c	FWD	rt1299	rt1299:1	protStoichAsgnAuto	 
GHMT2r_c	REV	rt1299	rt1299:1	protStoichAsgnAuto	 
GHMT2r_m	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	 
GHMT2r_m	REV	UNKNOWN	zeroCost	protStoichAsgnAuto	 
GHMT3_m	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	no scRBA match or GPR in RT
GK1_c	FWD	rt3157	rt3157:1	protStoichAsgnAuto	 
GK1_c	FWD	rt3670	rt3670:1	protStoichAsgnAuto	 
GK2_c	FWD	rt3157	rt3157:1	protStoichAsgnAuto	 
GK2_c	REV	rt3157	rt3157:1	protStoichAsgnAuto	 
GLCDx_c	FWD	rt0298	rt0298:1	protStoichAsgnAuto	 
GLCDx_c	REV	rt0298	rt0298:1	protStoichAsgnManual	 
GLCDx_c	FWD	rt5828	rt5828:1	protStoichAsgnAuto	 
GLCDx_c	REV	rt5828	rt5828:1	protStoichAsgnManual	 
GLCGSD_c	FWD	rt4271	rt4271:1	protStoichAsgnManual	 
GLCGSD_v	FWD	rt6375	rt6375:1	protStoichAsgnAuto	 
GLCNtps_e	FWD	rt0518	rt0518:1	protStoichAsgnAuto	 
GLCNtps_e	REV	rt0518	rt0518:1	protStoichAsgnAuto	 
GLCP_c	FWD	rt5888	rt5888:1	protStoichAsgnAuto	 
GLCt_c_e	FWD	rt1375	rt1375:1	protStoichAsgnAuto	 
GLCt_c_e	FWD	rt1473	rt1473:1	protStoichAsgnAuto	 
GLCt_c_e	FWD	rt1480	rt1480:1	protStoichAsgnAuto	 
GLCt_c_e	FWD	rt2336	rt2336:1	protStoichAsgnAuto	 
GLCt_c_e	FWD	rt2496	rt2496:1	protStoichAsgnAuto	 
GLCt_c_e	FWD	rt2707	rt2707:1	protStoichAsgnAuto	 
GLCt_c_e	FWD	rt2833	rt2833:1	protStoichAsgnAuto	 
GLCt_c_e	FWD	rt3556	rt3556:1	protStoichAsgnAuto	 
GLCt_c_e	FWD	rt4674	rt4674:1	protStoichAsgnAuto	 
GLCt_c_e	FWD	rt7817	rt7817:1	protStoichAsgnAuto	 
GLCt_c_r	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	no scRBA match or GPR in RT
GLCt_c_r	REV	UNKNOWN	zeroCost	protStoichAsgnManual	no scRBA match or GPR in RT
GLCt_c_v	FWD	rt7394	rt7394:1	protStoichAsgnAuto	 
GLCt_c_v	REV	rt7394	rt7394:1	protStoichAsgnAuto	 
GLCtps_e	FWD	rt3525	rt3525:1	protStoichAsgnAuto	 
GLCtps_e	REV	rt3525	rt3525:1	protStoichAsgnAuto	 
GLNS_c	FWD	rt3476	rt3476:8	protStoichAsgnAuto	 
GLNt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto	
GLNt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto	
GLNtpa_v	FWD	rt7819	rt7819:1	protStoichAsgnAuto	 
GLNtps_v	FWD	rt4375	rt4375:1	protStoichAsgnAuto	 
GLNTRS_c	FWD	rt5012	rt5012:1	protStoichAsgnAuto	 
GLU5K_c	FWD	rt6820	rt6820:1	protStoichAsgnAuto	 
GLUCYS_c	FWD	rt3639	rt3639:1	protStoichAsgnAuto	 
GLUCYS_c	FWD	rt3654	rt3654:1	protStoichAsgnAuto	 
GLUDC_c	FWD	rt1066	rt1066:1	protStoichAsgnAuto	 
GLUDC_c	FWD	rt1067	rt1067:1	protStoichAsgnAuto	 
GLUDC_c	FWD	rt2354	rt2354:1	protStoichAsgnAuto	 
GLUDxi_c	FWD	rt1488	rt1488:1	protStoichAsgnAuto	 
GLUDy_c	FWD	rt3880	rt3880:6	protStoichAsgnAuto	 
GLUN_c	FWD	rt5611	rt5611:1	protStoichAsgnAuto	 
GLUN_e	FWD	rt1675	rt1675:1	protStoichAsgnAuto	 
GLUN_e	FWD	rt5259	rt5259:1	protStoichAsgnAuto	 
GLUPRT_c	FWD	rt6932	rt6932:1	protStoichAsgnAuto	 
GLUR_c	FWD	rt4701	rt4701:1	protStoichAsgnAuto	 
GLUR_c	REV	rt4701	rt4701:1	protStoichAsgnAuto	 
GLUSx_c	FWD	rt7345	rt7345:1	protStoichAsgnAuto	 
GLUt_c_m	FWD	rt4150	rt4150:1	protStoichAsgnAuto	 
GLUt_c_m	FWD	rt8431	rt8431:1	protStoichAsgnAuto	 
GLUt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto	
GLUt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto	
GLUTCOADH_m	FWD	rt3621	rt3621:1	protStoichAsgnAuto	 
GLUTCOADH_m	REV	rt3621	rt3621:1	protStoichAsgnAuto	 
GLUtps_e	FWD	rt0594	rt0594:1	protStoichAsgnAuto	 
GLUtps_e	REV	rt0594	rt0594:1	protStoichAsgnManual	 
GLUtps_e	FWD	rt5861	rt5861:1	protStoichAsgnAuto	 
GLUtps_e	REV	rt5861	rt5861:1	protStoichAsgnManual	 
GLUtps_v	FWD	rt0398	rt0398:1	protStoichAsgnAuto	 
GLUTRS_c	FWD	rt2385	rt2385:1	protStoichAsgnAuto	 
GLUTRS_m	FWD	rt6197	rt6197:1	protStoichAsgnAuto	 
GLXt_c_e	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
GLXt_c_e	REV	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
GLXt_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto	
GLXt_c_x	REV	SPONT	zeroCost	protStoichAsgnAuto	
GLYAT_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	
GLYC3Pt_c_l	FWD	SPONT	zeroCost	protStoichAsgnAuto	
GLYC3Pt_c_l	REV	SPONT	zeroCost	protStoichAsgnAuto	
GLYC3Pt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
GLYC3Pt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
GLYC3Pt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
GLYC3Pt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
GLYC3Pt_c_x	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
GLYC3Pt_c_x	REV	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
GLYC3Pt_m_mm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
GLYC3Pt_m_mm	REV	SPONT	zeroCost	protStoichAsgnAuto	
GLYCDy_c	FWD	rt3388	rt3388:1	protStoichAsgnAuto	 
GLYCK_c	FWD	rt1670	rt1670:1	protStoichAsgnAuto	 
GLYCL_m	FWD	GCV123LPD1	"rt6816:1,rt4530:1,rt1672:1,rt1837:1"	protStoichAsgnManual	"Component of the glycine decarboxylase complex (GDC), which is composed of four proteins: P, T, L and H. | Component of the glycine decarboxylase complex (GDC), which is composed of four proteins: P, T, L and H. | LPD1 is a homodimer. Eukaryotic pyruvate dehydrogenase (PDH) complexes are organized as a core consisting of the oligomeric dihydrolipoamide acetyl-transferase (E2), around which are arranged multiple copies of pyruvate dehydrogenase (E1), dihydrolipoamide dehydrogenase (E3) and protein X (E3BP) bound by non-covalent bonds. LPD1 is a component of the glycine decarboxylase complex (GDC), which is composed of four proteins: P, T, L and H. | Component of the glycine decarboxylase complex (GDC), which is composed of four proteins: P, T, L and H."
GLYCL_m	REV	GCV123LPD1	"rt6816:1,rt4530:1,rt1672:1,rt1837:1"	protStoichAsgnManual	"Component of the glycine decarboxylase complex (GDC), which is composed of four proteins: P, T, L and H. | Component of the glycine decarboxylase complex (GDC), which is composed of four proteins: P, T, L and H. | LPD1 is a homodimer. Eukaryotic pyruvate dehydrogenase (PDH) complexes are organized as a core consisting of the oligomeric dihydrolipoamide acetyl-transferase (E2), around which are arranged multiple copies of pyruvate dehydrogenase (E1), dihydrolipoamide dehydrogenase (E3) and protein X (E3BP) bound by non-covalent bonds. LPD1 is a component of the glycine decarboxylase complex (GDC), which is composed of four proteins: P, T, L and H. | Component of the glycine decarboxylase complex (GDC), which is composed of four proteins: P, T, L and H."
GLYCOGENt_c_v	FWD	SPONT	zeroCost	protStoichAsgnManual	 
GLYCt_c_l	FWD	SPONT	zeroCost	protStoichAsgnAuto	
GLYCt_c_l	REV	SPONT	zeroCost	protStoichAsgnAuto	
GLYCt_c_m	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
GLYCtps_e	FWD	rt2336	rt2336:1	protStoichAsgnAuto	 
GLYCtps_e	REV	rt2336	rt2336:1	protStoichAsgnAuto	 
GLYGS_c	FWD	rt12285634	"rt1228:1,rt5634:1"	protStoichAsgnManual	 
GLYK_c	FWD	rt2654	rt2654:1	protStoichAsgnAuto	 
GLYOX_c	FWD	rt4673	rt4673:1	protStoichAsgnAuto	 
GLYOX_m	FWD	rt5195	rt5195:1	protStoichAsgnAuto	 
GLYt_c_m	FWD	rt0066	rt0066:1	protStoichAsgnAuto	 
GLYt_c_m	REV	rt0066	rt0066:1	protStoichAsgnManual	 
GLYt_c_m	FWD	rt4150	rt4150:1	protStoichAsgnAuto	 
GLYt_c_m	REV	rt4150	rt4150:1	protStoichAsgnManual	 
GLYtps_e	FWD	rt0594	rt0594:1	protStoichAsgnAuto	 
GLYtps_e	REV	rt0594	rt0594:1	protStoichAsgnManual	 
GLYtps_e	FWD	rt4390	rt4390:1	protStoichAsgnAuto	 
GLYtps_e	REV	rt4390	rt4390:1	protStoichAsgnManual	 
GLYtps_e	FWD	rt5861	rt5861:1	protStoichAsgnAuto	 
GLYtps_e	REV	rt5861	rt5861:1	protStoichAsgnManual	 
GLYTRS_c	FWD	rt7136	rt7136:1	protStoichAsgnAuto	 
GMAND_c	FWD	rt2621	rt2621:1	protStoichAsgnAuto	 
GMAND_c	FWD	rt3255	rt3255:1	protStoichAsgnAuto	 
GMPS2_c	FWD	rt7388	rt7388:1	protStoichAsgnAuto	 
GND_c	FWD	rt2224	rt2224:1	protStoichAsgnAuto	 
GND_c	FWD	rt6799	rt6799:2	protStoichAsgnAuto	 
GNK_c	FWD	rt8291	rt8291:1	protStoichAsgnAuto	 
GPIA1_c	FWD	GPIA1CPLX1	"rt3458:1,rt5371:1,rt6785:1"	protStoichAsgnManual	"Only found info on which subunits are used - assume each is used once: https://www.ebi.ac.uk/interpro/entry/InterPro/IPR007720/ (also, iRhto1108's GPR suggests 6785 is optional but InterPro suggests rt5395 is since it's not GPI1/2/3; went with InterPro instead since I couldn't find support for this GPR)"
GPIA1_c	FWD	GPIA1CPLX2	"rt3458:1,rt5371:1,rt5395:1,rt6785:1"	protStoichAsgnManual	"Only found info on which subunits are used - assume each is used once: https://www.ebi.ac.uk/interpro/entry/InterPro/IPR007720/ (also, iRhto1108's GPR suggests 6785 is optional but InterPro suggests rt5395 is since it's not GPI1/2/3; went with InterPro instead since I couldn't find support for this GPR)"
GPIA10a_r	FWD	rt0563	rt0563:1	protStoichAsgnAuto	 
GPIA10a_r	FWD	rt5724	rt5724:1	protStoichAsgnAuto	 
GPIA2_c	FWD	rt1519	rt1519:1	protStoichAsgnAuto	 
GPIA3_c_r	FWD	rt3333	rt3333:1	protStoichAsgnAuto	 
GPIA4_r	FWD	rt3077	rt3077:1	protStoichAsgnAuto	 
GPIA5_r	FWD	GPI14	rt1537:2	protStoichAsgnManual	Used scRBA stoich. While accounting for different GPR via homo/heterodimer options
GPIA5_r	FWD	MCD4GPI14	"rt1537:1,rt8421:1"	protStoichAsgnManual	Used scRBA stoich. While accounting for different GPR via homo/heterodimer options
GPIA6_r	FWD	rt3077	rt3077:1	protStoichAsgnAuto	 
GPIA7_r	FWD	rt4593	rt4593:1	protStoichAsgnAuto	 
GPIA8a_r	FWD	rt0237	rt0237:1	protStoichAsgnAuto	 
GPIA8b_r	FWD	rt0563	rt0563:1	protStoichAsgnAuto	 
GPIA8b_r	FWD	rt4069	rt4069:1	protStoichAsgnAuto	 
GPIA9a_r	FWD	rt4069	rt4069:1	protStoichAsgnAuto	 
GRTT_c	FWD	rt4576	rt4576:1	protStoichAsgnAuto	 
GSNK_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	
GSNt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
GSNt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
GTHO_c	FWD	GLR1GRX1	"rt8483:1,rt7114_c:1"	protStoichAsgnManual	 
GTHO_c	FWD	GLR1GRX2	"rt8181:1,rt7114_c:1"	protStoichAsgnManual	 
GTHO_c	FWD	GLR1GRX3	"rt0422_c:2,rt7114_c:1"	protStoichAsgnManual	Homodimer. Heterodimer with FRA2.
GTHO_m	FWD	GLR1GRX5	"rt0882:2,rt7114_m:1"	protStoichAsgnManual	Homodimer (By similarity). Interacts with SSQ1 (PubMed:23615440). Interacts with BOL1 (PubMed:27532773).
