,minimum,maximum
UAGDP_c,0.0071664,0.0071664
UDPG4E_c,0.0,0.0
UGLT_c,0.0,0.0
UMPK_c,0.014117299999999989,157.74643238761664
UMPK_n,0.0,0.0
UPPRT_c,0.0,78.86615754380844
UREASE_c,0.0,157.73231508761668
URIK1_c,0.0,157.73231508761677
URIK2_c,0.0,157.73231508761677
URIDK2i_c,0.0,78.86615754380838
URIDK2_n,0.0,78.86615754380838
UPPDC1_c,1e-05,1e-05
UPP3MT_2_c,0.0,0.0
UPP3S_c,1e-05,1e-05
GALUi_c,0.1264577,157.85877278761683
VALTA_c,0.0316673,4.3202725711852175
VALTA_m,-4.349251571185118,-0.0606463
VALTRS_c,0.028979,0.028979
VALTRS_m,0.0,0.0
XPPT_c,0.0,0.007317399999999995
XYLK_c,0.0,0.0
YUMPS_c,0.0,0.0
MEVt_c_e,-3.0470778986966587,0.0
BTDt_c_e,0.0,4.3534814726293956
2MBACt_c_e,0.0,0.0
2OXOADPt_c_m,0.025974300000000002,2.9484275464012204
4ABUTtps_e,0.0,0.0
5AOPtps_e,0.0,0.0
5FTHFt_c_e,0.0,0.0
ETACt_c_e,0.0,0.0
ADEtps_e,0.0,0.0
ADNtps_e,0.0,0.0
ADPATPt_c_m,-1.5879719477219216,154.55574573760777
ADPATPt_c_x,0.0,0.0
AKGCITta_m,0.0,999.7816591
ALLTTt_c,0.0,0.0
ALLTNt_c,0.0,0.0
NH4t_c_e,0.6457947000000273,52.28800119304313
AMPATPt_c_x,0.0,78.86615754380568
ASPGLUt_c_m,0.0,50.26172496253252
CRNACRNt_c_m,0.0,50.40691746253437
CHOLtps_e,0.0,0.0
CITMALta_m,-999.7816591,50.261724962535915
CITt3_m,0.0,0.0
CITICITta_m,0.0,24.771204158916284
COAt_c_m,0.0,0.0
CTPt2_m,0.0,47.79767123867157
CTPCMPt_c_m,0.0,43.81453196878226
CYTDtps_e,0.0,0.0
CSNtps_e,0.0,0.0
GALtps_e,0.0,0.0
LACDtps_c,-7.397966118724334,0.0
LACtps_m,0.0,17.381121589927947
LACPYRt_c_m,-17.38112158992719,29.404604244303833
ETHAt_c_e,0.0,0.0
FADH2t_c_m,0.0,0.0
FOLt_c_e,0.0,0.0
GDPMANt_c_g,0.0,0.0
GLCt_c_e,1.1228385659093978,5.0
GTHRDt_c_e,0.0,0.0
GTHRDt_c_v,-157.73231508760702,0.0
G3PIt_c_e,0.0,0.0
G3PCt_c_e,-1.7859239958433861,0.0
GLYCtps_e,-6.501961614773445,0.0
GLYtps_e,-12.910551623260249,0.0
GLYCOGENt_c_v,0.0,78.86615754380838
GTPGDPtp_m,0.0,119.7413342374212
GUAtps_e,0.0,0.0
INOSTtps_e,0.0,0.0
FE2t_c_e,7.64e-05,7.64e-05
FE2t_c_m,1e-05,1e-05
IAMACt_c_e,0.0,0.0
IBUTACt_c_e,0.0,0.0
IPDPt_c_m,0.0,0.0
ALAtps_e,-7.180246423219043,0.0
ARGtps_e,-3.3890949196670315,0.0
ASNtpa_v,0.0,0.0
ASNtps_v,0.0,0.0
ASPtps_v,0.0,0.0
ASPtps_e,-6.455275811630438,0.0
CYStps_e,-4.351525859240369,0.0
CYSItps_v,0.0,0.0
GLUt_c_m,0.0,15.67383461924187
GLUtps_v,0.0,0.0
GLUtps_e,-4.5692477238666065,0.0
GLNtpa_v,0.0,0.0
GLNtps_v,0.0,0.0
HIStpa_v,0.0,0.0
ILEt_c_v,0.0,0.0
ILEtpa_v,0.0,0.0
ILEtps_v,0.0,0.0
LACt_c_m,0.0,0.0
LACLtps_c,0.0,0.0
LEUt_c_v,0.0,0.0
LEUtpa_v,0.0,0.0
LEUtps_v,0.0,0.0
LYStpa_v,0.0,0.0
LYStps_e,-2.9224532464010333,0.0
METtps_e,-2.759151879593758,0.0
PHEtps_e,-2.2321095776961024,0.0
PROtps_e,-3.866286535579576,0.0
SERtps_e,-8.534357206797841,0.0
TYRt_c_v,0.0,0.0
TYRtpa_v,0.0,0.0
TYRtps_v,0.0,0.0
VALtps_e,-3.9361815209549262,0.0
MALt2_m,0.0,14.53302708597297
MALTtps_e,0.0,0.0
NFORTYR2t_c_e,0.0,0.0
NADt_c_m,0.0,0.0
NADt1_m,0.0,0.0
NADt2_m,0.0,0.0
NADt3_m,0.0,0.0
NACt_c_e,0.0,0.0
ORNtpa_m,0.015270400000000003,11.326150889089888
ORNtps_e,-3.593371490181068,0.0
OAAtps_m,0.0,17.381121589927638
PNTOtps_e,-1.8202277543892278,0.0
PENDPt_c_m,0.0,0.0
PHEACt_c_e,0.0,0.0
PItps_e,0.05384220000001605,5.986756551724081
PItps_m,0.0,161.50187179343797
PTRCtpa_e,-3.59337149018106,0.0
PTRCtpa_v,0.0,0.0
PYRtps_e,-8.607034415507304,0.0
AMETt_c_m,0.0,0.0
NAtpa_c,0.0,0.0
SPMDtpa_e,-1.9898608497335848,0.0
SPMDtpa_v,0.0,0.0
SPRMtpa_e,-1.3308510478128905,0.0
SPRMtpa_v,0.0,0.0
SUCCt2_m,0.0,12.58308871563372
SUCFUMt_c_m,0.0,24.79639983309687
SO4t_c_e,0.008212799999999998,24.96871370455822
SO3t_c_e,0.0,24.960500904558216
TAURt_c_e,0.0,0.0
UDPGALt_c_g,0.0,0.0
URAtps_e,0.0,0.0
UREAtps_e,-25.821103246521872,0.0
URItps_e,0.0,0.0
UTPt_c_m,0.0,0.0
UTPUMPtp_m,0.0,0.0
H2Ot_c_e,-53.439185420074956,1.1285827192315794
EX_13BDglucan_e,0.0,0.0
13BDGLUCANt_c_en,0.1001123,0.1001123
EX_crn_e,0.0,0.0
EX_lac__D_e,0.0,7.397966118724598
EX_mev__R_e,0.0,3.047077898696659
EX_pnto__R_e,0.0,1.8202277543892342
EX_btd_e,0.0,4.353481472629284
EX_3mop_e,0.0,3.1663993458585122
EX_lac__L_e,0.0,0.0
EX_mal__L_e,0.0,6.455275811630502
EX_g3pi_e,0.0,0.0
MI13456Pt_c_n,0.0,0.0
MI1Pt_c_r,0.0,0.0
EX_dad_2_e,0.0,0.0
EX_dgsn_e,0.0,0.0
EX_din_e,0.0,0.0
EX_duri_e,0.0,0.0
2DDA7Pt_c_m,0.0,0.0
2DHPt_c_m,-1.8202377543892343,-9.9999999998851e-06
EX_3c3hmp_e,0.0,2.977797683008638
3C3HMPt_c_e,0.0,2.977797683008638
3C3HMPt_c_m,0.0,0.0
2MBTOHt_c_e,0.0,3.046550771072042
2MBTOHt_c_m,-3.046550771072056,0.0
EX_2mbald_e,0.0,3.229930632894202
2MBALDt_c_e,0.0,3.229930632894202
2MBALDt_c_m,0.0,3.0465507710720607
EX_2mbtoh_e,0.0,3.0465507710720607
EX_2mbac_e,0.0,0.0
IBTALDt_c_e,0.0,4.288605271185122
IBTALDt_c_m,0.0,4.002479928976802
2OBUTt_c_m,0.0,3.1892386011692646
EX_akg_e,0.0,5.026172496253497
AKGt_c_n,0.0,0.0
AKGt_c_e,-5.026172496253479,0.0
EX_2phetoh_e,0.0,0.0
2PHETOHt_c_e,0.0,0.0
2PHETOHt_c_m,0.0,0.0
3C4MOPt_c_m,0.0,0.0
3MOPt_c_e,-3.166399345858508,0.0
EX_3mbald_e,0.0,0.0
3MBALDt_c_e,0.0,0.0
3MBALDt_c_m,0.0,0.0
3HXPHBt_c_m,0.0,0.0
AHMMPS4_c,1e-05,1e-05
EX_4abz_e,0.0,2.8971155139768183
4ABZt_c_e,0.0,2.8971155139768183
4ABZt_c_m,1.0000000000003062e-05,1.0000000000003062e-05
4ABUTNt_c_m,0.0,0.0
4ABUTt_c_m,0.0,0.0
4H2OGLTt_c_m,0.0,0.0
4H2OGLTt_c_x,0.0,0.0
4HBZt_c_m,0.0,0.0
NTD7pp_c,0.0,157.7323150876131
NTD6pp_c,0.0,0.0
NTD3pp_c,0.0,1.9322043055133522
NTD8_c,0.0,0.0
NTD5_c,0.0,157.73231508761342
NTD1pp_c,0.0,157.73231508761342
NTD10pp_c,0.0,0.0
EX_5aop_e,0.0,0.0
5AOPt_c_m,-8e-05,-8e-05
EX_5fthf_e,0.0,0.0
EX_dann_e,0.0,0.0
DANNt_c_e,0.0,0.0
EX_8aonn_e,0.0,0.0
EX_xan_e,0.0,5.164220649304404
EX_acald_e,0.0,9.23572587715685
ACALDt_c_m,0.0,0.0
ACALDt_c_e,-9.235725877156847,0.0
EX_ac_e,0.0,11.43509111024504
ACt_c_n,0.0,0.0
ACCOAt_c_n,0.0,0.0
ACRNt_c_x,0.0,23.458947863594954
EX_ade_e,0.0,0.0
ADEt_c_m,0.0,0.0
EX_pap_e,0.0,2.071102866908242
PAPt_c_m,0.0,0.0
EX_adn_e,0.0,0.0
ADPt_c_n,-157.73231508761228,0.0
ADPt_c_r,-157.73231508761214,0.0
AKGt_c_x,0.0,0.0
EX_alltt_e,0.0,0.0
EX_alltn_e,0.0,0.0
EX_tre_e,0.0,1.8740682919972935
EX_gam6p_e,0.0,3.615897186510479
EX_nh4_e,-52.288001193043755,-0.645794700000005
AMPt_c_n,0.0,0.0
ARGtps_m,0.0,0.0
ASNt_c_m,0.0,0.0
ASPGLUt_c_x,0.0,0.0
ATPt_c_n,0.0,157.73231508761288
ATPt_c_r,0.0,157.7323150876129
EX_hco3_e,0.0,0.0
HCO3E_m,0.0,0.0
HCO3E_n,0.0,0.0
HCO3E_c,0.24053727673899988,158.52320446225764
HCO3E_e,0.0,0.0
HCO3t_c_n,0.0,0.0
EX_co2_e,0.0,25.82110324652188
CRNt_c_x,0.0,23.458947863595203
CRNCARt_c_x,0.0,23.458947863595203
CDPt_c_n,0.0,0.0
EX_chol_e,0.0,0.0
CHOLt_c_en,0.0,52.578985095870934
CHRPL_c,0.0,0.0
CITt_c_e,-4.303517207753681,0.0
EX_cit_e,0.0,4.30351720775366
CITICTta_x,0.0,0.0
CITMALta_x,0.0,0.0
CMPN_c,0.0,31.57124573752266
CO2t_c_r,-0.0008081,-0.0008081
CO2t_c_n,0.0,0.0
CO2t_c_x,0.0,0.0
CO2t_c_m,-40.644377099419586,6.145167211630501
CO2t_c_e,0.0,25.821103246521886
COAt_c_r,-0.0033150999999999996,-0.0033150999999999996
COAt_c_n,0.0,0.0
COAt_c_x,0.0,52.57743836253765
EX_cytd_e,0.0,0.0
CYTK1_c,0.0,157.74776648761292
CYTK2_c,-1.955653386890932,0.0
EX_csn_e,0.0,0.0
EX_arab__D_e,0.0,0.0
ARABDt_c,0.0,0.0
E4Pt_c_m,0.0,0.0
EX_fru_e,0.0,0.0
EX_gal_e,0.0,0.0
EX_galur_e,0.0,0.0
EX_sbt__D_e,0.0,0.0
GAM6Pt_c,-3.6158971865104905,0.0
EX_glc__D_e,-5.0,-1.1228385659092712
EX_man_e,0.0,0.0
EX_rib__D_e,0.0,0.0
SBTDt_c,0.0,0.0
EX_xyl__D_e,0.0,0.0
XYLt_c_e,0.0,0.0
DADPt_c_n,0.0,0.0
DCDPt_c_n,0.0,0.0
ATPHs_c,0.0,45.635986007868055
NTPDA2_c,0.0,0.0
NDPDA1_c,0.0,61.22657574985251
NDPDA2_c,0.0,0.0
DNADt_c_n,0.0,0.0
EX_dca_e,0.0,1.17747193038275
DADt_c_e,0.0,0.0
DADK_c,0.0,0.0
EX_dcyt_e,0.0,0.0
DCYTt_c_e,0.0,0.0
DGSNt_c_e,0.0,0.0
DINt_c_e,0.0,0.0
DURIK1_c,0.0,157.73231508761322
DURIt_c_e,0.0,0.0
DPCOAK_c,9.999999999940612e-06,9.999999999940612e-06
DGDPt_c_n,0.0,0.0
DHNPTt_c_m,1.0000000000003062e-05,1.0000000000003062e-05
SPRMAT_c,0.0,0.910118877194612
DHFt_c_m,0.0,0.0
DNTPPA_c,0.0,1.0000000000003062e-05
DHPTt_c_m,-1.0000000000003062e-05,-1.0000000000003062e-05
DHAPt_c_m,0.0,50.26172496253475
PPIt_c_x,-78.86615754380644,0.0
DOLPt_c_r,-78.87773194380665,-0.0115744
EX_dttp_e,0.0,1.9776381172413589
DTTPt_c,-1.977638117241362,0.0
DUDPt_c_n,-78.86615754380657,0.0
DUMPt_c_n,0.0,78.86615754380645
EX_epist_e,0.0,0.42158925551022536
ERGTETROLt_c_r,0.0,0.41029668616620146
EX_ergst_e,0.0,0.41029668616620146
ERGSTt_c_r,0.0,0.41029668616620146
ERGSTt_c_l,0.0,0.0
ERGSTt_c_en,0.0,0.0
EX_etoh_e,0.0,8.146748114546913
ETOHt_c_e,0.0,8.146748114546913
ETOHt_c_m,0.0,0.0
EX_etha_e,0.0,0.0
EX_etac_e,0.0,0.0
FRDPt_c_m,1e-05,1e-05
DCAt_c_x,-1.1774719303827739,0.0
DDCAt_c_x,-52.57743836253773,0.0
TTDCAt_c_x,-52.57743836253773,2.800384303474165
OCTAt_c_x,-1.414533666782655,0.0
TTDCAt_c_e,-1.0495490539955163,0.0
EX_fecost_e,0.0,0.0
FMNAT_m,0.0,0.0
EX_fmn_e,0.0,0.0
EX_fol_e,0.0,0.0
EX_for_e,0.0,17.33564568992764
FORt_c_m,0.0,9.335530791073518
FORt_c_e,-17.335645689927613,0.0
FUMt_c_e,-6.4552758116305595,0.0
FRUK_c,0.0,0.0
EX_fum_e,0.0,6.455275811630482
EX_4abut_e,0.0,0.0
GDPt_c_g,0.0191152,0.0191152
GDPt_c_n,0.0,0.0
GDPMANNt_c_g,0.0191152,0.0191152
GLCt_c_v,-105.15487672507544,0.0
EX_gthox_e,0.0,0.0
EX_gthrd_e,0.0,0.0
EX_glyc_e,0.0,6.501961614773301
GLYC3Pt_c_m,0.0,50.26172496253484
EX_gly_e,0.0,12.910551623260972
GLYt_c_m,-16.27635517109193,45.526954819467726
GCALDt_c_m,-1.0000000000010001e-05,-9.999999999996123e-06
GCALDt_c_e,-2.000000000001e-05,0.0
EX_gcald_e,0.0,1.9999999999996122e-05
EX_glx_e,0.0,12.565431240633705
GLXt_c_e,0.0,12.565431240633705
GLXt_c_x,0.0,0.0
EX_gua_e,0.0,0.0
GUAt_c_m,0.0,0.0
EX_gsn_e,0.0,0.0
GSNK_c,0.0,0.0
GSNt_c_m,0.0,0.0
GSNt_c_e,0.0,0.0
Ht_c_e,0.0,157.7323150876122
Ht_c_r,-157.73233753761335,0.8205709223324017
Ht_c_g,-0.0191152,-0.0191152
Ht_c_l,-78.86667564656332,19.97763556621834
Ht_c_n,-157.73231508761307,0.0
Ht_c_x,-52.57743836253778,4.200576455211225
Ht_c_v,0.0,315.46463017522524
HXCCOAt_c_r,0.00040405,0.00040405
EX_hxdcal_e,0.0,0.0
HDCAt_c_e,-0.9131419263184082,0.0
HDCEAt_c_e,-0.8984850027815076,0.0
HISt_c_m,0.0,0.0
H2O2t_c_n,0.0,0.0
HMGCOAt_c_m,0.0,0.0
EX_hxan_e,0.0,4.772007762377553
HXANt_c_e,-4.772007762377563,0.0
EX_id3acald_e,0.0,1.8941375114772354
ID3ACALDt_c_m,0.0,1.8299294602407064
ID3ACALDt_c_e,0.0,1.8941375114772354
IND3ACt_c_m,0.0,0.0
EX_ins_e,0.0,0.0
INSt_c_e,0.0,0.0
INOSHPt_c_n,0.0,0.0
INSK_c,0.0,61.2341247165187
EX_fe2_e,-7.64e-05,-7.64e-05
EX_iamac_e,0.0,0.0
IAMOHt_c_e,0.0,0.0
IAMOHt_c_m,0.0,0.0
EX_iamoh_e,0.0,0.0
EX_ibutoh_e,0.0,4.002479928976828
EX_ibutac_e,0.0,0.0
IBUTOHt_c_e,0.0,4.002479928976828
IBUTOHt_c_m,-4.002479928976822,0.0
EX_ibtald_e,0.0,4.288605271185118
PHCHGS_m,0.0,0.0
AOBUTDs_c,0.0,0.0
EX_ala__L_e,0.0,7.180246423219272
ALAt_c_m,0.0,14.39909824643857
EX_abt__L_e,0.0,0.0
ABTt_c_e,0.0,0.0
ARABLt_c,0.0,0.0
EX_arab__L_e,0.0,0.0
EX_arg__L_e,0.0,3.3890949196670874
EX_asn__L_e,0.0,0.0
EX_asp__L_e,0.0,6.455275811630493
CRNt_c_m,0.0,50.406917462535226
EX_cys__L_e,0.0,4.351525859240288
E4HGLUt_c_m,0.0,0.0
E4HGLUt_c_x,0.0,0.0
EX_sbt__L_e,0.0,0.0
G5SADr_c,0.0,15.726512292585797
EX_glu__L_e,0.0,4.56924772386682
GLUt_c_n,0.0,0.0
EX_gln__L_e,0.0,0.0
GLNt_c_n,0.0,0.0
EX_his__L_e,0.0,0.0
HOMt_c_e,-5.4238457797657365,0.0
EX_hom__L_e,0.0,5.4238457797657285
EX_ile__L_e,0.0,0.0
ILEt_c_m,0.023286,3.253216632894198
EX_leu__L_e,0.0,0.0
EX_lys__L_e,0.0,2.9224532464011506
MALt_c_e,-6.455275811630479,0.0
EX_met__L_e,0.0,2.7591518795935457
EX_phe__L_e,0.0,2.232109577696158
EX_pro__L_e,0.0,3.866286535579605
PROt_c_m,-3.6088634973239175,15.709828592585941
EX_ser__L_e,0.0,8.534357206798079
SERt_c_r,0.0008081,0.0008081
SBTLt_c,0.0,0.0
EX_srb__L_e,0.0,0.0
SRBt_c_e,0.0,0.0
EX_thr__L_e,0.0,5.42384577976574
EX_trp__L_e,0.0,0.0
EX_tyr__L_e,0.0,0.0
EX_val__L_e,0.0,3.9361815209550586
EX_lanost_e,0.0,0.47995711231987986
EX_ddca_e,0.0,1.168570080737276
LYSt_c_m,0.0,0.0
MALOAAta_x,0.0,0.0
EX_malt_e,0.0,0.0
MANNANt_c_r,-78.86615754380666,0.0
METt_c_m,0.0,0.0
MGSA_c,0.0,33.08017977484082
EX_inost_e,0.0,0.0
EX_Nfortyr2_e,0.0,0.0
NADPt_c_r,-0.8320626223324048,-0.01146925
NADPHt_c_r,0.01146925,0.8320626223324019
NH4t_c_m,-22.813009509734037,6.473584711630517
NCAMt_c_n,0.0,0.0
EX_nac_e,0.0,0.0
EX_nmn_e,0.0,0.0
NMNt_c_n,0.0,0.0
NMNt_c_x,0.0,0.0
NMNt_c_e,0.0,0.0
NDP4_c,0.0,157.73231508761256
NTP4_c,0.0,157.73231508761265
ACRNt_c_m,0.0,50.40691746253491
O2t_c_r,0.01066115,0.4906182623198798
O2t_c_m,0.8489315876267369,25.28917593126744
O2t_c_e,0.9794145646577123,25.419658908298445
O2t_c_x,0.0,15.494221594508042
OCDCAt_c_e,-0.8081131180488212,0.0
EX_octa_e,0.0,1.4145336667826571
EX_orn_e,0.0,3.5933714901810694
OAAt_c_e,0.0,6.45527581163048
EX_oaa_e,0.0,6.45527581163048
GTHOXt_c,0.0,0.0
TRDOXt_c_x,-15.494221594508057,0.0
EX_o2_e,-25.419658908298462,-0.9794145646577219
EX_hdca_e,0.0,0.9131419263184055
EX_hdcea_e,0.0,0.8984850027815112
PMTCOAt_c_r,0.002507,0.002507
PAN4Pt_c_m,0.0,0.0
PAPt_c,-2.071102866908241,0.0
EX_pectin_e,0.0,0.0
EX_pheac_e,0.0,0.0
EX_pacald_e,0.0,0.0
PACALDt_c_e,0.0,0.0
PACALDt_c_m,0.0,0.0
PHEt_c_m,0.0,0.0
EX_pi_e,-5.986756551724103,-0.053842199999964244
PIt_c_v,0.0,0.0
PPPG9t_c_m,1e-05,1e-05
PRPPt_c_m,0.0,0.0
EX_ptrc_e,0.0,3.593371490181063
HYPOE_c,0.0,157.73231508761288
EX_pydxn_e,0.0,0.0
PMDPHT_c,2e-05,2e-05
PYNP2r_c,-157.73231508761253,78.86615754380638
PPIt_c_m,-47.79768426897337,-1e-05
EX_pyr_e,0.0,8.607034415507346
PYRtps_m,0.0,17.38112158992766
QULNt_c_m,0.0,0.0
TRDRDt_c_x,0.0,15.494221594508094
EX_ribflv_e,0.0,0.0
RIBFLVt_c_m,0.0,0.0
RIBt_c_e,0.0,0.0
AHCYSt_c_m,0.0,0.0
EX_amet_e,0.0,1.250619505464943
EX_mmet_e,0.0,0.0
SERt_c_m,-22.76343240973382,9.92598895607508
EX_g3pc_e,0.0,1.7859239958434323
EX_na1_e,0.0,0.0
SPMDAT_c,0.0,1.8202377543892372
EX_spmd_e,0.0,1.989860849733588
EX_sprm_e,0.0,1.3308510478128905
SQLt_c_r,0.0102571,0.4902142123198798
SSQ23EPXt_c_r,0.0102571,0.4902142123198798
EX_ocdca_e,0.0,0.8081131180488255
EX_succ_e,0.0,5.659488083837173
SUCCt_c_e,-5.659488083837057,0.0
EX_sucr_e,0.0,0.0
EX_so4_e,-24.96871370455821,-0.008212799999999998
EX_so3_e,0.0,24.960500904558526
EX_taur_e,0.0,0.0
TTCCOAt_c_r,0.00040405,0.00040405
THMP_c,0.0,52.57744502920416
TMN_c,0.0,52.57743836253749
EX_thmpp_e,0.0,0.0
EX_thm_e,0.0,0.0
EX_thmmp_e,0.0,0.0
TMPK_c,0.0,1e-05
THZPSN2_c,0.0,1e-05
THZPSN1_c,0.0,1e-05
THRt_c_m,0.0,3.2532051260723436
EX_thymd_e,0.0,0.0
TMDK1_c,0.0,157.73231508761256
THYMDt_c_e,0.0,0.0
TREtps_e,0.0,1.874068291997288
TREt_c_v,0.0,52.57743836253762
TRPt_c_m,0.0,0.0
EX_ind3eth_e,0.0,1.829929460240718
IND3ETHt_c_e,0.0,1.829929460240718
IND3ETHt_c_m,-1.829929460240705,0.0
TYRt_c_m,0.0,0.0
TYRt_c_x,0.0,0.0
UMPt_c_n,0.0,0.0
EX_ura_e,0.0,0.0
EX_urea_e,0.0,25.821103246522068
EX_uri_e,0.0,0.0
VALt_c_m,-4.349251571185108,-0.0606463
H2Ot_c_r,-0.49061826231988076,157.72165393761287
H2Ot_c_g,0.0,0.0
H2Ot_c_m,-202.36238484013944,-6.411220430408058
H2Ot_c_n,0.0,0.0
H2Ot_c_x,-12.911851328756786,78.86615754380624
H2Ot_c_v,0.0,78.86615754380641
XANt_c_e,-5.164220649304393,0.0
EX_xtsn_e,0.0,0.0
XTSNt_c_e,0.0,0.0
EX_xylt_e,0.0,0.0
XYLTt_c_e,0.0,0.0
EX_zymst_e,0.0,0.0
ZYMSTt_c_en,0.0,0.0
KYNAT2_c,0.0,0.0
QUILSYN_c,2.0000000000861343e-05,1.9999999999975333e-05
ALCD2i2_c,0.0,1000.0
ALDD2x_c,0.0,32.4732875291444
COAt_c_l,-78.88953997463128,78.86635374656534
SBP_c,0.0,157.73231508761734
Ht_c_m,0.0,515.0219078586948
ICDHyi_m,0.0,8.499310160422665
AKGMALta_m,0.21834090000000012,1000.0
EAR40y_m,0.0,0.0
EAR60y_m,0.0,0.0
EAR80y_m,0.0,0.0
3OACE200_rm,0.0023783842629999997,7.308927325154956
3OACE220_rm,0.0023783842629999997,5.668175833000661
3OACE240_rm,0.001945528013,4.628751865652762
3OACE260_rm,0.00040405,3.9102286939327073
3OACR200_rm,0.0023783842629999997,7.308927325154956
3OACR220_rm,0.0023783842629999997,5.668175833000661
3OACR240_rm,0.001945528013,4.628751865652762
3OACR260_rm,0.00040405,3.9102286939327073
3HACD200_rm,0.0023783842629999997,7.308927325154956
3HACD220_rm,0.0023783842629999997,5.668175833000661
3HACD240_rm,0.001945528013,4.628751865652762
3HACD260_rm,0.00040405,3.9102286939327073
ECOAR200_rm,0.0023783842629999997,7.308927325154956
ECOAR220_rm,0.0023783842629999997,5.668175833000661
ECOAR240_rm,0.001945528013,4.628751865652762
ECOAR260_rm,0.00040405,3.9102286939327073
ACOADS160_rm,0.0,2.6529956559228416
ACOADS180_rm,0.015085811134999997,2.3063093321592913
OCTAt_c_e,-1.4145336667826491,0.0
DCAt_c_e,-1.177471930382786,0.0
DDCAt_c_e,-1.1685700807372763,0.0
EX_but_e,0.0,0.0
EX_hxa_e,0.0,1.3825051709267773
EX_ocdcea_e,0.0,0.7966616562818843
BUTt_c_e,0.0,0.0
HXAt_c_e,-1.382505170926869,0.0
OCDCEAt_c_e,-0.796661656281909,0.0
EX_ttdca_e,0.0,1.0495490539956132
FACOAL120_rm,0.0,78.8661575438063
FACOAL140_rm,0.0,78.8661575438063
FACOAL160_rm,0.0,78.86619751041331
FACOAL161_rm,0.0,78.86615754380637
FACOAL180_rm,0.0,78.86618418890535
FACOAL181_rm,0.0,78.86620645791226
FACOAL120_l,0.0,78.8661575438063
FACOAL140_l,0.0,78.8661575438063
FACOAL160_l,0.0,78.86619751041279
FACOAL161_l,0.0,78.8661575438063
FACOAL180_l,0.0,78.86618418890583
FACOAL181_l,0.0,78.86620645791233
FACOAL161_x,0.0,78.86615754380627
FACOAL180_x,0.0,78.86615754380662
FACOAL181_x,0.0,78.86615754380627
FACOAL200_en,0.0,0.0
FACOAL220_en,0.0,0.0
FACOAL240_en,0.0,0.0
FACOAL260_en,0.0,0.0
FACOAL220_rm,0.0,1.47874606837307
FACOAL240_rm,0.0,3.835971036773211
FACOAL260_rm,0.0,0.0
FACOAL220_l,0.0,1.4787460683730502
FACOAL240_l,0.0,3.8359710367731625
FACOAL260_l,0.0,0.0
FACOA120tabc_x,0.0,52.57743836253705
FACOA140tabc_x,0.0,52.577438362537535
FACOA160tabc_x,0.0,17.36254769114321
FACOA161tabc_x,0.0,2.6529956559228687
FACOA180tabc_x,0.0,10.284957437733036
FACOA181tabc_x,0.0,2.2912235210242065
FACOA200tabc_x,0.0,7.306548940892322
FACOA220tabc_x,0.0,5.665797448737845
FACOA240tabc_x,0.0,4.626806337640044
FACOA260tabc_x,0.0,3.9098246439329154
BUTt_c_x,0.0,0.0
HXAt_c_x,-1.3825051709268603,0.0
FACOAE40_x,0.0,0.0
FACOAE60_x,0.0,1.3825051709269647
FACOAE161_x,0.0,78.86615754380595
FACOAE181_x,0.0,78.86615754380595
ACOAO40_x,0.0,0.0
ACOAO60_x,0.0,0.0
ACOAO80_x,0.0,0.0
ACOAO200_x,0.0,7.306548940892529
ACOAO220_x,0.0,5.6657974487382345
ACOAO240_x,0.0,4.626806337640291
ACOAO161b_x,0.0,2.652995655922849
ACOAO141b_x,0.0,2.652995655922849
ACOAO121a_x,0.0,2.652995655922849
ACOAO181a_x,0.0,2.291223521024286
ACOAO161a_x,0.0,2.291223521024286
ACOAO141a_x,0.0,2.291223521024286
ECOAH100_x,0.0,2.65299565592286
ECOAH120_x,0.0,2.291223521024287
ECOAH140_x,0.0,2.8003843034741185
ECOAH160_x,0.0,17.36254769114252
ECOAH180_x,0.0,10.284957437732858
ECOAH260_x,0.0,3.909824643932477
ECOAH40_x,0.0,0.0
ECOAH60_x,0.0,0.0
ECOAH80_x,0.0,2.100288227605486
ECOAH200_x,0.0,7.30654894089156
ECOAH220_x,0.0,5.66579744873749
ECOAH240_x,0.0,4.626806337639682
ECOAH161b_x,0.0,2.6529956559229313
ECOAH141b_x,0.0,2.6529956559229313
ECOAH121a_x,0.0,2.6529956559229313
ECOAH181a_x,0.0,2.2912235210243463
ECOAH161c_x,0.0,2.2912235210243463
ECOAH141c_x,0.0,2.2912235210243463
HACD100i_x,0.0,2.652995655922913
HACD120i_x,0.0,2.2912235210243463
HACD160i_x,0.0,17.36254769114462
HACD180i_x,0.0,10.284957437732707
HACD260i_x,0.0,3.909824643932102
HACD40i_x,0.0,0.0
HACD60i_x,0.0,0.0
HACD80i_x,0.0,2.1002882276056822
HACD200i_x,0.0,7.306548940891579
HACD220i_x,0.0,5.665797448737496
HACD240i_x,0.0,4.626806337639368
HACD161bi_x,0.0,2.652995655922746
HACD141bi_x,0.0,2.652995655922746
HACD121ai_x,0.0,2.652995655922746
HACD181ai_x,0.0,2.291223521024194
HACD161ai_x,0.0,2.291223521024194
HACD141ai_x,0.0,2.291223521024194
ACACT40i_x,0.0,0.0
ACACT60i_x,0.0,0.0
ACACT80i_x,0.0,2.1002882276054486
ACACT200i_x,0.0,7.30654894089248
ACACT220i_x,0.0,5.665797448738068
ACACT240i_x,0.0,4.6268063376398025
ACACT161bi_x,0.0,2.6529956559229353
