,minimum,maximum
PI35P5P_vm,0.0,157.73231508761313
IPCS_g,0.0008081,0.0008081
MIPCS_g,0.0,0.0
IPT_g,0.0,0.0
STATg_rm,0.0,0.0
compCER_m,0.0,0.0
compCER_r,0.0008081,0.0008081
compCER_g,0.0,0.0
compACYLCOA_c,0.0,0.0
compACYLCOA_l,0.0,78.88954264656385
compACYLCOA_m,0.0,0.0
compACYLCOA_r,0.0,0.0
compACYLCOA_rm,0.0,78.88954264656331
compACYLCOA_x,0.0,0.0
compFALPD_mm,0.0,0.0
compFALPD_m,0.0,0.0
compFALPD_rm,-177.91676654347214,0.0
compFALPD_en,0.0,0.0
PAt_gm_rm,0.0,0.0
PAt_l_rm,0.0,31.55839949862535
PAt_mm_rm,-47.797671238670475,0.0
PAt_rm_vm,0.0,0.0
PAt_en_rm,0.0,52.57898509587118
DAGt_c_l,-78.86667564656358,78.86794024656362
DAGt_c_mm,-47.79767123867053,0.0
DAGt_c_n,0.0,0.0
DAGt_c_rm,-78.86284354656364,78.87177234656352
DAGt_gm_rm,0.0008081,0.0008081
TAGt_c_rm,-19.96809896621858,-0.0012646
TAGt_l_rm,-78.86667564656348,78.86794024656359
1AGPEt_l_rm,0.0,0.0
1AGPCt_l_rm,0.0,0.0
PSt_c_m,0.0,0.0
PSt_c_rm,-0.0005332000000000001,-0.0005332000000000001
PSt_en_rm,0.0,0.0
PSt_mm_rm,-1.796131595843434,0.0
PSt_gm_rm,-1.7842550369112458,0.0
PSt_rm_vm,0.0,1.7842550369112276
PAILt_c_rm,-52.581330862537776,157.72842258761284
PAILt_en_rm,-157.73231508761307,78.866157543806
PAILt_rm_vm,0.0,157.73231508761208
PAILt_gm_rm,-0.0008081,157.73150698761208
PAILt_n_rm,-78.86615754380654,0.0
CERt_g_r,0.0008081,0.0008081
PCt_l_rm,0.0,0.0
PCt_en_rm,-52.57898509587106,0.0
PCt_mm_rm,0.0,0.0
PCt_c_rm,-0.004116600000000001,-0.004116600000000001
PEt_l_rm,0.0,0.0
PEt_gm_rm,0.0,1.7842550369112486
PEt_c_rm,-0.006091000000000001,-0.006091000000000001
PEt_en_rm,0.0,0.0
PEt_mm_rm,0.0,1.796131595843425
PEt_rm_vm,-1.7842550369112342,0.0
PAIL4Pt_c_en,-157.73231508761285,157.73231508761256
PAIL4Pt_en_rm,0.0,157.73231508761248
PAIL45Pt_c_n,-78.86615754380652,0.0
PAIL45Pt_c_en,-157.73231508761256,78.86615754380604
PAIL45Pt_en_rm,0.0,0.0
PAIL3Pt_gm_vm,-157.73231508761256,0.0
PAIL3Pt_rm_vm,-157.7323150876121,0.0
PAIL35Pt_c_vm,-78.86615754380605,0.0
PAIL35Pt_en_vm,-78.86615754380605,0.0
IPCt_g_r,0.0,0.0
MIPCt_g_r,0.0,0.0
MIP2Ct_g_r,0.0,0.0
ERGSTESTt_l_rm,0.0,0.0
ERGSTESTt_c_rm,0.0,0.0
FRDPt_c_l,-0.0015503000000000003,-0.0015503000000000003
IPDPt_c_l,-0.023254500000000036,-0.023254500000000008
PEt_c_r,0.005096700000000001,0.005096700000000001
DAGt_c_r,-0.005096700000000001,-0.005096700000000001
MANt_c_g,0.0,0.0
GLCt_c_r,0.0,0.0
DOLGLCPt_c_r,0.0,0.0
DOLDPt_c_r,0.0,0.0
4CMCOAL_c,0.0,0.0
4HBZF_c,0.0,0.0
SPRMS_c,0.0,1.8202377543892292
SPMS_c,1.0000000000003062e-05,1.989880849733588
EX_btn_c,-1e-05,-1e-05
tpsbtn_c_m,0.0,0.0
ACOADS181_rm,0.010290992292,2.201896099358745
LINOCOAt_c_rm,-63.28684372460524,28.04991542715933
LINOCOAt_c_l,-78.86621991430528,28.05816934553735
LINOEAt_c_l,0.0,78.86621991430547
FACOAL182_l,0.0,78.86621991430547
FACOAL182_rm,0.0,63.27858885591774
FACOAL182_x,0.0,78.86615754380661
FACOAE182_c,0.0,78.86615754380645
FACOAE182_x,0.0,78.86615754380642
ACOADS182_rm,0.0020361236039999997,2.102324351209622
LINOLNCOAt_c_rm,-15.589679874010681,6.909634486746706
LINOLNCOAt_c_l,-78.8661702358252,6.911670610350716
LINOLENt_c_l,0.0,78.86617023582546
FACOAL183_l,0.0,78.86617023582546
FACOAL183_rm,0.0,15.587643750406706
FACOAL183_x,0.0,78.86615754380655
FACOAE183_c,0.0,78.86615754380661
FACOAE183_x,0.0,78.86615754380655
FE3t_c_e,0.0,0.0
FE3t_c_m,0.0,0.0
4HPPR_c,0.0,0.0
4HPLH_c,0.0,0.0
4HBZCOAS_c,0.0,0.0
4HBZNPT_m,0.0,0.0
3NPDHBZH_m,0.0,0.0
3NPDHMT_m,0.0,0.0
3NP4H5MOBCL_m,0.0,0.0
Q9MO_m,0.0,0.0
Q9MT1_m,0.0,0.0
Q9OR_m,0.0,0.0
Q9MT2_m,0.0,0.0
PREN9DPt_c_l,0.0,0.0
PREN9DPt_c_m,0.0,0.0
BIOMASS_RT_CLIM,0.1,0.1
DM_5mta_c,0.0,1.0793948795993513
AMETt_c_e,0.0,1.2506195054649392
FOLR_c,0.0,0.0
FOLR_m,0.0,0.0
DHAD1_c,0.0,0.0
DHAD2_c,0.0,0.0
DBTS_c,0.0,0.0
ATPM_c,0.0,157.732315087613
ABTLD_c,0.0,0.0
ABTD4Dx_c,0.0,0.0
XYLTOR_c,0.0,0.0
ABTDt_c_e,0.0,0.0
EX_abt__D_e,0.0,0.0
EX_tag_c,0.0,0.2554268203669065
EX_caro_c,0.0,0.3735214120107068
EX_cellb_e,0.0,0.0
THMtps_e,0.0,0.0
PLACmip2c_r,0.0,0.0
THRtps_e,-5.423845779765748,0.0
ASNN_e,0.0,0.0
GLUN_e,0.0,0.0
FALPDt_c_l,-78.86667564656334,0.0
FALPDt_c_m,-59.90050309865556,0.0
FALPDt_c_en,-3.5717918745357435,0.0
FALPDt_c_rm,-78.86667564656302,177.9167665434725
FALPDt_c_mm,0.0,0.0
compFALPD_c,-78.86667564656302,177.91624844071546
DOCOSAt_c_l,0.0,1.478746068373066
TTCOSAt_c_l,0.0,3.8359710367732034
TAGt_c_m,0.0,19.966834366218603
DOCOSAt_c_e,0.0,0.4623706331969814
TTCOSAt_c_e,0.0,0.5254385392258472
EX_docosa_e,0.0,0.46237063319698085
EX_ttcosa_e,0.0,0.5254385392258489
ME2_c,0.0,157.73231508761378
FACOA182tabc_x,0.0,2.191605107066732
FACOA183tabc_x,0.0,2.1002882276056183
MAGL_m,0.0,19.96683436621856
GLYCt_c_m,0.0,19.96683436621856
CRNAT120_x,-2.8003843034741522,0.0
CRN120t_c_x,0.0,2.8003843034741562
ACOAD40f_x,0.0,0.0
ACOAD60f_x,0.0,0.0
ACOAD80f_x,0.0,0.0
ACOAD100f_x,0.0,0.0
ACOAD120f_x,0.0,0.0
ACOAD140f_x,0.0,0.0
ACOAD160f_x,0.0,0.0
ARACHt_c_rm,0.0,0.0
DOCOSAt_c_rm,-3.3359393726901025,1.4787460683730695
TTCOSAt_c_rm,-8.653693607907941,3.8359710367732123
EX_hxca_e,0.0,0.0
HXCAt_c_e,0.0,0.0
HXCAt_c_rm,0.0,0.0
DM_gcald_c,0.0,1.9999999999996122e-05
ACOAD100f_m,0.0,2.800384303474159
ACOAD120f_m,0.0,2.800384303474159
FADt_c_m,0.0,0.0
ACOAD180f_x,0.0,0.0
ACOAD161bf_x,0.0,0.0
ACOAD141bf_x,0.0,0.0
ACOAD121af_x,0.0,0.0
ACOAD181af_x,0.0,0.0
ACOAD161af_x,0.0,0.0
ACOAD141af_x,0.0,0.0
HLYSMT_m,0.0,0.0
GHMT3_m,0.0,0.0
TMABADH_m,0.0,0.0
BBOX_m,0.0,0.0
CRNAT40_m,0.0,0.0
CRNAT60_m,0.0,2.1002882276056294
CRNAT80_m,0.0,2.6529956559228975
CRNAT100_m,0.0,2.291223521024314
CRN40t_c_x,0.0,0.0
CRN60t_c_x,0.0,2.100288227605627
CRN80t_c_x,0.0,2.6529956559228975
CRN100t_c_x,0.0,2.2912235210243175
CRN40t_c_m,0.0,0.0
CRN60t_c_m,0.0,2.100288227605628
CRN80t_c_m,0.0,2.652995655922885
CRN100t_c_m,0.0,2.2912235210243286
CRN120t_c_m,0.0,2.80038430347417
CRNAT40_x,0.0,0.0
CRNAT60_x,-2.1002882276056214,0.0
CRNAT80_x,-2.652995655922893,0.0
CRNAT100_x,-2.291223521024315,0.0
NADPHt_c_x,0.0,4.200576455211238
NADPt_c_x,-4.200576455211262,0.0
RNDR4_c,0.0,1.978347617241353
RNDR4_n,0.0,0.0
FACOAL80_c,0.0,0.0
FACOAL100_c,0.0,0.0
FACOAL120_c,0.0,78.86615754380624
FACOAL40_c,0.0,0.0
FACOAL60_c,0.0,0.0
FACOAL40o_x,0.0,0.0
PKETX_c,0.0,49.72736109498492
ACCOATsucac_m,0.0,12.565431240633735
ACCOATsucpp_m,0.0,0.0
PPAt_c_m,0.0,0.0
PPAt_c_e,0.0,0.0
EX_ppa_e,0.0,0.0
XU5PFGT_x,0.0,0.0
EX_fald_e,0.0,0.0
LDH_L_x,0.0,0.0
G3PD1i_x,0.0,23.458947863595
DHAPt_c_x,0.0,23.458947863595
GLYC3Pt_c_x,-23.458947863593703,0.0
ACOAD182f_x,0.0,0.0
ACOAO182_x,0.0,2.1916051070667315
ECOAH182_x,0.0,2.1916051070667315
HACD182i_x,0.0,2.1916051070667315
ACACT182i_x,0.0,2.1916051070667315
ACOAD162f_x,0.0,0.0
ACOAO162_x,0.0,2.191605107066732
ECOAH162_x,0.0,2.191605107066732
HACD162i_x,0.0,2.191605107066732
ACACT162i_x,0.0,2.191605107066732
ACOAD142f_x,0.0,0.0
ACOAO142_x,0.0,2.1916051070667315
ECOAH142_x,0.0,2.1916051070667315
HACD142i_x,0.0,2.1916051070667315
ACACT142i_x,0.0,2.1916051070667315
ECOAI122d_x,0.0,2.1916051070667315
ECOAH121d_x,0.0,2.1916051070667315
HACD121di_x,0.0,2.1916051070667315
ACACT121di_x,0.0,2.1916051070667315
ACOAD101df_x,0.0,0.0
ACOAO101d_x,0.0,2.1916051070667315
DECOAR102d_x,0.0,2.1916051070667315
ECOAI101d_x,0.0,2.1916051070667315
ACOAD183f_x,0.0,0.0
ACOAO183_x,0.0,2.100288227605617
ECOAH183_x,0.0,2.100288227605617
HACD183i_x,0.0,2.100288227605617
ACACT183i_x,0.0,2.100288227605617
ACOAD163f_x,0.0,0.0
ACOAO163_x,0.0,2.100288227605617
ECOAH163_x,0.0,2.100288227605617
HACD163i_x,0.0,2.100288227605617
ACACT163i_x,0.0,2.100288227605617
ACOAD143f_x,0.0,0.0
ACOAO143_x,0.0,2.100288227605617
ECOAH143_x,0.0,2.100288227605617
HACD143i_x,0.0,2.100288227605617
ACACT143i_x,0.0,2.100288227605617
ECOAI123e_x,0.0,2.100288227605617
ECOAH122e_x,0.0,2.100288227605617
HACD122ei_x,0.0,2.100288227605617
ACACT122ei_x,0.0,2.100288227605617
ACOAD102ef_x,0.0,0.0
ACOAO102e_x,0.0,2.100288227605617
DECOAR103e_x,0.0,2.100288227605617
ECOAI102e_x,0.0,2.100288227605617
ECOAH101e_x,0.0,2.100288227605617
HACD101ei_x,0.0,2.100288227605617
ACACT101ei_x,0.0,2.100288227605617
ACOAD82ef_x,0.0,0.0
ACOAO82e_x,0.0,2.100288227605617
ECOAI82e_x,0.0,2.100288227605617
DECOAI82e_x,0.0,2.100288227605617
DECOAR82e_x,0.0,2.100288227605617
ECOAI81e_x,0.0,2.100288227605617
PACCOAE_x,0.0,78.86615754380624
ACS_c,0.0,49.87408176774061
ABTD2Dx_c,0.0,0.0
ABTD4Dy_c,0.0,0.0
ABTD2Dy_c,0.0,0.0
AKGDH_m,8e-05,12.565511240633745
ALDD2y_c,0.0,37.79677728801949
OAADC_c,0.0,157.73231508761256
Ktps_e,0.0,0.060365
G5SADr_m,-15.709828592585993,0.0
GHMT2r_m,-22.763432409733866,9.925988956075079
ETFOXRq9_c,0.0,1.4940856480428706
