,Model1 Minimum,Model1 Maximum,Model2 Minimum,Model2 Maximum,Minimum Difference,Maximum Difference,Abs Min Difference,Abs Max Difference,Max Difference
H2Ot_c_gm,0.0,1.4543302569257759e-11,0.0,-2.5775348107289164e-12,0.0,1.7120837379986675e-11,0.0,1.7120837379986675e-11,1.7120837379986675e-11
ECOAH260_x,0.0,-1.7233141308533136e-11,0.0,-9.68661766263e-13,0.0,-1.6264479542270136e-11,0.0,1.6264479542270136e-11,1.6264479542270136e-11
FACOA140tabc_x,0.0,-1.617266904267255e-11,0.0,0.0,0.0,-1.617266904267255e-11,0.0,1.617266904267255e-11,1.617266904267255e-11
CRNOAT_m,8.282218998808815e-14,1.472997953765987e-11,0.0,-1.1526931229435363e-12,8.282218998808815e-14,1.5882672660603406e-11,8.282218998808815e-14,1.5882672660603406e-11,1.5882672660603406e-11
H2Ot_c_vm,0.0,1.9207679664362793e-11,0.0,3.4887247875415784e-12,0.0,1.5718954876821216e-11,0.0,1.5718954876821216e-11,1.5718954876821216e-11
GTHRDtabc_v,0.0,1.5908377900668734e-11,0.0,8.691371332279008e-13,0.0,1.5039240767440832e-11,0.0,1.5039240767440832e-11,1.5039240767440832e-11
PLAA2pc_en,0.0,-1.4026322158231654e-11,0.0,-1.2258074886259631e-14,0.0,-1.4014064083345394e-11,0.0,1.4014064083345394e-11,1.4014064083345394e-11
GNK_c,0.0,1.2271920494534875e-11,0.0,-1.6063391372089434e-12,0.0,1.3878259631743819e-11,0.0,1.3878259631743819e-11,1.3878259631743819e-11
ATPASEV_v,0.0,1.002807210298149e-11,0.0,-3.2493460290203965e-12,0.0,1.3277418132001887e-11,0.0,1.3277418132001887e-11,1.3277418132001887e-11
NADK_c,0.0,-9.170300030580513e-12,0.0,3.555955181777478e-12,0.0,-1.272625521235799e-11,0.0,1.272625521235799e-11,1.272625521235799e-11
FACOAL120_l,0.0,-1.3597622300352982e-11,0.0,-9.661726605307635e-13,0.0,-1.2631449639822219e-11,0.0,1.2631449639822219e-11,1.2631449639822219e-11
DDCAt_l_rm,0.0,1.1627720707357048e-11,0.0,-2.0050341119136168e-13,0.0,1.182822411854841e-11,0.0,1.182822411854841e-11,1.182822411854841e-11
ME2_c,0.0,9.725671837481265e-12,0.0,-1.9986360464216564e-12,0.0,1.1724307883902921e-11,0.0,1.1724307883902921e-11,1.1724307883902921e-11
PAIL3Pt_rm_vm,1.0499238138683999e-11,0.0,-7.956864508587476e-13,0.0,1.1294924589542745e-11,0.0,1.1294924589542745e-11,0.0,1.1294924589542745e-11
FACOAE161_x,0.0,1.0200524368261217e-11,0.0,-9.880965093752384e-13,0.0,1.1188620877636456e-11,0.0,1.1188620877636456e-11,1.1188620877636456e-11
ATPt_c_gm,0.0,1.0369322228983373e-11,0.0,-6.620380507009277e-13,0.0,1.1031360279684302e-11,0.0,1.1031360279684302e-11,1.1031360279684302e-11
INSK_c,0.0,1.1413673339550376e-12,0.0,-9.563569704698781e-12,0.0,1.070493703865382e-11,0.0,1.070493703865382e-11,1.070493703865382e-11
SERD_L_c,0.0,9.571378744032566e-12,0.0,-9.924450064406946e-13,0.0,1.056382375047326e-11,0.0,1.056382375047326e-11,1.056382375047326e-11
Ht_c_n,-6.966484810663086e-12,0.0,3.5533892079260555e-12,-4.3113968311022514e-14,-1.0519874018589142e-11,4.3113968311022514e-14,1.0519874018589142e-11,4.3113968311022514e-14,1.0519874018589142e-11
FACOAL140_rm,0.0,1.3124047673354622e-11,0.0,2.6150395478613866e-12,0.0,1.0509008125493235e-11,0.0,1.0509008125493235e-11,1.0509008125493235e-11
TAGL_l,0.0,-3.4491194616956236e-12,0.0,-1.3602025861560124e-11,0.0,1.01529063998645e-11,0.0,1.01529063998645e-11,1.01529063998645e-11
ATPt_c_en,0.0,8.04967108044626e-12,0.0,-1.5913729017176973e-12,0.0,9.641043982163957e-12,0.0,9.641043982163957e-12,9.641043982163957e-12
THMP_c,0.0,1.081559685656019e-11,0.0,1.2819772715110657e-12,0.0,9.533619585049125e-12,0.0,9.533619585049125e-12,9.533619585049125e-12
ORNTA_c,0.0,-5.399998782265529e-12,0.0,4.029696960928545e-12,0.0,-9.429695743194075e-12,0.0,9.429695743194075e-12,9.429695743194075e-12
PIt_c_gm,-8.879238504005024e-12,0.0,4.5405186019020667e-13,0.0,-9.33329036419523e-12,0.0,9.33329036419523e-12,0.0,9.33329036419523e-12
NADHq9_c,0.0,1.1229786380193581e-11,0.0,1.94459990763632e-12,0.0,9.28518647255726e-12,0.0,9.28518647255726e-12,9.28518647255726e-12
FACOA260tabc_x,0.0,9.025074651538162e-12,0.0,-4.519048098282488e-14,0.0,9.070265132520987e-12,0.0,9.070265132520987e-12,9.070265132520987e-12
CO2t_c_gm,7.758226098572688e-12,0.0,-6.720126477894337e-13,0.0,8.430238746362122e-12,0.0,8.430238746362122e-12,0.0,8.430238746362122e-12
SBP_c,0.0,5.127603303003147e-12,0.0,-3.1827458034353796e-12,0.0,8.310349106438526e-12,0.0,8.310349106438526e-12,8.310349106438526e-12
PAP_rm,0.0,-3.658517521421542e-12,0.0,4.549389681739658e-12,0.0,-8.2079072031612e-12,0.0,8.2079072031612e-12,8.2079072031612e-12
FACOA180tabc_x,0.0,8.05522514612083e-12,0.0,-8.370867230636924e-14,0.0,8.1389338184272e-12,0.0,8.1389338184272e-12,8.1389338184272e-12
NADPt_c_l,9.651066963686271e-12,1.2670104263685188e-27,1.5914028310313481e-12,0.0,8.059664132654923e-12,1.2670104263685188e-27,8.059664132654923e-12,1.2670104263685188e-27,8.059664132654923e-12
HACD260i_x,0.0,6.9756903023582636e-12,0.0,-9.686617662630529e-13,0.0,7.944352068621316e-12,0.0,7.944352068621316e-12,7.944352068621316e-12
ECOAH180_x,0.0,7.147720512148648e-12,0.0,-6.820169578789736e-13,0.0,7.829737470027622e-12,0.0,7.829737470027622e-12,7.829737470027622e-12
XPPT_c,0.0,4.782798184342116e-12,0.0,-2.8076233464447143e-12,0.0,7.590421530786831e-12,0.0,7.590421530786831e-12,7.590421530786831e-12
PPM_c,7.45215621192064e-12,4.987775249384737e-12,-1.3026838205121311e-13,-3.72778348548525e-13,7.582424593971854e-12,5.360553597933262e-12,7.582424593971854e-12,5.360553597933262e-12,7.582424593971854e-12
GLUSx_c,0.0,-6.117742422002726e-12,0.0,1.2944972863428436e-12,0.0,-7.41223970834557e-12,0.0,7.41223970834557e-12,7.41223970834557e-12
URIH_c,0.0,6.869618704021651e-12,0.0,-2.398475521126285e-13,0.0,7.10946625613428e-12,0.0,7.10946625613428e-12,7.10946625613428e-12
ETFOXRq9_m,-1.6872168988726728e-17,-8.583174621657745e-12,7.926218414213804e-13,-1.6592595131476451e-12,-7.926387135903692e-13,-6.9239151085101e-12,7.926387135903692e-13,6.9239151085101e-12,6.9239151085101e-12
PI3PP_rm,0.0,5.290631718321498e-12,0.0,-1.591372901717801e-12,0.0,6.882004620039299e-12,0.0,6.882004620039299e-12,6.882004620039299e-12
H2Ot_c_mm,0.0,6.284437714535518e-12,-1.2525635155529305e-15,-4.07408031200583e-13,1.2525635155529305e-15,6.691845745736101e-12,1.2525635155529305e-15,6.691845745736101e-12,6.691845745736101e-12
PLAA2pc_rm,0.0,-6.636435452648645e-12,0.0,2.9674380373980295e-14,0.0,-6.666109833022625e-12,0.0,6.666109833022625e-12,6.666109833022625e-12
PDAGATpc_rm,6.642853558985077e-12,-9.184872944196011e-15,0.0,-1.5416518839826016e-14,6.642853558985077e-12,6.231645895630005e-15,6.642853558985077e-12,6.231645895630005e-15,6.642853558985077e-12
CRNOAT_c,0.0,4.206233604147007e-12,7.802290834423587e-13,-2.399492684448709e-12,-7.802290834423587e-13,6.605726288595716e-12,7.802290834423587e-13,6.605726288595716e-12,6.605726288595716e-12
DCYTD_c,0.0,2.9677926140302976e-12,0.0,-3.402822101606638e-12,0.0,6.370614715636936e-12,0.0,6.370614715636936e-12,6.370614715636936e-12
HDCEAt_c_rm,-2.6264780733234507e-30,6.367220256422966e-12,-2.6780593898829738e-30,0.0,5.158131655952305e-32,6.367220256422966e-12,5.158131655952305e-32,6.367220256422966e-12,6.367220256422966e-12
AGNPR_l,-6.414749557367194e-15,6.634962239312211e-12,0.0,2.6797430187950084e-13,-6.414749557367194e-15,6.36698793743271e-12,6.414749557367194e-15,6.36698793743271e-12,6.36698793743271e-12
CDPCHOLt_c_rm,2.0983110441320698e-15,-6.5753999944240236e-12,-2.168286223191308e-19,-2.356308598738286e-13,2.098527872754389e-15,-6.339769134550195e-12,2.098527872754389e-15,6.339769134550195e-12,6.339769134550195e-12
ADD_c,6.150777587299684e-12,-6.995612703151379e-12,0.0,-1.0779243226619762e-11,6.150777587299684e-12,3.783630523468384e-12,6.150777587299684e-12,3.783630523468384e-12,6.150777587299684e-12
HACD160i_x,0.0,-6.2824920939277025e-12,0.0,-1.4067485009251985e-13,0.0,-6.141817243835183e-12,0.0,6.141817243835183e-12,6.141817243835183e-12
DHAPAT_rm,0.0,-6.3916570701516054e-12,0.0,-2.607411399684488e-13,0.0,-6.130915930183157e-12,0.0,6.130915930183157e-12,6.130915930183157e-12
HDCEAt_c_l,0.0,5.0548121511952796e-12,0.0,-1.0168946781132855e-12,0.0,6.071706829308565e-12,0.0,6.071706829308565e-12,6.071706829308565e-12
PSt_gm_rm,5.9039892253130524e-12,0.0,-8.773467481325936e-14,0.0,5.9917239001263115e-12,0.0,5.9917239001263115e-12,0.0,5.9917239001263115e-12
FACOAL181_x,0.0,5.020243741044444e-12,0.0,-8.631672228419729e-13,0.0,5.883410963886417e-12,0.0,5.883410963886417e-12,5.883410963886417e-12
NADPHt_c_l,0.0,8.559161526101692e-12,0.0,2.693074515721856e-12,0.0,5.866087010379836e-12,0.0,5.866087010379836e-12,5.866087010379836e-12
ACACT161ai_x,0.0,4.995186399306894e-12,0.0,-8.578240201996017e-13,0.0,5.853010419506496e-12,0.0,5.853010419506496e-12,5.853010419506496e-12
ACACT141ai_x,0.0,4.995186399306894e-12,0.0,-8.578240201996017e-13,0.0,5.853010419506496e-12,0.0,5.853010419506496e-12,5.853010419506496e-12
PSD_gm,0.0,-1.803794535256709e-12,0.0,3.996149890363433e-12,0.0,-5.799944425620141e-12,0.0,5.799944425620141e-12,5.799944425620141e-12
TTDCAt_c_rm,0.0,3.93898241577838e-12,0.0,-1.5913729017176377e-12,0.0,5.530355317496018e-12,0.0,5.530355317496018e-12,5.530355317496018e-12
FACOA120tabc_x,0.0,4.4532108093046706e-12,0.0,-9.947633431306612e-13,0.0,5.447974152435332e-12,0.0,5.447974152435332e-12,5.447974152435332e-12
HACD220i_x,0.0,-2.3041407427968483e-13,0.0,5.197001685833282e-12,0.0,-5.4274157601129675e-12,0.0,5.4274157601129675e-12,5.4274157601129675e-12
FACOAL120_rm,0.0,3.8266079615108536e-12,0.0,-1.4969937249624239e-12,0.0,5.323601686473278e-12,0.0,5.323601686473278e-12,5.323601686473278e-12
PI4PP_en,0.0,2.8708854285464923e-12,0.0,-2.387058853802195e-12,0.0,5.257944282348687e-12,0.0,5.257944282348687e-12,5.257944282348687e-12
RBK_c,0.0,4.620254967850904e-12,0.0,-6.212972475808762e-13,0.0,5.24155221543178e-12,0.0,5.24155221543178e-12,5.24155221543178e-12
PI35P5P_en,0.0,4.593412969011369e-12,0.0,-5.300889107495524e-13,0.0,5.123501879760921e-12,0.0,5.123501879760921e-12,5.123501879760921e-12
ATPt_c_n,0.0,2.8990675246244914e-12,0.0,-2.115043971694686e-12,0.0,5.014111496319178e-12,0.0,5.014111496319178e-12,5.014111496319178e-12
METB1_c,0.0,-4.614506405751007e-12,0.0,3.89507994000649e-13,0.0,-5.004014399751656e-12,0.0,5.004014399751656e-12,5.004014399751656e-12
ADPt_c_vm,-5.670312915089947e-12,0.0,-7.964827009971262e-13,4.4605496766847567e-14,-4.873830214092821e-12,-4.4605496766847567e-14,4.873830214092821e-12,4.4605496766847567e-14,4.873830214092821e-12
CYSS_c,1.9653983839664448e-17,-4.614973372198741e-12,-6.333866451476744e-16,2.2732356243544007e-13,6.530406289873388e-16,-4.8422969346341806e-12,6.530406289873388e-16,4.8422969346341806e-12,4.8422969346341806e-12
ACACT220i_x,0.0,-2.2531197700546715e-12,0.0,2.4838047097357234e-12,0.0,-4.736924479790395e-12,0.0,4.736924479790395e-12,4.736924479790395e-12
Ht_c_v,0.0,-4.722546877322601e-12,-1.0470130048583118e-12,8.328370652906384e-15,1.0470130048583118e-12,-4.7308752479755076e-12,1.0470130048583118e-12,4.7308752479755076e-12,4.7308752479755076e-12
AGNPR_rm,0.0,1.3933959566985786e-11,0.0,9.22762693825206e-12,0.0,4.706332628733726e-12,0.0,4.706332628733726e-12,4.706332628733726e-12
FALDH_c,0.0,0.0,0.0,-4.593851003202742e-12,0.0,4.593851003202742e-12,0.0,4.593851003202742e-12,4.593851003202742e-12
NTP3_c,0.0,4.317572859205537e-12,0.0,-2.4509789550014745e-13,0.0,4.562670754705685e-12,0.0,4.562670754705685e-12,4.562670754705685e-12
FALPDt_c_m,4.879477618224859e-12,0.0,9.379897980739292e-12,0.0,-4.5004203625144326e-12,0.0,4.5004203625144326e-12,0.0,4.5004203625144326e-12
SLCBK1_r,0.0,1.3124047673355067e-12,0.0,-3.182745803435389e-12,0.0,4.4951505707708955e-12,0.0,4.4951505707708955e-12,4.4951505707708955e-12
SBPP1_r,0.0,1.3124047673355067e-12,2.353360354544152e-19,-3.1827458034353893e-12,-2.353360354544152e-19,4.4951505707708955e-12,2.353360354544152e-19,4.4951505707708955e-12,4.4951505707708955e-12
PPCK_c,0.0,4.206354191161832e-12,0.0,-2.4129262970077506e-13,0.0,4.447646820862607e-12,0.0,4.447646820862607e-12,4.447646820862607e-12
Ht_c_x,-5.132935105290126e-13,-4.521452860975415e-12,1.7882167185869214e-12,-1.5343131575712222e-13,-2.301510229115934e-12,-4.368021545218293e-12,2.301510229115934e-12,4.368021545218293e-12,4.368021545218293e-12
PAIL4Pt_c_en,2.0597987259026316e-12,1.986919450826188e-12,8.942094097330121e-13,-2.3497692092789817e-12,1.1655893161696195e-12,4.33668866010517e-12,1.1655893161696195e-12,4.33668866010517e-12,4.33668866010517e-12
FACOAE181_x,0.0,3.712853620745689e-12,0.0,-6.226346308572072e-13,0.0,4.335488251602896e-12,0.0,4.335488251602896e-12,4.335488251602896e-12
Ht_c_en,-2.7391352370099872e-12,0.0,1.5913729017177094e-12,0.0,-4.330508138727697e-12,0.0,4.330508138727697e-12,0.0,4.330508138727697e-12
NTD4pp_c,0.0,-1.2513039782581538e-12,0.0,-5.5524124323534914e-12,0.0,4.301108454095338e-12,0.0,4.301108454095338e-12,4.301108454095338e-12
NTP7_c,0.0,1.680946636890884e-12,0.0,-2.5425479875004487e-12,0.0,4.223494624391333e-12,0.0,4.223494624391333e-12,4.223494624391333e-12
CHOLK_c,-1.527487148842745e-14,3.793334334400369e-12,-3.89711751040793e-14,-3.951857902645433e-13,2.3696303615651848e-14,4.188520124664913e-12,2.3696303615651848e-14,4.188520124664913e-12,4.188520124664913e-12
ACACT240i_x,0.0,2.0831802604229892e-12,0.0,-2.082697226571714e-12,0.0,4.165877486994703e-12,0.0,4.165877486994703e-12,4.165877486994703e-12
HEX1_c,5.0000000000000675,5.000000000003885,5.000000000000027,4.999999999999739,4.085620730620576e-14,4.1460168631601846e-12,4.085620730620576e-14,4.1460168631601846e-12,4.1460168631601846e-12
PSt_rm_vm,0.0,3.7980092576719865e-12,0.0,-3.4222274620852946e-13,0.0,4.140232003880516e-12,0.0,4.140232003880516e-12,4.140232003880516e-12
PAIL3K_vm,0.0,1.7518488929216027e-12,0.0,-2.3870593525765187e-12,0.0,4.138908245498122e-12,0.0,4.138908245498122e-12,4.138908245498122e-12
PAIL4K_gm,0.0,-4.868329598362998e-12,0.0,-7.956864508588431e-13,0.0,-4.072643147504155e-12,0.0,4.072643147504155e-12,4.072643147504155e-12
SPHGLpK_r,0.0,2.624809534671142e-12,0.0,-1.4440407726743048e-12,0.0,4.068850307345447e-12,0.0,4.068850307345447e-12,4.068850307345447e-12
PAIL4Pt_en_rm,0.0,4.593416685674813e-12,0.0,5.253474736087416e-13,0.0,4.068069212066071e-12,0.0,4.068069212066071e-12,4.068069212066071e-12
ADPt_c_n,-1.5750869208584183e-12,0.0,2.4688926690754662e-12,0.0,-4.0439795899338845e-12,0.0,4.0439795899338845e-12,0.0,4.0439795899338845e-12
AP4AH_c,0.0,-5.6568734538346715e-12,0.0,-1.629550699121492e-12,0.0,-4.027322754713179e-12,0.0,4.027322754713179e-12,4.027322754713179e-12
TAGt_c_m,0.0,2.3807264832357184e-12,0.0,-1.4942195071016357e-12,0.0,3.874945990337354e-12,0.0,3.874945990337354e-12,3.874945990337354e-12
EGHLAT_m,3.8027891912510756e-12,0.0,0.0,0.0,3.8027891912510756e-12,0.0,3.8027891912510756e-12,0.0,3.8027891912510756e-12
TMDK1_c,3.5461240272346477e-14,-1.9142614081280665e-12,3.6615538914022266e-14,1.8482619663185056e-12,-1.1542986416757891e-15,-3.762523374446572e-12,1.1542986416757891e-15,3.762523374446572e-12,3.762523374446572e-12
ALDD2x_c,0.0,3.367033635167568e-12,0.0,7.1214923853796965e-12,0.0,-3.7544587502121284e-12,0.0,3.7544587502121284e-12,3.7544587502121284e-12
NDP3_c,0.0,-2.2631672940745228e-12,0.0,1.4808887455401897e-12,0.0,-3.744056039614712e-12,0.0,3.744056039614712e-12,3.744056039614712e-12
ACACT200i_x,0.0,5.102839889875096e-12,0.0,1.3958936779737187e-12,0.0,3.706946211901378e-12,0.0,3.706946211901378e-12,3.706946211901378e-12
CHOLPT_rm,-5.2729502102925555e-14,3.1785417602368897e-12,4.661824367582057e-14,-4.624568279080286e-13,-9.934774577874613e-14,3.640998588144918e-12,9.934774577874613e-14,3.640998588144918e-12,3.640998588144918e-12
FACOAL161_x,0.0,-3.4481300507649512e-12,0.0,1.5032873265015258e-13,0.0,-3.598458783415104e-12,0.0,3.598458783415104e-12,3.598458783415104e-12
GLCt_c_v,-4.001748497524581e-12,-1.3409014921746504e-14,-4.098773043329083e-13,0.0,-3.5918711931916727e-12,-1.3409014921746504e-14,3.5918711931916727e-12,1.3409014921746504e-14,3.5918711931916727e-12
FACOAL161_l,0.0,2.790283613200072e-12,0.0,-7.222704896060219e-13,0.0,3.512554102806094e-12,0.0,3.512554102806094e-12,3.512554102806094e-12
PSD_vm,0.0,-4.374682557785377e-12,0.0,-8.727269013910777e-13,0.0,-3.501955656394299e-12,0.0,3.501955656394299e-12,3.501955656394299e-12
FACOA240tabc_x,0.0,-3.7901032931924745e-12,0.0,-2.9512248290090435e-13,0.0,-3.49498081029157e-12,0.0,3.49498081029157e-12,3.49498081029157e-12
DURIK1_c,0.0,-2.047612997115815e-12,0.0,1.41234784149531e-12,0.0,-3.459960838611125e-12,0.0,3.459960838611125e-12,3.459960838611125e-12
DUMPt_c_n,0.0,3.4783169502288834e-12,0.0,9.098779363479307e-14,0.0,3.38732915659409e-12,0.0,3.38732915659409e-12,3.38732915659409e-12
NTP4_c,0.0,-3.937214302006591e-12,0.0,-5.947399568913009e-13,0.0,-3.3424743451152897e-12,0.0,3.3424743451152897e-12,3.3424743451152897e-12
PI4P5K_en,0.0,1.7428773759575499e-12,0.0,-1.5913729017174996e-12,0.0,3.3342502776750496e-12,0.0,3.3342502776750496e-12,3.3342502776750496e-12
PIt_m_mm,-1.9728361432971415e-12,6.032233622771966e-14,1.3521768091947712e-12,0.0,-3.325012952491913e-12,6.032233622771966e-14,3.325012952491913e-12,6.032233622771966e-14,3.325012952491913e-12
FACOAL100_x,-2.951727920294807e-15,-3.901436610319575e-12,0.0,-6.19592891542241e-13,-2.951727920294807e-15,-3.2818437187773345e-12,2.951727920294807e-15,3.2818437187773345e-12,3.2818437187773345e-12
ADA_c,0.0,-1.897770221428811e-12,0.0,1.3750047526795335e-12,0.0,-3.272774974108344e-12,0.0,3.272774974108344e-12,3.272774974108344e-12
PPIt_c_x,5.05935577287191e-12,-4.7677494039678555e-15,1.7880265461598124e-12,0.0,3.2713292267120978e-12,-4.7677494039678555e-15,3.2713292267120978e-12,4.7677494039678555e-15,3.2713292267120978e-12
PI3PP_gm,0.0,-8.841393589648784e-13,0.0,2.3870593525765854e-12,0.0,-3.2711987115414638e-12,0.0,3.2711987115414638e-12,3.2711987115414638e-12
PEt_gm_rm,0.0,-6.5113884213968276e-12,0.0,-3.266024708997518e-12,0.0,-3.2453637123993097e-12,0.0,3.2453637123993097e-12,3.2453637123993097e-12
DAGL_m,0.0,2.793255663714058e-12,0.0,-4.4687730592649425e-13,0.0,3.240132969640552e-12,0.0,3.240132969640552e-12,3.240132969640552e-12
NTD3pp_c,0.0,-2.112397939448295e-12,0.0,1.0505735530399227e-12,0.0,-3.1629714924882176e-12,0.0,3.1629714924882176e-12,3.1629714924882176e-12
NDP4_c,0.0,2.7038992141401398e-12,0.0,5.866675649288206e-12,0.0,-3.1627764351480666e-12,0.0,3.1627764351480666e-12,3.1627764351480666e-12
ACt_c_m,0.0,1.1021007373785837e-12,3.1248879069554056e-12,7.786966693344534e-13,-3.1248879069554056e-12,3.2340406804413033e-13,3.1248879069554056e-12,3.2340406804413033e-13,3.1248879069554056e-12
G3PT_c,0.0,0.0,0.0,3.118969869711625e-12,0.0,-3.118969869711625e-12,0.0,3.118969869711625e-12,3.118969869711625e-12
TMDPK_c,0.0,3.267497977679787e-12,0.0,1.553162940603426e-13,0.0,3.1121816836194445e-12,0.0,3.1121816836194445e-12,3.1121816836194445e-12
ADK1_m,0.0,-3.4662096613855634e-12,0.0,-3.8319892031433753e-13,0.0,-3.0830107410712257e-12,0.0,3.0830107410712257e-12,3.0830107410712257e-12
FACOAL120_x,0.0,-4.36784711628866e-12,0.0,-1.3586325384690446e-12,0.0,-3.0092145778196156e-12,0.0,3.0092145778196156e-12,3.0092145778196156e-12
URIK1_c,0.0,9.204124368963853e-13,0.0,-1.955323513889307e-12,0.0,2.875735950785692e-12,0.0,2.875735950785692e-12,2.875735950785692e-12
MALt2_m,0.0,-1.8060003280215175e-12,0.0,1.0620635750657242e-12,0.0,-2.8680639030872416e-12,0.0,2.8680639030872416e-12,2.8680639030872416e-12
ADPATPt_c_x,0.0,-2.8457549163590937e-12,0.0,0.0,0.0,-2.8457549163590937e-12,0.0,2.8457549163590937e-12,2.8457549163590937e-12
GLCP_c,-1.6396808334715955e-12,-3.128077569396873e-12,3.9737832976378647e-13,-3.243962477917295e-13,-2.037059163235382e-12,-2.8036813216051437e-12,2.037059163235382e-12,2.8036813216051437e-12,2.8036813216051437e-12
HACD141bi_x,0.0,-2.8548802817128346e-12,0.0,-1.2057151223260766e-13,0.0,-2.734308769480227e-12,0.0,2.734308769480227e-12,2.734308769480227e-12
HACD121ai_x,0.0,-2.8548802817128342e-12,0.0,-1.2057151223260763e-13,0.0,-2.7343087694802266e-12,0.0,2.7343087694802266e-12,2.7343087694802266e-12
ICOSCOAt_c_rm,-2.9185563833891535e-12,-1.5068703039223858e-28,-2.1550246670174101e-13,0.0,-2.7030539166874125e-12,-1.5068703039223858e-28,2.7030539166874125e-12,1.5068703039223858e-28,2.7030539166874125e-12
SUCCt2_m,0.0,-1.6473054383915894e-12,0.0,-4.332461372027548e-12,0.0,2.685155933635958e-12,0.0,2.685155933635958e-12,2.685155933635958e-12
ARGtps_e,-2.725545188171697e-12,0.0,-6.14835997511029e-14,0.0,-2.6640615884205942e-12,0.0,2.6640615884205942e-12,0.0,2.6640615884205942e-12
ECOAH141b_x,0.0,-2.815041332139932e-12,0.0,-1.8813273975925999e-13,0.0,-2.626908592380672e-12,0.0,2.626908592380672e-12,2.626908592380672e-12
ECOAH121a_x,0.0,-2.8150413321399315e-12,0.0,-1.8813273975925999e-13,0.0,-2.6269085923806715e-12,0.0,2.6269085923806715e-12,2.6269085923806715e-12
TYRtpa_v,0.0,-2.615055110600311e-12,0.0,0.0,0.0,-2.615055110600311e-12,0.0,2.615055110600311e-12,2.615055110600311e-12
SFGTHi_c,0.0,0.0,0.0,2.6061867449800517e-12,0.0,-2.6061867449800517e-12,0.0,2.6061867449800517e-12,2.6061867449800517e-12
ACRNt_c_m,0.0,-3.597957181227733e-12,0.0,-1.0165313185567112e-12,0.0,-2.581425862671022e-12,0.0,2.581425862671022e-12,2.581425862671022e-12
HACD240i_x,0.0,4.967873630799477e-13,0.0,-2.0507240474446443e-12,0.0,2.547511410524592e-12,0.0,2.547511410524592e-12,2.547511410524592e-12
PACCOAL_x,0.0,-2.5332647977137103e-12,0.0,0.0,0.0,-2.5332647977137103e-12,0.0,2.5332647977137103e-12,2.5332647977137103e-12
GLYtps_e,-2.0982256900497983e-12,0.0,4.1404882012870895e-13,0.0,-2.5122745101785075e-12,0.0,2.5122745101785075e-12,0.0,2.5122745101785075e-12
NTP10_c,0.0,-2.6248095346710154e-12,0.0,-1.1420015734471846e-13,0.0,-2.510609377326297e-12,0.0,2.510609377326297e-12,2.510609377326297e-12
PCOATA140_c,6.068045927908562e-13,8.305135071008495e-14,-1.848500206088461e-12,1.8596281703235109e-13,2.4553047988793175e-12,-1.0291146632226614e-13,2.4553047988793175e-12,1.0291146632226614e-13,2.4553047988793175e-12
FACOA220tabc_x,0.0,2.0815724846064392e-12,0.0,-3.1002465276384376e-13,0.0,2.391597137370283e-12,0.0,2.391597137370283e-12,2.391597137370283e-12
ACACT161bi_x,0.0,1.9977378785956228e-12,0.0,-3.932127069129691e-13,0.0,2.3909505855085917e-12,0.0,2.3909505855085917e-12,2.3909505855085917e-12
PAILt_en_rm,-1.066684876484786e-12,0.0,1.2061277061178657e-13,-2.3870593525766048e-12,-1.1872976470965725e-12,2.3870593525766048e-12,1.1872976470965725e-12,2.3870593525766048e-12,2.3870593525766048e-12
ADNCYC_c,0.0,1.5000395542810128e-12,0.0,-8.798332245111961e-13,0.0,2.3798727787922087e-12,0.0,2.3798727787922087e-12,2.3798727787922087e-12
CYTDK2_c,0.0,2.022108760320984e-12,0.0,-3.577335392084949e-13,0.0,2.379842299529479e-12,0.0,2.379842299529479e-12,2.379842299529479e-12
DDCAt_c_rm,0.0,4.973788627154832e-12,0.0,2.628662822951423e-12,0.0,2.345125804203409e-12,0.0,2.345125804203409e-12,2.345125804203409e-12
PI3P5K_vm,0.0,1.7244537250487828e-12,0.0,-5.979014856157796e-13,0.0,2.3223552106645624e-12,0.0,2.3223552106645624e-12,2.3223552106645624e-12
H2Ot_c_v,7.65914426455489e-14,1.312404767335504e-12,0.0,-9.820619444044888e-13,7.65914426455489e-14,2.294466711739993e-12,7.65914426455489e-14,2.294466711739993e-12,2.294466711739993e-12
H2Ot_c_x,-2.148728289351821e-12,-9.03504255056106e-14,1.0946065496977804e-13,-4.969792311024085e-13,-2.258188944321599e-12,4.066288055967979e-13,2.258188944321599e-12,4.066288055967979e-13,2.258188944321599e-12
PDE1_c,0.0,1.7479415200184445e-12,0.0,-5.01436246096915e-13,0.0,2.2493777661153594e-12,0.0,2.2493777661153594e-12,2.2493777661153594e-12
UREASE_c,0.0,9.998811108245782e-13,0.0,-1.172043008208641e-12,0.0,2.171924119033219e-12,0.0,2.171924119033219e-12,2.171924119033219e-12
NDP7_c,0.0,-3.0080843562495106e-12,0.0,-8.529972583451456e-13,0.0,-2.155087097904365e-12,0.0,2.155087097904365e-12,2.155087097904365e-12
INOSTtps_e,-2.174488013455008e-12,0.0,-2.1379399757565882e-14,0.0,-2.153108613697442e-12,0.0,2.153108613697442e-12,0.0,2.153108613697442e-12
FACOA200tabc_x,0.0,1.5241784618369253e-12,0.0,-6.171559396555535e-13,0.0,2.141334401492479e-12,0.0,2.141334401492479e-12,2.141334401492479e-12
