id	name	uniprot	MW (g/mmol)	type	conc (g/gDW)	vtrans (mmol/gDW/h)	c_avg
A0A0K3CP85	A0A0K3CP85	A0A0K3CP85	31.747749999999993	truedata_enz	3.16836e-06	3.792321660590122e-08	6.77e-06
A0A0K3CP90	A0A0K3CP90	A0A0K3CP90	32.470119999999994	truedata_enz	6.9264e-06	8.106012543224356e-08	1.48e-05
A0A0K3CP93	A0A0K3CP93	A0A0K3CP93	87.91631	truedata_enz	2.7331200000000006e-07	1.1813343849394955e-09	5.84e-07
A0A0K3CP95	A0A0K3CP95	A0A0K3CP95	84.76409	truedata_enz	5.0076e-06	2.2449223486030466e-08	1.07e-05
A0A0K3CP99	A0A0K3CP99	A0A0K3CP99	60.49201	truedata_enz	3.2104800000000003e-06	2.0167661811865734e-08	6.86e-06
A0A0K3CPB3	A0A0K3CPB3	A0A0K3CPB3	81.21524	truedata_enz	5.6628e-06	2.6495815317420722e-08	1.21e-05
A0A0K3CPB4	A0A0K3CPB4	A0A0K3CPB4	74.51333	truedata_enz	4.525560000000001e-06	2.3079263804207923e-08	9.67e-06
A0A0K3CPB8	A0A0K3CPB8	A0A0K3CPB8	42.672920000000005	truedata_enz	5.1012e-06	4.542590476583276e-08	1.09e-05
A0A0K3CPG8	A0A0K3CPG8	A0A0K3CPG8	65.12062999999999	truedata_enz	9.5472e-06	5.571100893833491e-08	2.04e-05
A0A0K3CPH3	A0A0K3CPH3	A0A0K3CPH3	39.76209	truedata_enz	3.31812e-06	3.171074759903214e-08	7.09e-06
A0A0K3CPK3	A0A0K3CPK3	A0A0K3CPK3	217.49299	truedata_enz	9.406800000000001e-05	1.6435398676527462e-07	0.000201
A0A0K3CPL5	A0A0K3CPL5	A0A0K3CPL5	95.4891	truedata_enz	1.0998e-05	4.376667075090246e-08	2.35e-05
A0A0K3CPL7	A0A0K3CPL7	A0A0K3CPL7	75.48007	truedata_enz	1.3572000000000001e-06	6.832744060783198e-09	2.9e-06
A0A0K3CPL9	A0A0K3CPL9	A0A0K3CPL9	82.56083999999998	truedata_enz	7.207200000000001e-06	3.317233690936285e-08	1.54e-05
A0A0K3CPM1	A0A0K3CPM1	A0A0K3CPM1	36.16864	truedata_enz	1.37592e-07	1.4455882222831712e-09	2.94e-07
A0A0K3CPN4	A0A0K3CPN4	A0A0K3CPN4	47.45807	truedata_enz	3.19644e-05	2.5594112866368146e-07	6.83e-05
A0A0K3CPP1	A0A0K3CPP1	A0A0K3CPP1	20.28335	truedata_enz	1.4414400000000001e-06	2.7004769922128253e-08	3.08e-06
A0A0K3CPP2	A0A0K3CPP2	A0A0K3CPP2	164.37306	truedata_enz	3.7112400000000004e-06	8.579697914001237e-09	7.93e-06
A0A0K3CPS0	A0A0K3CPS0	A0A0K3CPS0	52.16876	truedata_enz	1.65672e-05	1.206763588017043e-07	3.54e-05
A0A0K3CPS4	A0A0K3CPS4	A0A0K3CPS4	78.96737000000002	truedata_enz	1.99836e-06	9.616336469101096e-09	4.27e-06
A0A0K3CPS7	A0A0K3CPS7	A0A0K3CPS7	61.72252	truedata_enz	1.39464e-06	8.58622104217391e-09	2.98e-06
A0A0K3CPT3	A0A0K3CPT3	A0A0K3CPT3	57.03484	truedata_enz	3.8984400000000006e-05	2.597372413072431e-07	8.33e-05
A0A0K3CPU6	A0A0K3CPU6	A0A0K3CPU6	44.42945	truedata_enz	0.00010389600000000001	8.886105949994879e-07	0.000222
A0A0K3CPW3	A0A0K3CPW3	A0A0K3CPW3	81.19691	truedata_enz	1.82052e-05	8.519999098487861e-08	3.89e-05
A0A0K3CPX5	A0A0K3CPX5	A0A0K3CPX5	70.60713	truedata_enz	3.2151600000000003e-06	1.7303646246490975e-08	6.87e-06
A0A0K3CQ32	A0A0K3CQ32	A0A0K3CQ32	54.22446000000001	truedata_enz	1.0062000000000002e-06	7.051356528031815e-09	2.15e-06
A0A0K3CQ34	A0A0K3CQ34	A0A0K3CQ34	102.22108	truedata_enz	1.053e-05	3.91445678327797e-08	2.25e-05
A0A0K3CQ39	A0A0K3CQ39	A0A0K3CQ39	37.48205	truedata_enz	1.4274000000000001e-05	1.4471246903517816e-07	3.05e-05
A0A0K3CQ44	A0A0K3CQ44	A0A0K3CQ44	116.36074999999998	truedata_enz	2.457e-06	8.023839653835166e-09	5.25e-06
A0A0K3CQ46	A0A0K3CQ46	A0A0K3CQ46	39.48773	truedata_enz	4.3056e-06	4.143383273740982e-08	9.2e-06
A0A0K3CQ60	A0A0K3CQ60	A0A0K3CQ60	79.60986000000001	truedata_enz	5.4288000000000004e-06	2.591317206185264e-08	1.16e-05
A0A0K3CQ70	A0A0K3CQ70	A0A0K3CQ70	156.37717999999998	truedata_enz	1.4788800000000001e-05	3.593711051702046e-08	3.16e-05
A0A0K3CQ72	A0A0K3CQ72	A0A0K3CQ72	56.07048	truedata_enz	1.88604e-05	1.2782041459249143e-07	4.03e-05
A0A0K3CQ79	A0A0K3CQ79	A0A0K3CQ79	36.388079999999995	truedata_enz	5.850000000000001e-06	6.109143433783811e-08	1.25e-05
A0A0K3CQ92	A0A0K3CQ92	A0A0K3CQ92	49.70309000000001	truedata_enz	7.6284000000000005e-06	5.832216870218732e-08	1.63e-05
A0A0K3CQ99	A0A0K3CQ99	A0A0K3CQ99	144.63683999999998	truedata_enz	1.72224e-06	4.524789120116287e-09	3.68e-06
A0A0K3CQA3	A0A0K3CQA3	A0A0K3CQA3	178.70488000000003	truedata_enz	3.7580400000000004e-05	7.991137119478774e-08	8.03e-05
A0A0K3CQB5	A0A0K3CQB5	A0A0K3CQB5	50.555159999999994	truedata_enz	2.7284400000000003e-06	2.050843474731363e-08	5.83e-06
A0A0K3CQE3	A0A0K3CQE3	A0A0K3CQE3	36.45877	truedata_enz	4.960800000000001e-07	5.170509043503114e-09	1.06e-06
A0A0K3CQF0	A0A0K3CQF0	A0A0K3CQF0	48.532889999999995	truedata_enz	5.943600000000001e-08	4.653685366768805e-10	1.27e-07
A0A0K3CQH3	A0A0K3CQH3	A0A0K3CQH3	94.22957	truedata_enz	5.9436e-07	2.3968781774128866e-09	1.27e-06
A0A0K3CQI1	A0A0K3CQI1	A0A0K3CQI1	44.47059	truedata_enz	8.096400000000001e-06	6.918352106414599e-08	1.73e-05
A0A0K3CQI3	A0A0K3CQI3	A0A0K3CQI3	25.7656	truedata_enz	7.254e-06	1.0698450647374796e-07	1.55e-05
A0A0K3CQJ8	A0A0K3CQJ8	A0A0K3CQJ8	65.21065	truedata_enz	1.9936800000000002e-05	1.161770968392433e-07	4.26e-05
A0A0K3CQL0	A0A0K3CQL0	A0A0K3CQL0	26.015469999999997	truedata_enz	8.8452e-07	1.2919912651972078e-08	1.89e-06
A0A0K3CQL8	A0A0K3CQL8	A0A0K3CQL8	42.7837	truedata_enz	2.05452e-05	1.8248015015064147e-07	4.39e-05
A0A0K3CQL9	A0A0K3CQL9	A0A0K3CQL9	13.84788	truedata_enz	9.7812e-06	2.684061387013753e-07	2.09e-05
A0A0K3CQM9	A0A0K3CQM9	A0A0K3CQM9	77.23290000000001	truedata_enz	6.6456e-06	3.2697568005344865e-08	1.42e-05
A0A0K3CQN7	A0A0K3CQN7	A0A0K3CQN7	65.75	truedata_enz	2.01708e-05	1.165764866920152e-07	4.31e-05
A0A0K3CQQ0	A0A0K3CQQ0	A0A0K3CQQ0	51.66001999999999	truedata_enz	0.000161928	1.1911075528038902e-06	0.000346
A0A0K3CQQ7	A0A0K3CQQ7	A0A0K3CQQ7	49.52891	truedata_enz	7.207200000000001e-06	5.529570507406685e-08	1.54e-05
A0A0K3CQQ9	A0A0K3CQQ9	A0A0K3CQQ9	65.36593	truedata_enz	0.0001521	8.842221016361275e-07	0.000325
A0A0K3CQR2	A0A0K3CQR2	A0A0K3CQR2	54.21361	truedata_enz	2.81268e-05	1.9714946117773747e-07	6.01e-05
A0A0K3CQR3	A0A0K3CQR3	A0A0K3CQR3	39.970209999999994	truedata_enz	2.4429600000000003e-06	2.322541712940713e-08	5.22e-06
A0A0K3CQS4	A0A0K3CQS4	A0A0K3CQS4	28.07296	truedata_enz	2.04048e-06	2.7620258070399418e-08	4.36e-06
A0A0K3CQS9	A0A0K3CQS9	A0A0K3CQS9	81.54961	truedata_enz	4.268160000000001e-06	1.988851694079224e-08	9.12e-06
A0A0K3CQU9	A0A0K3CQU9	A0A0K3CQU9	31.553219999999996	truedata_enz	3.32748e-07	4.007332373684842e-09	7.11e-07
A0A0K3CR03	A0A0K3CR03	A0A0K3CR03	119.26781	truedata_enz	3.11688e-06	9.93071307337663e-09	6.66e-06
A0A0K3CR05	A0A0K3CR05	A0A0K3CR05	36.58471000000001	truedata_enz	1.14192e-05	1.1860955027387121e-07	2.44e-05
A0A0K3CR14	A0A0K3CR14	A0A0K3CR14	90.29252	truedata_enz	7.1604e-07	3.013485502453581e-09	1.53e-06
A0A0K3CR15	A0A0K3CR15	A0A0K3CR15	14.876919999999998	truedata_enz	2.2557600000000002e-05	5.761870064502599e-07	4.82e-05
A0A0K3CR48	A0A0K3CR48	A0A0K3CR48	106.07003	truedata_enz	1.24488e-06	4.4598309249087605e-09	2.66e-06
A0A0K3CR59	A0A0K3CR59	A0A0K3CR59	115.48205	truedata_enz	1.5678e-05	5.1589316261704747e-08	3.35e-05
A0A0K3CR60	A0A0K3CR60	A0A0K3CR60	56.12237	truedata_enz	1.12788e-06	7.63678369249196e-09	2.41e-06
A0A0K3CR61	A0A0K3CR61	A0A0K3CR61	62.00392000000001	truedata_enz	1.7316e-05	1.0612361282964045e-07	3.7e-05
A0A0K3CR65	A0A0K3CR65	A0A0K3CR65	48.04931	truedata_enz	2.5459200000000002e-05	2.0134515979521873e-07	5.44e-05
A0A0K3CR71	A0A0K3CR71	A0A0K3CR71	53.94201999999999	truedata_enz	3.74868e-06	2.6407954318358864e-08	8.01e-06
A0A0K3CR81	A0A0K3CR81	A0A0K3CR81	107.74596	truedata_enz	5.616e-06	1.980658949996826e-08	1.2e-05
A0A0K3CR82	A0A0K3CR82	A0A0K3CR82	91.02149	truedata_enz	1.40868e-05	5.881011176591374e-08	3.01e-05
A0A0K3CRA6	A0A0K3CRA6	A0A0K3CRA6	30.52807	truedata_enz	4.7268e-06	5.883712923876288e-08	1.01e-05
A0A0K3CRB0	A0A0K3CRB0	A0A0K3CRB0	40.31381999999999	truedata_enz	2.2604400000000003e-05	2.1307015807482406e-07	4.83e-05
A0A0K3CRB5	A0A0K3CRB5	A0A0K3CRB5	42.18989	truedata_enz	2.8548e-06	2.571288998383262e-08	6.1e-06
A0A0K3CRB8	A0A0K3CRB8	A0A0K3CRB8	42.55605	truedata_enz	4.17924e-06	3.731810635620552e-08	8.93e-06
A0A0K3CRC8	A0A0K3CRC8	A0A0K3CRC8	45.064899999999994	truedata_enz	6.4116e-08	5.406442708183088e-10	1.37e-07
A0A0K3CRC9	A0A0K3CRC9	A0A0K3CRC9	21.486669999999997	truedata_enz	0.000144612	2.557518684840415e-06	0.000309
A0A0K3CRE0	A0A0K3CRE0	A0A0K3CRE0	35.66751	truedata_enz	2.2604400000000003e-05	2.4082623093117524e-07	4.83e-05
A0A0K3CRJ4	A0A0K3CRJ4	A0A0K3CRJ4	63.173760000000016	truedata_enz	1.7503200000000001e-06	1.0528447254049781e-08	3.74e-06
A0A0K3CRK1	A0A0K3CRK1	A0A0K3CRK1	64.6343	truedata_enz	4.5489600000000006e-06	2.674438804164353e-08	9.72e-06
A0A0K3CRL3	A0A0K3CRL3	A0A0K3CRL3	48.84722	truedata_enz	2.8828800000000004e-05	2.2426954901425304e-07	6.16e-05
A0A0K3CRN6	A0A0K3CRN6	A0A0K3CRN6	90.23315	truedata_enz	3.6363600000000005e-05	1.5313848624369206e-07	7.77e-05
A0A0K3CRP2	A0A0K3CRP2	A0A0K3CRP2	48.65157000000001	truedata_enz	8.4708e-06	6.616238694866374e-08	1.81e-05
A0A0K3CRQ5	A0A0K3CRQ5	A0A0K3CRQ5	41.792959999999994	truedata_enz	3.23856e-06	2.94464139414868e-08	6.92e-06
A0A0K3CRS0	A0A0K3CRS0	A0A0K3CRS0	89.30143999999997	truedata_enz	2.37276e-06	1.0096688250491822e-08	5.07e-06
A0A0K3CRT4	A0A0K3CRT4	A0A0K3CRT4	41.38342999999999	truedata_enz	2.89224e-07	2.655775995368195e-09	6.18e-07
A0A0K3CRV6	A0A0K3CRV6	A0A0K3CRV6	150.03407	truedata_enz	8.236800000000001e-05	2.086182158492401e-07	0.000176
A0A0K3CRX0	A0A0K3CRX0	A0A0K3CRX0	35.63302000000001	truedata_enz	7.722000000000001e-07	8.234946125812518e-09	1.65e-06
A0A0K3CRX2	A0A0K3CRX2	A0A0K3CRX2	35.18551	truedata_enz	8.049600000000002e-06	8.693487745381552e-08	1.72e-05
A0A0K3CRX4	A0A0K3CRX4	A0A0K3CRX4	81.44861	truedata_enz	7.9092e-07	3.6900519235380446e-09	1.69e-06
A0A0K3CS16	A0A0K3CS16	A0A0K3CS16	69.93725000000002	truedata_enz	2.5459199999999998e-06	1.383310896553696e-08	5.44e-06
A0A0K3CS17	A0A0K3CS17	A0A0K3CS17	36.8677	truedata_enz	1.9375200000000002e-06	1.9970261231375976e-08	4.14e-06
A0A0K3CS20	A0A0K3CS20	A0A0K3CS20	35.5012	truedata_enz	3.0841200000000006e-05	3.301199959437992e-07	6.59e-05
A0A0K3CS25	A0A0K3CS25	A0A0K3CS25	48.18675999999999	truedata_enz	9.360000000000002e-08	7.381280667137615e-10	2.0000000000000002e-07
A0A0K3CS43	A0A0K3CS43	A0A0K3CS43	73.76307	truedata_enz	5.9904e-05	3.0860320754003325e-07	0.000128
A0A0K3CS59	A0A0K3CS59	A0A0K3CS59	128.79728	truedata_enz	4.53492e-06	1.3379704913023009e-08	9.69e-06
A0A0K3CS60	A0A0K3CS60	A0A0K3CS60	63.787949999999995	truedata_enz	1.01556e-07	6.049932628341247e-10	2.17e-07
A0A0K3CS73	A0A0K3CS73	A0A0K3CS73	31.01787	truedata_enz	4.38984e-06	5.377994040209725e-08	9.38e-06
A0A0K3CS76	A0A0K3CS76	A0A0K3CS76	24.34042	truedata_enz	5.148e-07	8.037001826591324e-09	1.1e-06
A0A0K3CS82	A0A0K3CS82	A0A0K3CS82	108.48153	truedata_enz	2.8688400000000002e-06	1.0049260920269101e-08	6.13e-06
A0A0K3CS85	A0A0K3CS85	A0A0K3CS85	25.35926	truedata_enz	3.7206000000000004e-06	5.575194228853682e-08	7.95e-06
A0A0K3CS93	A0A0K3CS93	A0A0K3CS93	41.238519999999994	truedata_enz	6.2244e-07	5.735588959060607e-09	1.33e-06
A0A0K3CSE3	A0A0K3CSE3	A0A0K3CSE3	43.725100000000005	truedata_enz	1.8813600000000002e-05	1.635026106286778e-07	4.02e-05
A0A0K3CSH2	A0A0K3CSH2	A0A0K3CSH2	77.42471	truedata_enz	1.2402000000000001e-05	6.086893964472067e-08	2.65e-05
A0A0K3CSH6	A0A0K3CSH6	A0A0K3CSH6	52.075579999999995	truedata_enz	2.00304e-05	1.4616355689173314e-07	4.28e-05
A0A0K3CSL3	A0A0K3CSL3	A0A0K3CSL3	46.02031999999999	truedata_enz	1.755e-07	1.4491424657629502e-09	3.75e-07
A0A0K3CSL7	A0A0K3CSL7	A0A0K3CSL7	82.30314999999997	truedata_enz	6.458400000000002e-08	2.9818931596178294e-10	1.3800000000000002e-07
A0A0K3CSS5	A0A0K3CSS5	A0A0K3CSS5	53.14459	truedata_enz	1.3104e-05	9.369758991460843e-08	2.8e-05
A0A0K3CST5	A0A0K3CST5	A0A0K3CST5	104.9797	truedata_enz	1.1466000000000002e-07	4.15040241113282e-10	2.4500000000000004e-07
A0A0K3CSX5	A0A0K3CSX5	A0A0K3CSX5	46.108250000000005	truedata_enz	1.04364e-05	8.601133202843308e-08	2.23e-05
A0A0K3CSZ7	A0A0K3CSZ7	A0A0K3CSZ7	60.68594999999999	truedata_enz	5.2884000000000004e-05	3.311461713955208e-07	0.000113
A0A0K3CT00	A0A0K3CT00	A0A0K3CT00	126.05120000000002	truedata_enz	6.6924000000000005e-06	2.0175230382574697e-08	1.43e-05
A0A0K3CT44	A0A0K3CT44	A0A0K3CT44	22.39767	truedata_enz	1.18872e-05	2.0167883534314062e-07	2.54e-05
A0A0K3CTE3	A0A0K3CTE3	A0A0K3CTE3	72.90763999999999	truedata_enz	9.36e-07	4.878501073412883e-09	2e-06
A0A0K3CTJ5	A0A0K3CTJ5	A0A0K3CTJ5	69.2322	truedata_enz	1.3338000000000002e-05	7.32092870080685e-08	2.85e-05
A0A0K3CTL0	A0A0K3CTL0	A0A0K3CTL0	148.61373	truedata_enz	1.9281600000000002e-05	4.9302362574440463e-08	4.12e-05
A0A0K3CTP7	A0A0K3CTP7	A0A0K3CTP7	75.81178	truedata_enz	2.2557600000000002e-05	1.1306802188261508e-07	4.82e-05
A0A0K3CTS1	A0A0K3CTS1	A0A0K3CTS1	41.298370000000006	truedata_enz	4.609800000000001e-07	4.241629875464819e-09	9.85e-07
A0A0K3CTX1	A0A0K3CTX1	A0A0K3CTX1	131.94939	truedata_enz	3.6878400000000008e-06	1.0620581118260573e-08	7.88e-06
A0A0K3CTX8	A0A0K3CTX8	A0A0K3CTX8	43.96194	truedata_enz	4.0669200000000005e-07	3.515380804395803e-09	8.690000000000001e-07
A0A0K3CU01	A0A0K3CU01	A0A0K3CU01	99.90416	truedata_enz	4.0482e-05	1.539791736400166e-07	8.65e-05
A0A0K3CU29	A0A0K3CU29	A0A0K3CU29	57.55214	truedata_enz	1.38528e-05	9.146599935293457e-08	2.96e-05
A0A0K3CU94	A0A0K3CU94	A0A0K3CU94	49.92165	truedata_enz	3.7206e-05	2.832093891127397e-07	7.95e-05
A0A0K3CUB9	A0A0K3CUB9	A0A0K3CUB9	55.88673	truedata_enz	1.41804e-05	9.641916784181146e-08	3.03e-05
A0A0K3CUD5	A0A0K3CUD5	A0A0K3CUD5	21.89981	truedata_enz	1.8486000000000002e-06	3.2076442672333696e-08	3.95e-06
A0A0K3CUF5	A0A0K3CUF5	A0A0K3CUF5	32.20981	truedata_enz	3.5146800000000003e-06	4.146495741514775e-08	7.51e-06
A0A0K3CUR5	A0A0K3CUR5	A0A0K3CUR5	91.7665	truedata_enz	7.722000000000002e-06	3.197637482087691e-08	1.65e-05
A0A0K3CUS4	A0A0K3CUS4	A0A0K3CUS4	65.10168999999999	truedata_enz	1.65672e-06	9.67031117010941e-09	3.54e-06
A0A0K3CUS9	A0A0K3CUS9	A0A0K3CUS9	125.69305	truedata_enz	6.0372e-07	1.8251892208837323e-09	1.29e-06
A0A0K3CUV2	A0A0K3CUV2	A0A0K3CUV2	64.64547999999999	truedata_enz	4.3851600000000005e-06	2.5776911239579323e-08	9.37e-06
A0A0K3CUY0	A0A0K3CUY0	A0A0K3CUY0	58.76624	truedata_enz	2.0170800000000004e-06	1.3043039677202423e-08	4.31e-06
A0A0K3CV08	A0A0K3CV08	A0A0K3CV08	66.9688	truedata_enz	1.51164e-05	8.577474883826498e-08	3.23e-05
A0A0K3CV37	A0A0K3CV37	A0A0K3CV37	41.32010999999999	truedata_enz	7.3008000000000005e-06	6.714173800602179e-08	1.56e-05
A0A0K3CVA2	A0A0K3CVA2	A0A0K3CVA2	43.70437999999999	truedata_enz	6.786000000000001e-08	5.900278187220597e-10	1.4500000000000001e-07
A0A0K3CVF2	A0A0K3CVF2	A0A0K3CVF2	124.84756000000004	truedata_enz	0.000232128	7.065307483782621e-07	0.000496
A0A0K3CVH7	A0A0K3CVH7	A0A0K3CVH7	21.67257	truedata_enz	1.404e-06	2.4617292734548787e-08	3e-06
A0A0K3CVI8	A0A0K3CVI8	A0A0K3CVI8	55.14994000000001	truedata_enz	4.3009200000000006e-07	2.963465780742463e-09	9.190000000000001e-07
A0A0K3CVZ1	A0A0K3CVZ1	A0A0K3CVZ1	58.91377	truedata_enz	5.194800000000001e-06	3.350700523833393e-08	1.11e-05
A0A0K3CVZ5	A0A0K3CVZ5	A0A0K3CVZ5	126.01728000000004	truedata_enz	0.00013712400000000002	4.134918639729408e-07	0.000293
A0A0K3CW17	A0A0K3CW17	A0A0K3CW17	32.82350000000001	truedata_enz	2.62548e-06	3.039536917147775e-08	5.61e-06
A0A0K3CW30	A0A0K3CW30	A0A0K3CW30	69.13282999999998	truedata_enz	1.7784000000000002e-06	9.775268855621854e-09	3.8e-06
A0A0K3CWE4	A0A0K3CWE4	A0A0K3CWE4	33.010630000000006	truedata_enz	6.6456e-06	7.650044849189488e-08	1.42e-05
ASC1	ASC1	A0A2T0A1B8	34.56024999999999	truedata_enz	0.0017362800000000002	1.909090356695916e-05	0.00371
IMG1	IMG1	A0A0K3CG46	27.19432	truedata_enz	4.6800000000000006e-05	6.539600916662009e-07	0.0001
IMG2	IMG2	A0A0K3CAB0	17.528899999999993	truedata_ribo	0.00010342800000000001	2.2421623718544816e-06	0.000221
MNP1	MNP1	A0A2T0A9D4	14.49681	truedata_ribo	0.000104832	2.7479259230134078e-06	0.000224
MRP17	MRP17	A0A2S9ZZQ8	12.91471	truedata_ribo	5.6628e-05	1.6662116299940147e-06	0.000121
MRP2	MRP2	A0A0K3CTE0	12.39816	truedata_ribo	1.89072e-05	5.795001838982558e-07	4.04e-05
MRP20	MRP20	A0A2T0AG19	37.92035	truedata_ribo	9.7812e-05	9.801744973345446e-07	0.000209
MRP4	MRP4	A0A2T0AFW5	41.62155	truedata_ribo	7.4412e-05	6.793730651549499e-07	0.000159
MRP7	MRP7	A0A0K3C8M2	21.375139999999995	truedata_enz	7.4412e-05	1.3228713355795568e-06	0.000159
MRPL1	MRPL1	A0A2T0AAZ1	56.66036999999999	truedata_enz	0.00021265920000000004	1.4262260553540337e-06	0.00045440000000000004
MRPL10	MRPL10	A0A2T0AIR1	33.99642	truedata_ribo	9.4536e-05	1.0566900867797256e-06	0.000202
MRPL11	MRPL11	A0A2S9ZZI7	33.21672000000001	truedata_enz	0.000212472	2.430684305976026e-06	0.000454
MRPL16	MRPL16	A0A2T0AE58	27.751159999999995	truedata_ribo	4.2775200000000003e-05	5.857260020842374e-07	9.14e-05
MRPL17	MRPL17	A0A2T0ACE2	26.11435999999999	truedata_ribo	8.19e-05	1.1917580978434857e-06	0.000175
MRPL19	MRPL19	A0A2T0A002	20.13229	truedata_ribo	0.000172224	3.250753888405144e-06	0.000368
MRPL20	MRPL20	A0A2T0A2S9	28.49319	truedata_enz	1.18872e-05	1.5853388125373118e-07	2.54e-05
MRPL22	MRPL22	A0A0K3CLZ4	30.798139999999997	truedata_ribo	4.5489600000000006e-05	5.612692195048143e-07	9.72e-05
MRPL23	MRPL23	A0A0K3CR35	19.72349	truedata_enz	9.9684e-05	1.9205485438936012e-06	0.000213
MRPL24	MRPL24	A0A0K3C661	17.177639999999997	truedata_enz	5.6628e-05	1.2527122468511392e-06	0.000121
MRPL28	MRPL28	A0A0K3CEQ8	21.530370000000005	truedata_ribo	7.7688e-05	1.3711533986643051e-06	0.000166
MRPL3	MRPL3	A0A0K3CD55	54.676820000000006	truedata_ribo	0.000277524	1.928772009784036e-06	0.000593
MRPL31	MRPL31	A0A0K3CDM0	12.18606	truedata_ribo	7.6284000000000005e-06	2.3787770616589778e-07	1.63e-05
MRPL33	MRPL33	A0A0K3CR01	19.679539999999996	truedata_ribo	3.61764e-05	6.985443765453868e-07	7.73e-05
MRPL35	MRPL35	A0A2T0AI50	43.17547	truedata_enz	6.6456e-05	5.848987862784123e-07	0.000142
MRPL37	MRPL37	A0A0K3CK99	14.318220000000002	truedata_ribo	8.7984e-06	2.335061201741557e-07	1.88e-05
MRPL39	MRPL39	A0A2T0AGK8	6.460689999999999	truedata_enz	3.12624e-05	1.8387683049333745e-06	6.68e-05
MRPL4	MRPL4	A0A0K3CPB7	33.40255	truedata_enz	8.002800000000001e-05	9.104286948152165e-07	0.000171
MRPL49	MRPL49	A0A0K3CNU6	30.647499999999994	truedata_enz	0.000122616	1.5203223753976674e-06	0.000262
MRPL51	MRPL51	A0A0K3CSD2	16.18456	truedata_ribo	0.000117936	2.7690391335939933e-06	0.000252
MRPL6	MRPL6	A0A0K3CLE7	26.615359999999995	truedata_ribo	8.424e-05	1.2027340603320793e-06	0.00018
MRPL7	MRPL7	A0A2T0ACG3	36.41417	truedata_ribo	7.7688e-05	8.107129724500106e-07	0.000166
MRPL9	MRPL9	A0A0K3CGX9	35.46527	truedata_ribo	5.8500000000000006e-05	6.268103978906689e-07	0.000125
MRPS16	MRPS16	A0A0K3CNJ8	18.94077	truedata_ribo	7.722000000000001e-05	1.5492295191800546e-06	0.000165
MRPS18	MRPS18	A0A2T0A7N7	28.00061999999999	truedata_ribo	6.2712e-05	8.510725833927967e-07	0.000134
MRPS28	MRPS28	A0A0K3CAI3	37.42640999999999	truedata_ribo	3.6036000000000005e-05	3.6588280842324994e-07	7.7e-05
MRPS5	MRPS5	A0A2T0A377	38.57056	truedata_ribo	0.000174096	1.7152066239121237e-06	0.000372
MRPS8	MRPS8	A0A2T0A4D3	17.41899	truedata_ribo	5.1948000000000005e-05	1.1332597354955712e-06	0.000111
MRPS9	MRPS9	A0A0K3C8M3	44.112300000000005	truedata_ribo	0.000116064	9.998190980746867e-07	0.000248
NAM9	NAM9	A0A2T0A064	34.69019000000001	truedata_ribo	8.3304e-05	9.125208019904185e-07	0.000178
RML2	RML2	A0A0K3CFA8	44.643559999999994	truedata_ribo	0.000146016	1.2428686242763795e-06	0.000312
RPL10	RPL10	A0A2T0AFD2	24.85646	truedata_ribo	0.0006004440000000001	9.179453550505585e-06	0.001283
RPL11A	RPL11A	A0A2T0A4C1	20.30915	truedata_ribo	0.00028173600000000004	5.271499791965691e-06	0.000602
RPL12A	RPL12A	A0A2T0A1D0	19.32091	truedata_ribo	0.00055458	1.0907374445613587e-05	0.001185
RPL13A	RPL13A	A0A2T0AH20	24.272639999999996	truedata_ribo	0.00024850800000000004	3.890513763644994e-06	0.000531
RPL14A	RPL14A	A0A0K3CGW2	14.31572	truedata_ribo	3.7674000000000006e-05	1.000027941312068e-06	8.05e-05
RPL14B	RPL14B	A0A061AZX1	15.879239999999996	truedata_ribo	0.000718848	1.720247568523431e-05	0.001536
RPL15A	RPL15A	A0A0K3CE31	24.168569999999995	truedata_ribo	0.000395928	6.225136199617935e-06	0.000846
RPL16A	RPL16A	A0A061BF01	22.82169	truedata_ribo	0.000625248	1.0410895950299913e-05	0.001336
RPL17A	RPL17A	A0A2T0A196	21.29301	truedata_ribo	0.00078156	1.3947901212651479e-05	0.00167
RPL18A	RPL18A	A0A061AD89	21.34564	truedata_ribo	0.00043570800000000004	7.756574176272064e-06	0.000931
RPL19A	RPL19A	A0A061AEC3	22.68015	truedata_ribo	0.0007502040000000001	1.256947242412418e-05	0.001603
RPL1A	RPL1A	A0A061AI54	24.656789999999997	truedata_ribo	0.000549432	8.467613180791174e-06	0.001174
RPL20A	RPL20A	A0A061BNJ5	20.57084	truedata_ribo	0.0005737680000000001	1.0599073251262469e-05	0.001226
RPL21A	RPL21A	A0A0K3CML8	23.40468	truedata_ribo	4.9608000000000003e-05	8.054389122175567e-07	0.000106
RPL21B	RPL21B	A0A061BL35	18.31196	truedata_ribo	0.000529776	1.0993628208012688e-05	0.001132
RPL22A	RPL22A	A0A0K3CLS2	14.47541	truedata_enz	0.000464256	1.2187377076020646e-05	0.000992
RPL23A	RPL23A	A0A061AUT5	15.104509999999998	truedata_ribo	0.00046378799999999997	1.1668001146677384e-05	0.000991
RPL24A	RPL24A	A0A2T0A9Z0	26.894639999999995	truedata_enz	2.2557600000000002e-05	3.1872105371181774e-07	4.82e-05
RPL25	RPL25	A0A061BB67	16.77866	truedata_ribo	0.00054756	1.2401037985154954e-05	0.00117
