id	rxn_src	enz	protein_stoich
RXN-GENERIC_fe2metal2_m_FWD-SPONT	GENERIC_fe2metal2_m		zeroCost
RXN-GENERIC_fe3feCATION_c_FWD-SPONT	GENERIC_fe3feCATION_c		zeroCost
RXN-GENERIC_fe3feCATION_e_FWD-SPONT	GENERIC_fe3feCATION_e		zeroCost
RXN-GENERIC_hCATION1_c_FWD-SPONT	GENERIC_hCATION1_c		zeroCost
RXN-GENERIC_hCATION1_e_FWD-SPONT	GENERIC_hCATION1_e		zeroCost
RXN-GENERIC_hCATION1_en_FWD-SPONT	GENERIC_hCATION1_en		zeroCost
RXN-GENERIC_hCATION1_g_FWD-SPONT	GENERIC_hCATION1_g		zeroCost
RXN-GENERIC_hCATION1_gm_FWD-SPONT	GENERIC_hCATION1_gm		zeroCost
RXN-GENERIC_hCATION1_l_FWD-SPONT	GENERIC_hCATION1_l		zeroCost
RXN-GENERIC_hCATION1_m_FWD-SPONT	GENERIC_hCATION1_m		zeroCost
RXN-GENERIC_hCATION1_mm_FWD-SPONT	GENERIC_hCATION1_mm		zeroCost
RXN-GENERIC_hCATION1_n_FWD-SPONT	GENERIC_hCATION1_n		zeroCost
RXN-GENERIC_hCATION1_r_FWD-SPONT	GENERIC_hCATION1_r		zeroCost
RXN-GENERIC_hCATION1_rm_FWD-SPONT	GENERIC_hCATION1_rm		zeroCost
RXN-GENERIC_hCATION1_v_FWD-SPONT	GENERIC_hCATION1_v		zeroCost
RXN-GENERIC_hCATION1_vm_FWD-SPONT	GENERIC_hCATION1_vm		zeroCost
RXN-GENERIC_hCATION1_x_FWD-SPONT	GENERIC_hCATION1_x		zeroCost
RXN-GENERIC_hemeAheme_c_FWD-SPONT	GENERIC_hemeAheme_c		zeroCost
RXN-GENERIC_hemeAheme_m_FWD-SPONT	GENERIC_hemeAheme_m		zeroCost
RXN-GENERIC_hemeOheme_m_FWD-SPONT	GENERIC_hemeOheme_m		zeroCost
RXN-GENERIC_kCATION1_c_FWD-SPONT	GENERIC_kCATION1_c		zeroCost
RXN-GENERIC_kCATION1_e_FWD-SPONT	GENERIC_kCATION1_e		zeroCost
RXN-GENERIC_kCATION1_m_FWD-SPONT	GENERIC_kCATION1_m		zeroCost
RXN-GENERIC_mg2metal2_c_FWD-SPONT	GENERIC_mg2metal2_c		zeroCost
RXN-GENERIC_mg2metal2_e_FWD-SPONT	GENERIC_mg2metal2_e		zeroCost
RXN-GENERIC_mg2mg2ormn2_c_FWD-SPONT	GENERIC_mg2mg2ormn2_c		zeroCost
RXN-GENERIC_mg2mg2ormn2_e_FWD-SPONT	GENERIC_mg2mg2ormn2_e		zeroCost
RXN-GENERIC_mn2metal2_c_FWD-SPONT	GENERIC_mn2metal2_c		zeroCost
RXN-GENERIC_mn2metal2_e_FWD-SPONT	GENERIC_mn2metal2_e		zeroCost
RXN-GENERIC_mn2mg2ormn2_c_FWD-SPONT	GENERIC_mn2mg2ormn2_c		zeroCost
RXN-GENERIC_mn2mg2ormn2_e_FWD-SPONT	GENERIC_mn2mg2ormn2_e		zeroCost
RXN-GENERIC_na1CATION1_c_FWD-SPONT	GENERIC_na1CATION1_c		zeroCost
RXN-GENERIC_na1CATION1_e_FWD-SPONT	GENERIC_na1CATION1_e		zeroCost
RXN-GENERIC_ni2metal2_c_FWD-SPONT	GENERIC_ni2metal2_c		zeroCost
RXN-GENERIC_ni2metal2_e_FWD-SPONT	GENERIC_ni2metal2_e		zeroCost
RXN-GENERIC_phemeheme_m_FWD-SPONT	GENERIC_phemeheme_m		zeroCost
RXN-GENERIC_shemeheme_c_FWD-SPONT	GENERIC_shemeheme_c		zeroCost
RXN-GENERIC_zn2metal2_c_FWD-SPONT	GENERIC_zn2metal2_c		zeroCost
RXN-GENERIC_zn2metal2_e_FWD-SPONT	GENERIC_zn2metal2_e		zeroCost
RXN-GF6PTA_c_FWD-rt3730rt3731	GF6PTA_c	rt3730rt3731	rt3730:1,rt3731:1
RXN-GGTT_c_FWD-SPONT	GGTT_c		zeroCost
RXN-GGTT_l_FWD-rt4281	GGTT_l	rt4281	rt4281:1
RXN-GHMT2r_c_FWD-rt1299	GHMT2r_c	rt1299	rt1299:1
RXN-GHMT2r_c_REV-rt1299	GHMT2r_c	rt1299	rt1299:1
RXN-GHMT2r_m_FWD-UNKNOWN	GHMT2r_m	UNKNOWN	zeroCost
RXN-GHMT2r_m_REV-UNKNOWN	GHMT2r_m	UNKNOWN	zeroCost
RXN-GHMT3_m_FWD-UNKNOWN	GHMT3_m	UNKNOWN	zeroCost
RXN-GK1_c_FWD-rt3157	GK1_c	rt3157	rt3157:1
RXN-GK1_c_FWD-rt3670	GK1_c	rt3670	rt3670:1
RXN-GK2_c_FWD-rt3157	GK2_c	rt3157	rt3157:1
RXN-GK2_c_REV-rt3157	GK2_c	rt3157	rt3157:1
RXN-GLCDx_c_FWD-rt0298	GLCDx_c	rt0298	rt0298:1
RXN-GLCDx_c_FWD-rt5828	GLCDx_c	rt5828	rt5828:1
RXN-GLCDx_c_REV-rt0298	GLCDx_c	rt0298	rt0298:1
RXN-GLCDx_c_REV-rt5828	GLCDx_c	rt5828	rt5828:1
RXN-GLCGSD_c_FWD-rt4271	GLCGSD_c	rt4271	rt4271:1
RXN-GLCGSD_v_FWD-rt6375	GLCGSD_v	rt6375	rt6375:1
RXN-GLCNtps_e_FWD-rt0518	GLCNtps_e	rt0518	rt0518:1
RXN-GLCNtps_e_REV-rt0518	GLCNtps_e	rt0518	rt0518:1
RXN-GLCP_c_FWD-rt5888	GLCP_c	rt5888	rt5888:1
RXN-GLCt_c_e_FWD-rt1375	GLCt_c_e	rt1375	rt1375:1
RXN-GLCt_c_e_FWD-rt1473	GLCt_c_e	rt1473	rt1473:1
RXN-GLCt_c_e_FWD-rt1480	GLCt_c_e	rt1480	rt1480:1
RXN-GLCt_c_e_FWD-rt2336	GLCt_c_e	rt2336	rt2336:1
RXN-GLCt_c_e_FWD-rt2496	GLCt_c_e	rt2496	rt2496:1
RXN-GLCt_c_e_FWD-rt2707	GLCt_c_e	rt2707	rt2707:1
RXN-GLCt_c_e_FWD-rt2833	GLCt_c_e	rt2833	rt2833:1
RXN-GLCt_c_e_FWD-rt3556	GLCt_c_e	rt3556	rt3556:1
RXN-GLCt_c_e_FWD-rt4674	GLCt_c_e	rt4674	rt4674:1
RXN-GLCt_c_e_FWD-rt7817	GLCt_c_e	rt7817	rt7817:1
RXN-GLCt_c_r_FWD-SPONT	GLCt_c_r		zeroCost
RXN-GLCt_c_r_REV-SPONT	GLCt_c_r		zeroCost
RXN-GLCt_c_v_FWD-rt7394	GLCt_c_v	rt7394	rt7394:1
RXN-GLCt_c_v_REV-rt7394	GLCt_c_v	rt7394	rt7394:1
RXN-GLCtps_e_FWD-rt3525	GLCtps_e	rt3525	rt3525:1
RXN-GLCtps_e_REV-rt3525	GLCtps_e	rt3525	rt3525:1
RXN-GLNS_c_FWD-rt3476	GLNS_c	rt3476	rt3476:1
RXN-GLNTRS_c_FWD-rt5012	GLNTRS_c	rt5012	rt5012:1
RXN-GLNt_c_n_FWD-SPONT	GLNt_c_n		zeroCost
RXN-GLNt_c_n_REV-SPONT	GLNt_c_n		zeroCost
RXN-GLNtpa_v_FWD-rt7819	GLNtpa_v	rt7819	rt7819:1
RXN-GLU5K_c_FWD-rt6820	GLU5K_c	rt6820	rt6820:1
RXN-GLUCYS_c_FWD-rt3639	GLUCYS_c	rt3639	rt3639:1
RXN-GLUCYS_c_FWD-rt3654	GLUCYS_c	rt3654	rt3654:1
RXN-GLUDC_c_FWD-rt1066	GLUDC_c	rt1066	rt1066:1
RXN-GLUDC_c_FWD-rt1067	GLUDC_c	rt1067	rt1067:1
RXN-GLUDC_c_FWD-rt2354	GLUDC_c	rt2354	rt2354:1
RXN-GLUDxi_c_FWD-rt1488	GLUDxi_c	rt1488	rt1488:1
RXN-GLUDy_c_FWD-rt3880	GLUDy_c	rt3880	rt3880:1
RXN-GLUN_c_FWD-rt5611	GLUN_c	rt5611	rt5611:1
RXN-GLUN_e_FWD-rt1675	GLUN_e	rt1675	rt1675:1
RXN-GLUN_e_FWD-rt5259	GLUN_e	rt5259	rt5259:1
RXN-GLUPRT_c_FWD-rt6932	GLUPRT_c	rt6932	rt6932:1
RXN-GLUR_c_FWD-rt4701	GLUR_c	rt4701	rt4701:1
RXN-GLUR_c_REV-rt4701	GLUR_c	rt4701	rt4701:1
RXN-GLUSx_c_FWD-rt7345	GLUSx_c	rt7345	rt7345:1
RXN-GLUTCOADH_m_FWD-rt3621	GLUTCOADH_m	rt3621	rt3621:1
RXN-GLUTCOADH_m_REV-rt3621	GLUTCOADH_m	rt3621	rt3621:1
RXN-GLUTRS_c_FWD-rt2385	GLUTRS_c	rt2385	rt2385:1
RXN-GLUTRS_m_FWD-rt6197	GLUTRS_m	rt6197	rt6197:1
RXN-GLUt_c_m_FWD-rt4150	GLUt_c_m	rt4150	rt4150:1
RXN-GLUt_c_m_FWD-rt8431	GLUt_c_m	rt8431	rt8431:1
RXN-GLUt_c_n_FWD-SPONT	GLUt_c_n		zeroCost
RXN-GLUt_c_n_REV-SPONT	GLUt_c_n		zeroCost
RXN-GLUtps_e_FWD-rt0594	GLUtps_e	rt0594	rt0594:1
RXN-GLUtps_e_FWD-rt5861	GLUtps_e	rt5861	rt5861:1
RXN-GLUtps_e_REV-rt0594	GLUtps_e	rt0594	rt0594:1
RXN-GLUtps_e_REV-rt5861	GLUtps_e	rt5861	rt5861:1
RXN-GLXt_c_e_FWD-SPONT	GLXt_c_e		zeroCost
RXN-GLXt_c_e_REV-SPONT	GLXt_c_e		zeroCost
RXN-GLXt_c_x_FWD-SPONT	GLXt_c_x		zeroCost
RXN-GLXt_c_x_REV-SPONT	GLXt_c_x		zeroCost
RXN-GLYC3Pt_c_l_FWD-SPONT	GLYC3Pt_c_l		zeroCost
RXN-GLYC3Pt_c_l_REV-SPONT	GLYC3Pt_c_l		zeroCost
RXN-GLYC3Pt_c_m_FWD-SPONT	GLYC3Pt_c_m		zeroCost
RXN-GLYC3Pt_c_m_REV-SPONT	GLYC3Pt_c_m		zeroCost
RXN-GLYC3Pt_c_rm_FWD-SPONT	GLYC3Pt_c_rm		zeroCost
RXN-GLYC3Pt_c_rm_REV-SPONT	GLYC3Pt_c_rm		zeroCost
RXN-GLYC3Pt_c_x_FWD-SPONT	GLYC3Pt_c_x		zeroCost
RXN-GLYC3Pt_c_x_REV-SPONT	GLYC3Pt_c_x		zeroCost
RXN-GLYC3Pt_m_mm_FWD-SPONT	GLYC3Pt_m_mm		zeroCost
RXN-GLYC3Pt_m_mm_REV-SPONT	GLYC3Pt_m_mm		zeroCost
RXN-GLYCDy_c_FWD-rt3388	GLYCDy_c	rt3388	rt3388:1
RXN-GLYCK_c_FWD-rt1670	GLYCK_c	rt1670	rt1670:1
RXN-GLYCL_m_FWD-rt1672rt1837rt4530rt6816	GLYCL_m	rt1672rt1837rt4530rt6816	rt1672:1,rt1837:1,rt4530:1,rt6816:1
RXN-GLYCL_m_REV-rt1672rt1837rt4530rt6816	GLYCL_m	rt1672rt1837rt4530rt6816	rt1672:1,rt1837:1,rt4530:1,rt6816:1
RXN-GLYCOGENt_c_v_FWD-SPONT	GLYCOGENt_c_v		zeroCost
RXN-GLYCt_c_l_FWD-SPONT	GLYCt_c_l		zeroCost
RXN-GLYCt_c_l_REV-SPONT	GLYCt_c_l		zeroCost
RXN-GLYCt_c_m_FWD-SPONT	GLYCt_c_m		zeroCost
RXN-GLYCtps_e_FWD-rt2336	GLYCtps_e	rt2336	rt2336:1
RXN-GLYCtps_e_REV-rt2336	GLYCtps_e	rt2336	rt2336:1
RXN-GLYGS_c_FWD-rt1228rt5634	GLYGS_c	rt1228rt5634	rt1228:1,rt5634:1
RXN-GLYK_c_FWD-rt2654	GLYK_c	rt2654	rt2654:1
RXN-GLYOX_c_FWD-rt4673	GLYOX_c	rt4673	rt4673:1
RXN-GLYOX_m_FWD-rt5195	GLYOX_m	rt5195	rt5195:1
RXN-GLYTRS_c_FWD-rt7136	GLYTRS_c	rt7136	rt7136:1
RXN-GLYt_c_m_FWD-rt0066	GLYt_c_m	rt0066	rt0066:1
RXN-GLYt_c_m_FWD-rt4150	GLYt_c_m	rt4150	rt4150:1
RXN-GLYt_c_m_REV-rt0066	GLYt_c_m	rt0066	rt0066:1
RXN-GLYt_c_m_REV-rt4150	GLYt_c_m	rt4150	rt4150:1
RXN-GLYtps_e_FWD-rt0594	GLYtps_e	rt0594	rt0594:1
RXN-GLYtps_e_FWD-rt4390	GLYtps_e	rt4390	rt4390:1
RXN-GLYtps_e_FWD-rt5861	GLYtps_e	rt5861	rt5861:1
RXN-GLYtps_e_REV-rt0594	GLYtps_e	rt0594	rt0594:1
RXN-GLYtps_e_REV-rt4390	GLYtps_e	rt4390	rt4390:1
RXN-GLYtps_e_REV-rt5861	GLYtps_e	rt5861	rt5861:1
RXN-GMAND_c_FWD-rt2621	GMAND_c	rt2621	rt2621:1
RXN-GMAND_c_FWD-rt3255	GMAND_c	rt3255	rt3255:1
RXN-GMPS2_c_FWD-rt7388	GMPS2_c	rt7388	rt7388:1
RXN-GND_c_FWD-rt2224	GND_c	rt2224	rt2224:1
RXN-GND_c_FWD-rt6799	GND_c	rt6799	rt6799:1
RXN-GNK_c_FWD-rt8291	GNK_c	rt8291	rt8291:1
RXN-GPIA10a_r_FWD-rt0563	GPIA10a_r	rt0563	rt0563:1
RXN-GPIA10a_r_FWD-rt5724	GPIA10a_r	rt5724	rt5724:1
RXN-GPIA1_c_FWD-TRUErt3458rt5371rt5395	GPIA1_c	TRUErt3458rt5371rt5395	TRUE:1,rt3458:1,rt5371:1,rt5395:1
RXN-GPIA1_c_FWD-rt3458rt5371rt5395rt6785	GPIA1_c	rt3458rt5371rt5395rt6785	rt3458:1,rt5371:1,rt5395:1,rt6785:1
RXN-GPIA2_c_FWD-rt1519	GPIA2_c	rt1519	rt1519:1
RXN-GPIA3_c_r_FWD-rt3333	GPIA3_c_r	rt3333	rt3333:1
RXN-GPIA4_r_FWD-rt3077	GPIA4_r	rt3077	rt3077:1
RXN-GPIA5_r_FWD-rt1537	GPIA5_r	rt1537	rt1537:1
RXN-GPIA5_r_REV-rt1537	GPIA5_r	rt1537	rt1537:1
RXN-GPIA6_r_FWD-rt3077	GPIA6_r	rt3077	rt3077:1
RXN-GPIA6_r_REV-rt3077	GPIA6_r	rt3077	rt3077:1
RXN-GPIA7_r_FWD-rt4593	GPIA7_r	rt4593	rt4593:1
RXN-GPIA7_r_REV-rt4593	GPIA7_r	rt4593	rt4593:1
RXN-GPIA8a_r_FWD-rt0237	GPIA8a_r	rt0237	rt0237:1
RXN-GPIA8b_r_FWD-rt0563	GPIA8b_r	rt0563	rt0563:1
RXN-GPIA8b_r_FWD-rt4069	GPIA8b_r	rt4069	rt4069:1
RXN-GPIA9a_r_FWD-rt4069	GPIA9a_r	rt4069	rt4069:1
RXN-GRTT_c_FWD-rt4576	GRTT_c	rt4576	rt4576:1
RXN-GSNK_c_FWD-SPONT	GSNK_c		zeroCost
RXN-GSNt_c_e_FWD-SPONT	GSNt_c_e		zeroCost
RXN-GSNt_c_m_FWD-SPONT	GSNt_c_m		zeroCost
RXN-GTHOXt_c_FWD-SPONT	GTHOXt_c		zeroCost
RXN-GTHO_c_FWD-rt0422rt7114	GTHO_c	rt0422rt7114	rt0422:1,rt7114:1
RXN-GTHO_c_FWD-rt7114rt8181	GTHO_c	rt7114rt8181	rt7114:1,rt8181:1
RXN-GTHO_c_FWD-rt7114rt8483	GTHO_c	rt7114rt8483	rt7114:1,rt8483:1
RXN-GTHO_m_FWD-rt0882rt7114	GTHO_m	rt0882rt7114	rt0882:1,rt7114:1
RXN-GTHP_c_FWD-rt0211	GTHP_c	rt0211	rt0211:1
RXN-GTHP_c_FWD-rt2565	GTHP_c	rt2565	rt2565:1
RXN-GTHP_c_FWD-rt8181	GTHP_c	rt8181	rt8181:1
RXN-GTHP_c_REV-rt0211	GTHP_c	rt0211	rt0211:1
RXN-GTHP_c_REV-rt2565	GTHP_c	rt2565	rt2565:1
RXN-GTHP_c_REV-rt8181	GTHP_c	rt8181	rt8181:1
RXN-GTHP_m_FWD-rt0422	GTHP_m	rt0422	rt0422:1
RXN-GTHP_m_FWD-rt0882	GTHP_m	rt0882	rt0882:1
RXN-GTHP_m_REV-rt0422	GTHP_m	rt0422	rt0422:1
RXN-GTHP_m_REV-rt0882	GTHP_m	rt0882	rt0882:1
RXN-GTHRDt_c_e_FWD-rt5171	GTHRDt_c_e	rt5171	rt5171:1
RXN-GTHRDt_c_v_FWD-rt4896	GTHRDt_c_v	rt4896	rt4896:1
RXN-GTHRDt_c_v_REV-rt4896	GTHRDt_c_v	rt4896	rt4896:1
RXN-GTHRDtabc_v_FWD-rt4896	GTHRDtabc_v	rt4896	rt4896:1
RXN-GTHS_c_FWD-rt1561	GTHS_c	rt1561	rt1561:1
RXN-GTMLT_c_FWD-rt1470	GTMLT_c	rt1470	rt1470:1
RXN-GTPCII2_c_FWD-rt4183	GTPCII2_c	rt4183	rt4183:1
RXN-GTPCI_c_FWD-rt1964	GTPCI_c	rt1964	rt1964:1
RXN-GTPDPDP_c_FWD-rt1567	GTPDPDP_c	rt1567	rt1567:1
RXN-GTPDPDP_c_FWD-rt6258	GTPDPDP_c	rt6258	rt6258:1
RXN-GTPGDPtp_m_FWD-rt5389	GTPGDPtp_m	rt5389	rt5389:1
RXN-GUAD_1_c_FWD-rt0682	GUAD_1_c	rt0682	rt0682:1
RXN-GUAD_1_c_FWD-rt1340	GUAD_1_c	rt1340	rt1340:1
RXN-GUAD_1_c_FWD-rt3492	GUAD_1_c	rt3492	rt3492:1
RXN-GUAPRT_c_FWD-rt4077	GUAPRT_c	rt4077	rt4077:1
RXN-GUAPRT_c_FWD-rt7825	GUAPRT_c	rt7825	rt7825:1
RXN-GUAt_c_m_FWD-SPONT	GUAt_c_m		zeroCost
RXN-GUAt_c_m_REV-SPONT	GUAt_c_m		zeroCost
RXN-GUAtps_e_FWD-rt6190	GUAtps_e	rt6190	rt6190:1
RXN-GUAtps_e_REV-rt6190	GUAtps_e	rt6190	rt6190:1
RXN-H2O2t_c_n_FWD-SPONT	H2O2t_c_n		zeroCost
RXN-H2O2t_c_n_REV-SPONT	H2O2t_c_n		zeroCost
RXN-H2Ot_c_e_FWD-rt0646	H2Ot_c_e	rt0646	rt0646:1
RXN-H2Ot_c_e_FWD-rt5618	H2Ot_c_e	rt5618	rt5618:1
RXN-H2Ot_c_e_REV-rt0646	H2Ot_c_e	rt0646	rt0646:1
RXN-H2Ot_c_e_REV-rt5618	H2Ot_c_e	rt5618	rt5618:1
RXN-H2Ot_c_en_FWD-SPONT	H2Ot_c_en		zeroCost
RXN-H2Ot_c_en_REV-SPONT	H2Ot_c_en		zeroCost
RXN-H2Ot_c_g_FWD-SPONT	H2Ot_c_g		zeroCost
RXN-H2Ot_c_g_REV-SPONT	H2Ot_c_g		zeroCost
RXN-H2Ot_c_gm_FWD-SPONT	H2Ot_c_gm		zeroCost
RXN-H2Ot_c_gm_REV-SPONT	H2Ot_c_gm		zeroCost
RXN-H2Ot_c_l_FWD-SPONT	H2Ot_c_l		zeroCost
RXN-H2Ot_c_l_REV-SPONT	H2Ot_c_l		zeroCost
RXN-H2Ot_c_m_FWD-SPONT	H2Ot_c_m		zeroCost
RXN-H2Ot_c_m_REV-SPONT	H2Ot_c_m		zeroCost
RXN-H2Ot_c_mm_FWD-SPONT	H2Ot_c_mm		zeroCost
RXN-H2Ot_c_mm_REV-SPONT	H2Ot_c_mm		zeroCost
RXN-H2Ot_c_n_FWD-SPONT	H2Ot_c_n		zeroCost
RXN-H2Ot_c_n_REV-SPONT	H2Ot_c_n		zeroCost
RXN-H2Ot_c_r_FWD-SPONT	H2Ot_c_r		zeroCost
RXN-H2Ot_c_r_REV-SPONT	H2Ot_c_r		zeroCost
RXN-H2Ot_c_rm_FWD-SPONT	H2Ot_c_rm		zeroCost
RXN-H2Ot_c_rm_REV-SPONT	H2Ot_c_rm		zeroCost
RXN-H2Ot_c_v_FWD-SPONT	H2Ot_c_v		zeroCost
RXN-H2Ot_c_v_REV-SPONT	H2Ot_c_v		zeroCost
RXN-H2Ot_c_vm_FWD-SPONT	H2Ot_c_vm		zeroCost
RXN-H2Ot_c_vm_REV-SPONT	H2Ot_c_vm		zeroCost
RXN-H2Ot_c_x_FWD-SPONT	H2Ot_c_x		zeroCost
RXN-H2Ot_c_x_REV-SPONT	H2Ot_c_x		zeroCost
RXN-HACD100i_m_FWD-rt2835	HACD100i_m	rt2835	rt2835:1
RXN-HACD100i_x_FWD-rt2994	HACD100i_x	rt2994	rt2994:1
RXN-HACD100i_x_FWD-rt7916	HACD100i_x	rt7916	rt7916:1
RXN-HACD101ei_x_FWD-rt2994	HACD101ei_x	rt2994	rt2994:1
RXN-HACD101ei_x_FWD-rt7916	HACD101ei_x	rt7916	rt7916:1
RXN-HACD120i_m_FWD-rt2835	HACD120i_m	rt2835	rt2835:1
RXN-HACD120i_x_FWD-rt2994	HACD120i_x	rt2994	rt2994:1
RXN-HACD120i_x_FWD-rt7916	HACD120i_x	rt7916	rt7916:1
RXN-HACD121ai_m_FWD-rt2835	HACD121ai_m	rt2835	rt2835:1
RXN-HACD121ai_x_FWD-rt2994	HACD121ai_x	rt2994	rt2994:1
RXN-HACD121ai_x_FWD-rt7916	HACD121ai_x	rt7916	rt7916:1
RXN-HACD121di_x_FWD-rt2994	HACD121di_x	rt2994	rt2994:1
RXN-HACD121di_x_FWD-rt7916	HACD121di_x	rt7916	rt7916:1
RXN-HACD122ei_x_FWD-rt2994	HACD122ei_x	rt2994	rt2994:1
RXN-HACD122ei_x_FWD-rt7916	HACD122ei_x	rt7916	rt7916:1
RXN-HACD140i_m_FWD-rt2835	HACD140i_m	rt2835	rt2835:1
RXN-HACD140i_x_FWD-rt2994	HACD140i_x	rt2994	rt2994:1
RXN-HACD140i_x_FWD-rt7916	HACD140i_x	rt7916	rt7916:1
RXN-HACD141ai_m_FWD-rt2835	HACD141ai_m	rt2835	rt2835:1
RXN-HACD141ai_x_FWD-rt2994	HACD141ai_x	rt2994	rt2994:1
RXN-HACD141ai_x_FWD-rt7916	HACD141ai_x	rt7916	rt7916:1
RXN-HACD141bi_m_FWD-rt2835	HACD141bi_m	rt2835	rt2835:1
RXN-HACD141bi_x_FWD-rt2994	HACD141bi_x	rt2994	rt2994:1
RXN-HACD141bi_x_FWD-rt7916	HACD141bi_x	rt7916	rt7916:1
RXN-HACD142i_x_FWD-rt2994	HACD142i_x	rt2994	rt2994:1
RXN-HACD142i_x_FWD-rt7916	HACD142i_x	rt7916	rt7916:1
RXN-HACD143i_x_FWD-rt2994	HACD143i_x	rt2994	rt2994:1
RXN-HACD143i_x_FWD-rt7916	HACD143i_x	rt7916	rt7916:1
RXN-HACD160i_m_FWD-rt2835	HACD160i_m	rt2835	rt2835:1
RXN-HACD160i_x_FWD-rt2994	HACD160i_x	rt2994	rt2994:1
RXN-HACD160i_x_FWD-rt7916	HACD160i_x	rt7916	rt7916:1
RXN-HACD161ai_m_FWD-rt2835	HACD161ai_m	rt2835	rt2835:1
RXN-HACD161ai_x_FWD-rt2994	HACD161ai_x	rt2994	rt2994:1
RXN-HACD161ai_x_FWD-rt7916	HACD161ai_x	rt7916	rt7916:1
RXN-HACD161bi_m_FWD-rt2835	HACD161bi_m	rt2835	rt2835:1
RXN-HACD161bi_x_FWD-rt2994	HACD161bi_x	rt2994	rt2994:1
RXN-HACD161bi_x_FWD-rt7916	HACD161bi_x	rt7916	rt7916:1
RXN-HACD162i_x_FWD-rt2994	HACD162i_x	rt2994	rt2994:1
RXN-HACD162i_x_FWD-rt7916	HACD162i_x	rt7916	rt7916:1
RXN-HACD163i_x_FWD-rt2994	HACD163i_x	rt2994	rt2994:1
RXN-HACD163i_x_FWD-rt7916	HACD163i_x	rt7916	rt7916:1
RXN-HACD180i_m_FWD-rt2835	HACD180i_m	rt2835	rt2835:1
RXN-HACD180i_x_FWD-rt2994	HACD180i_x	rt2994	rt2994:1
RXN-HACD180i_x_FWD-rt7916	HACD180i_x	rt7916	rt7916:1
RXN-HACD181ai_m_FWD-rt2835	HACD181ai_m	rt2835	rt2835:1
RXN-HACD181ai_x_FWD-rt2994	HACD181ai_x	rt2994	rt2994:1
RXN-HACD181ai_x_FWD-rt7916	HACD181ai_x	rt7916	rt7916:1
RXN-HACD182i_x_FWD-rt2994	HACD182i_x	rt2994	rt2994:1
RXN-HACD182i_x_FWD-rt7916	HACD182i_x	rt7916	rt7916:1
RXN-HACD183i_x_FWD-rt2994	HACD183i_x	rt2994	rt2994:1
RXN-HACD183i_x_FWD-rt7916	HACD183i_x	rt7916	rt7916:1
RXN-HACD200i_x_FWD-rt2994	HACD200i_x	rt2994	rt2994:1
RXN-HACD200i_x_FWD-rt7916	HACD200i_x	rt7916	rt7916:1
RXN-HACD220i_x_FWD-rt2994	HACD220i_x	rt2994	rt2994:1
RXN-HACD220i_x_FWD-rt7916	HACD220i_x	rt7916	rt7916:1
RXN-HACD240i_x_FWD-rt2994	HACD240i_x	rt2994	rt2994:1
RXN-HACD240i_x_FWD-rt7916	HACD240i_x	rt7916	rt7916:1
RXN-HACD260i_x_FWD-rt2994	HACD260i_x	rt2994	rt2994:1
RXN-HACD260i_x_FWD-rt7916	HACD260i_x	rt7916	rt7916:1
RXN-HACD40i_m_FWD-rt2835	HACD40i_m	rt2835	rt2835:1
RXN-HACD40i_x_FWD-rt2994	HACD40i_x	rt2994	rt2994:1
RXN-HACD40i_x_FWD-rt7916	HACD40i_x	rt7916	rt7916:1
RXN-HACD40y_c_FWD-rt6812	HACD40y_c	rt6812	rt6812:1
RXN-HACD40y_c_REV-rt6812	HACD40y_c	rt6812	rt6812:1
RXN-HACD60i_m_FWD-rt2835	HACD60i_m	rt2835	rt2835:1
RXN-HACD60i_x_FWD-rt2994	HACD60i_x	rt2994	rt2994:1
RXN-HACD60i_x_FWD-rt7916	HACD60i_x	rt7916	rt7916:1
RXN-HACD80i_m_FWD-rt2835	HACD80i_m	rt2835	rt2835:1
RXN-HACD80i_x_FWD-rt2994	HACD80i_x	rt2994	rt2994:1
RXN-HACD80i_x_FWD-rt7916	HACD80i_x	rt7916	rt7916:1
RXN-HACDm40_c_FWD-rt7916	HACDm40_c	rt7916	rt7916:1
RXN-HACDm40_c_REV-rt7916	HACDm40_c	rt7916	rt7916:1
RXN-HACNH_m_FWD-rt3256	HACNH_m	rt3256	rt3256:1
RXN-HACNH_m_FWD-rt6232	HACNH_m	rt6232	rt6232:1
RXN-HACNH_m_FWD-rt7648	HACNH_m	rt7648	rt7648:1
RXN-HACNH_m_REV-rt3256	HACNH_m	rt3256	rt3256:1
RXN-HACNH_m_REV-rt6232	HACNH_m	rt6232	rt6232:1
RXN-HACNH_m_REV-rt7648	HACNH_m	rt7648	rt7648:1
RXN-HCITR_m_FWD-rt7648	HCITR_m	rt7648	rt7648:1
RXN-HCITR_m_REV-rt7648	HCITR_m	rt7648	rt7648:1
RXN-HCITS_m_FWD-rt6488	HCITS_m	rt6488	rt6488:1
RXN-HCITS_n_FWD-rt6488	HCITS_n	rt6488	rt6488:1
RXN-HCO3E_c_FWD-rt4213	HCO3E_c	rt4213	rt4213:1
RXN-HCO3E_c_REV-rt4213	HCO3E_c	rt4213	rt4213:1
RXN-HCO3E_e_FWD-SPONT	HCO3E_e		zeroCost
RXN-HCO3E_e_REV-SPONT	HCO3E_e		zeroCost
RXN-HCO3E_m_FWD-SPONT	HCO3E_m		zeroCost
RXN-HCO3E_m_REV-SPONT	HCO3E_m		zeroCost
